THere	THere	pc-acp	THere	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
Prints	Prints	n2	Prints	print	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
publishes	publishes	vvz	publishes	publish	0
less	less	av-dc	less	less	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
Print	Print	vvi	Print	print	0
one	one	pi	one	one	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
and	and	cc	and	and	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
vate	vate	vvb	vate	vate	0
Friends	Friends	n2	Friends	friend	0
(	(	(	(	(	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
thought	thought	vvn	thought	think	0
these	these	d	these	these	0
more	more	dc	more	more	0
passible	passible	j	passable	passable	0
than	than	cs	than	than	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
never	never	av-x	never	never	0
made	made	vvn	made	make	0
them	them	pno32	them	they	0
so	so	av	so	so	0
publick	publick	j	public	public	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
.	.	.	.	.	0
)	)	)	)	)	1
I	I	pns11	I	i	0
write	write	vvb	write	write	0
chiefly	chiefly	av-jn	chiefly	chief	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
Idleness	Idleness	n1	Idleness	idleness	0
,	,	,	,	,	0
and	and	cc	and	and	0
print	print	n1	print	print	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
the	the	dt	the	the	0
Imputation	Imputation	n1	Imputation	imputation	0
:	:	:	:	:	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
do	do	vdb	do	do	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
dead	dead	j	dead	dead	0
;	;	;	;	;	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
it	it	pn31	it	it	0
onely	onely	j	only	only	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
dead	dead	j	dead	dead	0
whilst	whilst	cs	while	while	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
a	a	dt	a	a	0
live	live	vvi	live	live	0
:	:	:	:	:	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
concealing	concealing	n-vvg	concealing	conceal	0
what	what	r-crq	what	what	0
one	one	pi	one	one	0
does	does	vdz	does	do	0
,	,	,	,	,	0
little	little	av-j	little	little	0
differs	differs	vvz	differs	differ	0
from	from	p-acp	from	from	0
Idleness	Idleness	n1	Idleness	idleness	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
being	being	n1	being	being	0
I	I	pns11	I	i	0
∣	∣	sy	∣	∣	0
dle	dle	n1	dle	dle	0
,	,	,	,	,	0
little	little	av-j	little	little	0
differs	differs	vvz	differs	differ	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
dead	dead	j	dead	dead	0
.	.	.	.	.	0
)	)	)	)	)	1
Epigram	Epigram	n1	Epigram	epigram	0
in	in	p-acp	in	in	0
general	general	n1	general	general	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
quick	quick	j	quick	quick	0
and	and	cc	and	and	0
short	short	j	short	short	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
Writing	Writing	vvg	Writing	write	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
a	a	dt	a	a	0
slight	slight	j	slight	slight	0
,	,	,	,	,	0
than	than	cs	than	than	0
any	any	d	any	any	0
great	great	j	great	great	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
pains	pains	n2	pains	pain	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
rather	rather	av-c	rather	rather	0
affect	affect	vvi	affect	affect	0
a	a	dt	a	a	0
little	little	j	little	little	0
neg	neg	n1	neg	neg	0
∣	∣	sy	∣	∣	0
ligence	ligence	n1	ligence	ligence	0
,	,	,	,	,	0
than	than	cs	than	than	0
too	too	av	too	too	0
great	great	j	great	great	0
curiosity	curiosity	n1	curiosity	curiosity	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
for	for	p-acp	for	for	0
excuse	excuse	n1	excuse	excuse	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
negligence	negligence	n1	negligence	negligence	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
.	.	.	.	.	0
)	)	)	)	)	1
Epigrams	Epigrams	n2	Epigrams	epigram	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
first	first	ord	first	first	0
institution	institution	n1	institution	institution	0
served	served	vvd	served	serve	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
Inscriptions	Inscriptions	n2	Inscriptions	inscription	0
of	of	pp-f	of	of	0
Ports	Ports	n2	Ports	port	0
,	,	,	,	,	0
and	and	cc	and	and	0
Entries	Entries	n2	Entries	entry	0
of	of	pp-f	of	of	0
Temples	Temples	n2	Temples	temple	0
,	,	,	,	,	0
and	and	cc	and	and	0
publick	publick	j	public	public	0
places	places	n2	places	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
consisted	consisted	vvd	consisted	consist	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Distick	Distick	n1	Distich	distich	0
,	,	,	,	,	0
or	or	cc	or	or	0
line	line	n1	line	line	0
or	or	cc	or	or	0
two	two	crd	two	two	0
;	;	;	;	;	0
till	till	c-acp	till	till	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
they	they	pns32	they	they	0
became	became	vvd	became	become	0
so	so	av	so	so	0
much	much	av-d	much	much	0
enlarg'd	enlarg'd	vvn	enlarged	enlarge	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
quain	quain	av-j	quain	quain	0
∣	∣	sy	∣	∣	0
tity	tity	n1	tity	tity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
nothing	nothing	pix	nothing	nothing	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
Epigram	Epigram	n1	Epigram	epigram	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
length	length	n1	length	length	0
it	it	pn31	it	it	0
woud	woud	vmd	would	will	0
not	not	xx	not	not	0
admit	admit	vvi	admit	admit	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
kept	kept	vvd	kept	keep	0
but	but	p-acp	but	but	0
close	close	j	close	close	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
that	that	cst	that	that	0
lse	lse	j	lse	lse	0
and	and	cc	and	and	0
quickness	quickness	n1	quickness	quickness	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
Re	Re	fw-mi	Re	re	0
∣	∣	sy	∣	∣	0
quisite	quisite	j	quisite	quisite	0
and	and	cc	and	and	0
