IF	IF	cs	IF	if	0
I	I	pns11	I	i	0
HAD	HAD	vhd	HAD	have	0
MOST	MOST	av-ds	MOST	most	0
christyan	christyan	njp	christian	christian	0
Prynce	Prynce	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
most	most	av-ds	most	most	0
dere	dere	j-jn	dear	dear	0
and	and	cc	and	and	0
graciouse	graciouse	j	gracious	gracious	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
ueraygne	ueraygne	j-jn	ueraygne	ueraygne	0
lord	lord	n1	lord	lord	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Uirgil	Uirgil	np1	Uirgil	Virgil	0
saythe	saythe	vvb	say	say	0
,	,	,	,	,	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
mouthes	mouthes	n2	mouths	mouth	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
tounges	tounges	n2	tongues	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
therewith	therewith	av	therewith	therewith	0
as	as	c-acp	as	as	0
moche	moche	d	much	much	0
swete	swete	j	sweet	sweet	0
eloquence	eloquence	n1	eloquence	eloquence	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
Greci	Greci	fw-la	Greci	greci	0
∣	∣	sy	∣	∣	0
an	an	dt	and	a	0
Demosthenes	Demosthenes	np1	Demosthenes	Demosthenes	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Romayn	Romayn	njp	Roman	roman	0
Cicero	Cicero	np1	Cicero	Cicero	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
coulde	coulde	vmd	could	can	0
not	not	xx	not	not	0
I	I	pns11	I	i	0
expresse	expresse	vvi	express	express	0
halfe	halfe	j-jn	half	half	0
the	the	dt	the	the	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
halfe	halfe	j-jn	half	half	0
the	the	dt	the	the	0
rightu	rightu	n1	rightu	rightu	0
∣	∣	sy	∣	∣	0
ousnes	ousnes	n1	ousnes	ousnes	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
royal	royal	j	royal	royal	0
maiestie	maiestie	n1	majesty	majesty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
perfecte	perfecte	vvi	perfect	perfect	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
princely	princely	j	princely	princely	0
goodnes	goodnes	n1	goodness	goodness	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
vnto	vnto	p-acp	unto	unto	0
this	this	d	this	this	0
presente	presente	j	present	present	0
tyme	tyme	n1	time	time	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
happy	happy	j	happy	happy	0
reigne	reigne	n1	reign	reign	0
,	,	,	,	,	0
this	this	d	this	this	0
youre	youre	po22	your	your	0
Empire	Empire	n1	Empire	empire	0
mooste	mooste	av-ds	most	most	0
trium	trium	fw-la	trium	trium	0
∣	∣	sy	∣	∣	0
phant	phant	n1	phant	phant	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
wrongfully	wrongfully	av-j	wrongfully	wrongful	0
kept	kept	vvn	kept	keep	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
tributarie	tributarie	n-jn	tributary	tributary	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Babyloni	Babyloni	np1	Babyloni	Babyloni	0
∣	∣	sy	∣	∣	0
call	call	n1	call	call	0
seate	seate	n1	seat	seat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romyshe	Romyshe	jp	Romish	romish	0
byshop	byshop	n1	bishop	bishop	0
,	,	,	,	,	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
sage	sage	j-jn	sage	sage	0
and	and	cc	and	and	0
polytike	polytike	j	politic	politic	0
wise	wise	n1	wise	wise	0
¦	¦	sy	¦	¦	0
dome	dome	n1	dome	dome	0
hath	hath	vhz	hath	have	0
benne	benne	vbn	benne	be	0
suche	suche	d	such	such	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
well	well	av	well	well	0
thoughte	thoughte	vvn	thought	think	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
diuine	diuine	j-jn	divine	divine	0
inspiration	inspiration	n1	inspiration	inspiration	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
a	a	dt	a	a	0
very	very	j	very	very	0
kynges	kynges	ng1	kings	king	0
harte	harte	n1	heart	heart	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
seketh	seketh	vvz	seeketh	seek	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
ought	ought	vmd	ought	ought	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
,	,	,	,	,	0
and	and	cc	and	and	0
nat	nat	xx	nat	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ruled	ruled	vvn	ruled	rule	0
.	.	.	.	.	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
the	the	dt	the	the	0
englysshe	englysshe	jp	english	english	0
nation	nation	n1	nation	nation	0
at	at	p-acp	at	at	0
fredoome	fredoome	vvi	fredoome	fredoome	0
and	and	cc	and	and	0
lybertie	lybertie	n1	liberty	liberty	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
worthy	worthy	j	worthy	worthy	0
thākes	thākes	n2	thanks	thanks	0
for	for	p-acp	for	for	0
so	so	av	so	so	0
noble	noble	j	noble	noble	0
a	a	dt	a	a	0
dede	dede	n1	deed	deed	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
beneficial	beneficial	j	beneficial	beneficial	0
an	an	dt	and	a	0
acte	acte	n1	act	act	0
,	,	,	,	,	0
can	can	vmb	can	can	0
your	your	po22	your	your	0
mooste	mooste	av-ds	most	most	0
bounden	bounden	vvn	bounden	bind	0
subiectes	subiectes	n2-jn	subjects	subject	0
render	render	vvi	render	render	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
high	high	j	high	high	0
maiestie	maiestie	n1	majesty	majesty	0
?	?	?	?	?	1
We	We	pns12	We	we	0
may	may	vmb	may	may	0
moche	moche	av-d	much	much	0
better	better	av-jc	better	better	0
say	say	vvi	say	say	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
than	than	cs	than	than	0
euer	euer	av	ever	ever	0
might	might	vmd	might	may	0
the	the	dt	the	the	0
Romans	Romans	njp2	Roman	roman	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
Emperour	Emperour	n1	Emperor	emperor	0
Augustus	Augustus	np1	Augustus	Augustus	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
noblest	noblest	js	noblest	noble	0
kynge	kynge	n1	king	king	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
reigned	reigned	vvd	reigned	reign	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
english	english	jp	english	english	0
natiō	natiō	n1	nation	nation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
Pater	Pater	fw-la	Pater	pater	0
patriae	patriae	fw-la	patriae	patriae	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
father	father	n1	father	father	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
one	one	pi	one	one	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
lernyng	lernyng	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
courage	courage	n1	courage	courage	0
,	,	,	,	,	0
England	England	np1	England	England	0
is	is	vbz	is	be	0
newe	newe	j	new	new	0
borne	borne	vvn	born	bear	0
,	,	,	,	,	0
newly	newly	av-j	newly	new	0
brought	brought	vvn	brought	bring	0
from	from	p-acp	from	from	0
thraldome	thraldome	n1	thraldom	thraldom	0
to	to	p-acp	to	to	0
freedome	freedome	n1	freedom	freedom	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
swete	swete	j	sweet	sweet	0
than	than	cs	than	than	0
libertie	libertie	n1	liberty	liberty	0
,	,	,	,	,	0
nothynge	nothynge	pix	nothing	nothing	0
more	more	av-dc	more	more	0
bytter	bytter	j	bitter	bitter	0
than	than	cs	than	than	0
bon	bon	fw-fr	bon	bon	0
∣	∣	sy	∣	∣	0
dage	dage	fw-mi	dage	dage	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
moche	moche	av-d	much	much	0
that	that	cst	that	that	0
death	death	n1	death	death	0
hath	hath	vhz	hath	have	0
ofte	ofte	av	oft	oft	0
ben	ben	vbn	been	be	0
chosen	chosen	vvn	chosen	choose	0
to	to	pc-acp	to	to	0
aduoyde	aduoyde	vvi	aduoyde	aduoyde	0
serui	serui	fw-la	serui	serui	0
∣	∣	sy	∣	∣	0
tude	tude	n1	tude	tude	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
owe	owe	vvb	owe	owe	0
we	we	pns12	we	we	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
most	most	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
soueraigne	soueraigne	j-jn	sovereign	sovereign	0
lorde	lorde	n1	lord	lord	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
ar	ar	vbr	are	be	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
natural	natural	j	natural	natural	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
the	the	dt	the	the	0
bondes	bondes	n2	bonds	bond	0
broken	broken	vvn	broken	break	0
,	,	,	,	,	0
set	set	vvn	set	set	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
captiuite	captiuite	n1	captivity	captivity	0
Baby	Baby	n1	Baby	baby	0
∣	∣	sy	∣	∣	0
lonical	lonical	j	lonical	lonical	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
plain	plain	n1	plain	plain	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
as	as	a-acp	as	as	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
dydde	dydde	vdd	did	do	0
to	to	p-acp	to	to	0
Iudith	Iudith	np1	Iudith	Judith	0
:	:	:	:	:	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
our	our	po12	our	our	0
beautie	beautie	n1	beauty	beauty	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
oure	oure	po12	our	our	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
our	our	po12	our	our	0
glorie	glorie	n1	glory	glory	0
.	.	.	.	.	1
Sci	Sci	np1	Sci	Sci	0
∣	∣	sy	∣	∣	0
pio	pio	fw-la	pio	pio	0
the	the	dt	the	the	0
Affrican	Affrican	jp	African	african	0
dyd	dyd	vdd	did	do	0
moche	moche	d	much	much	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Romayns	Romayns	njp2	Romans	roman	0
,	,	,	,	,	0
Codrus	Codrus	np1	Codrus	Codrus	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Athe	Athe	zz	Athe	athe	0
∣	∣	sy	∣	∣	0
niens	niens	fw-la	niens	niens	0
,	,	,	,	,	0
Epaminondas	Epaminondas	np1	Epaminondas	Epaminondas	0
moche	moche	av-d	much	much	0
for	for	p-acp	for	for	0
ye	ye	dt	the	the	0
Thebans	Thebans	njp2	Thebans	theban	0
,	,	,	,	,	0
Themistocles	Themistocles	np1	Themistocles	Themistocles	0
moch	moch	av-d	much	much	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Grecians	Grecians	njp2	Grecians	grecian	0
,	,	,	,	,	0
Cirus	Cirus	np1	Cirus	Cirus	0
moche	moche	av-d	much	much	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Persians	Persians	njp2	Persians	persian	0
,	,	,	,	,	0
Salandine	Salandine	fw-la	Salandine	salandine	0
moche	moche	av-d	much	much	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Egyptians	Egyptians	njp2	Egyptians	egyptian	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
all	all	d	all	all	0
these	these	d	these	these	0
cōpared	cōpared	vvn	compared	compare	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
hyghnes	hyghnes	n1	highness	highness	0
,	,	,	,	,	0
may	may	vmb	may	may	0
seme	seme	vvi	seem	seem	0
almost	almost	av	almost	almost	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
done	done	vdn	done	do	0
nothing	nothing	pix	nothing	nothing	0
at	at	p-acp	at	at	0
al.	al.	d	all	all	0
I	I	pns11	I	i	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
most	most	ds	most	most	0
christē	christē	vvb	christian	christen	0
king	king	n1	king	king	0
beinge	beinge	vbg	being	be	0
a	a	dt	a	a	0
parttaker	parttaker	n1	partaker	partaker	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
estimable	estimable	j	estimable	estimable	0
benefites	benefites	n2	benefits	benefit	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
and	and	cc	and	and	0
shal	shal	vmb	shall	shall	0
always	always	av	always	always	0
study	study	vvi	study	study	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
howe	howe	c-crq	how	how	0
I	I	pns11	I	i	0
