Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
IN	IN	p-acp	IN	in	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
divine	divine	j-jn	divine	divine	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
vidence	vidence	n1	vidence	vidence	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
me	me	pno11	me	i	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
darknesse	darknesse	n1	darkness	darkness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Predecessors	Predecessors	n2	Predecessors	predecessor	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
marvellous	marvellous	j	marvellous	marvellous	0
light	light	n1	light	light	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
away	away	av	away	away	0
the	the	dt	the	the	0
vaile	vaile	n1	veil	veil	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Ceremonies	Ceremonies	n2	Ceremonies	ceremony	0
(	(	(	(	(	0
so	so	av	so	so	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Eyes	Eyes	n2	Eyes	eye	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Understanding	Understanding	n1	Understanding	understanding	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
now	now	av	now	now	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
alone	alone	j	alone	alone	0
Saviour	Saviour	n1	Saviour	saviour	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
onely	onely	av-j	only	only	0
Typpified	Typpified	vvn	Typpified	typpify	0
or	or	cc	or	or	0
Shadow	Shadow	n1	Shadow	shadow	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
Hyroglyffickes	Hyroglyffickes	n2	Hyroglyffickes	hyroglyfficke	0
:	:	:	:	:	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
Providence	Providence	n1	Providence	providence	0
hath	hath	vhz	hath	have	0
likwise	likwise	av	likewise	likewise	0
brought	brought	vvn	brought	bring	0
me	me	pno11	me	i	0
with	with	p-acp	with	with	0
Abraham	Abraham	np1	Abraham	Abraham	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
Fathers	Fathers	ng1	Father's	father	0
House	House	n1	House	house	0
and	and	cc	and	and	0
Idoles	Idoles	n2	Idols	idol	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Land	Land	n1	Land	land	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
know	know	vvi	know	know	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
now	now	av	now	now	0
a	a	dt	a	a	0
Stranger	Stranger	n1	Stranger	stranger	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
