Honorable	Honorable	j	Honourable	honourable	0
Sir	Sir	n1	Sir	sir	0
!	!	!	!	!	1
AS	AS	p-acp	AS	as	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
much	much	av-d	much	much	0
bless	bless	vvb	bless	bless	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligious	ligious	j	ligious	ligious	0
stedfast	stedfast	j	steadfast	steadfast	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tiginous	tiginous	j	tiginous	tiginous	0
times	times	av	times	time	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
so	so	av	so	so	0
many	many	d	many	many	0
reeds	reeds	n2	reeds	reed	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
shaken	shaken	vvn	shaken	shake	0
with	with	p-acp	with	with	0
every	every	d	every	every	0
wind	wind	n1	wind	wind	0
;	;	;	;	;	0
so	so	av	so	so	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
ever	ever	av	ever	ever	0
bless	bless	vvi	bless	bless	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
your	your	po22	your	your	0
house	house	n1	house	house	0
was	was	vbds	was	be	0
built	built	vvn	built	build	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Rock	Rock	n1	Rock	rock	0
:	:	:	:	:	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
excellencies	excellencies	n2	excellencies	excellency	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
attractive	attractive	j	attractive	attractive	0
loves	loves	n2	loves	love	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
soul	soul	n1	soul	soul	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
made	made	vvd	made	make	0
you	you	pn22	you	you	0
sick	sick	j	sick	sick	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
full	full	j	full	full	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
joyment	joyment	n1	joyment	joyment	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
fine	fine	j	fine	fine	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Cluster	Cluster	vvi	Cluster	cluster	0
of	of	pp-f	of	of	0
Camphere	Camphere	np1	Camphere	Camphere	0
:	:	:	:	:	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
your	your	po22	your	your	0
righteousness	righteousness	n1	righteousness	righteousness	0
;	;	;	;	;	0
the	the	dt	the	the	0
chief	chief	n-jn	chief	chief	0
of	of	pp-f	of	of	0
ten	ten	crd	ten	ten	0
thousand	thousand	crd	thousand	thousand	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
invited	invited	vvn	invited	invite	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
repentance	repentance	n1	repentance	repentance	0
unto	unto	p-acp	unto	unto	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
more	more	av-dc	more	more	0
daily	daily	j	daily	daily	0
communion	communion	n1	communion	communion	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
excellency	excellency	n1	excellency	excellency	0
.	.	.	.	.	1
Pardon	Pardon	n1	Pardon	pardon	0
my	my	po11	my	my	0
boldness	boldness	n1	boldness	boldness	0
Gracious	Gracious	j	Gracious	gracious	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
possibly	possibly	av-j	possibly	possible	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
use	use	vvi	use	use	0
my	my	po11	my	my	0
little	little	j	little	little	0
Talent	Talent	n1	Talon	talon	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
warm	warm	vvi	warm	warm	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
shining	shining	j-vvg	shining	shine	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
so	so	av	so	so	0
peerless	peerless	j	peerless	peerless	0
,	,	,	,	,	0
so	so	av	so	so	0
sweet	sweet	j	sweet	sweet	0
,	,	,	,	,	0
so	so	av	so	so	0
chast	chast	j	chaste	chaste	0
,	,	,	,	,	0
so	so	av	so	so	0
full	full	j	full	full	0
,	,	,	,	,	0
so	so	av	so	so	0
unchage	unchage	n1	unchage	unchage	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
,	,	,	,	,	0
so	so	av	so	so	0
adequate	adequate	j	adequate	adequate	0
,	,	,	,	,	0
and	and	cc	and	and	0
magne	magne	fw-fr	magne	magne	0
∣	∣	sy	∣	∣	0
ticall	ticall	j	ticall	ticall	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
his	his	po31	his	his	0
Mediatoriall	Mediatoriall	j	Mediatoriall	mediatoriall	0
works	works	n2	works	work	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
so	so	av	so	so	0
miraculously	miraculously	av-j	miraculously	miraculous	0
saved	saved	vvn	saved	save	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
and	and	cc	and	and	0
pul	pul	vvi	pull	pull	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
suburbs	suburbs	n2	suburbs	suburb	0
of	of	pp-f	of	of	0
Hell	Hell	n1	Hell	hell	0
,	,	,	,	,	0
so	so	av	so	so	0
unexpectedly	unexpectedly	av-j	unexpectedly	unexpected	0
,	,	,	,	,	0
so	so	av	so	so	0
undeserv	undeserv	vvi	undeserv	undeserv	0
∣	∣	sy	∣	∣	0
edly	edly	n1	edly	edly	0
,	,	,	,	,	0
so	so	av	so	so	0
freely	freely	av-j	freely	free	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
first	first	ord	first	first	0
love	love	n1	love	love	0
,	,	,	,	,	0
&	&	cc	&	and	0
espous	espous	j	espous	espous	0
∣	∣	sy	∣	∣	0
all	all	av-d	all	all	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
blessed	blessed	j-vvn	blessed	bless	0
self	self	n1	self	self	0
.	.	.	.	.	1
Time	Time	n1	Time	time	0
was	was	vbds	was	be	0
(	(	(	(	(	0
Noble	Noble	j	Noble	noble	0
SIR	SIR	n1	SIR	sir	0
)	)	)	)	)	0
that	that	cst	that	that	0
your	your	po22	your	your	0
