Most	Most	ds	Most	most	0
dread	dread	j	dread	dread	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
THAT	THAT	cst	THAT	that	0
my	my	po11	my	my	0
vnskilfull	vnskilfull	j	unskilful	unskilful	0
selfe	selfe	n1	self	self	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
choyce	choyce	n1	choice	choice	0
of	of	pp-f	of	of	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
imployment	imployment	n1	employment	employment	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
vndertaking	vndertaking	vvg	undertaking	undertake	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
encoura	encoura	fw-la	encoura	encoura	0
∣	∣	sy	∣	∣	0
ged	ged	vvn	ged	ge	0
by	by	p-acp	by	by	0
Your	Your	po22	Your	your	0
gracious	gracious	j	gracious	gracious	0
commande	commande	n1	command	command	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
;	;	;	;	;	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
euer	euer	av	ever	ever	0
account	account	vvi	account	account	0
of	of	pp-f	of	of	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
yet	yet	av	yet	yet	0
befell	befell	vvd	befell	befall	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
a	a	dt	a	a	0
Storme	Storme	n1	Storm	storm	0
,	,	,	,	,	0
and	and	cc	and	and	0
Rocke	Rocke	n1	Rock	rock	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mist	Mist	n1	Missed	mistress	0
,	,	,	,	,	0
and	and	cc	and	and	0
Wind	Wind	n1	Wind	wind	0
,	,	,	,	,	0
and	and	cc	and	and	0
Tyde	Tyde	vvn	Tide	tie	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mount	Mount	n1	Mount	mount	0
of	of	pp-f	of	of	0
Ice	Ice	n1	Ice	ice	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Discouery	Discouery	n1	Discovery	discovery	0
encountred	encountred	vvd	encountered	encounter	0
withall	withall	av	withal	withal	0
;	;	;	;	;	0
Many	Many	d	Many	many	0
a	a	dt	a	a	0
despaire	despaire	n1	despair	despair	0
and	and	cc	and	and	0
death	death	n1	death	death	0
had	had	vhd	had	have	0
,	,	,	,	,	0
almost	almost	av	almost	almost	0
,	,	,	,	,	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
whelmed	whelmed	vvd	whelmed	whelm	0
mee	mee	pno11	me	i	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
still	still	av	still	still	0
the	the	dt	the	the	0
remembrance	remembrance	n1	remembrance	remembrance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ac	Ac	fw-la	Ac	ac	0
∣	∣	sy	∣	∣	0
compt	compt	n1	count	count	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
gracious	gracious	j	gracious	gracious	0
a	a	dt	a	a	0
Maiesty	Maiesty	n1	Majesty	majesty	0
,	,	,	,	,	0
put	put	vvb	put	put	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
heart	heart	n1	heart	heart	0
againe	againe	av	again	again	0
;	;	;	;	;	0
made	made	vvd	made	make	0
mee	mee	pno11	me	i	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
feares	feares	n2	fears	fear	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
infirmities	infirmities	n2	infirmities	infirmity	0
of	of	pp-f	of	of	0
humanitie	humanitie	n1	humanity	humanity	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
employment	employment	n1	employment	employment	0
(	(	(	(	(	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
true	true	j	true	true	0
Father	Father	n1	Father	father	0
