Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Hope	Hope	vvb	Hope	hope	0
that	that	cst	that	that	0
your	your	po22	your	your	0
design	design	n1	design	design	0
in	in	p-acp	in	in	0
publishing	publishing	vvg	publishing	publish	0
your	your	po22	your	your	0
little	little	j	little	little	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
zealous	zealous	j	zealous	zealous	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Country	Country	n1	Country	country	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
same	same	d	same	same	0
Church	Church	n1	Church	church	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
Members	Members	n2	Members	member	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
pure	pure	j	pure	pure	0
Love	Love	n1	Love	love	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Souls	Souls	n2	Souls	soul	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
(	(	(	(	(	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
)	)	)	)	)	0
think	think	vvb	think	think	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
safe	safe	j	safe	safe	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Communion	Communion	n1	Communion	communion	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
duced	duced	wd	duced	duced	0
to	to	pc-acp	to	to	0
believe	believe	vvb	believe	believe	0
it	it	pn31	it	it	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
seem	seem	vvb	seem	seem	0
so	so	av	so	so	0
confident	confident	j	confident	confident	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Ar	Ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
