THis	THis	d	THis	this	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
Most	Most	av-ds	Most	most	0
Eminent	Eminent	j	Eminent	eminent	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
is	is	vbz	is	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
Your	Your	po22	Your	your	0
Royal	Royal	j	Royal	royal	0
Name	Name	n1	Name	name	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Front	Front	n1	Front	front	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Considence	Considence	n1	Confidence	confidence	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
It	It	pn31	It	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Argu	Argu	n1	Argu	argu	0
∣	∣	sy	∣	∣	0
ment	ment	vvn	meant	mean	0
.	.	.	.	.	1
Because	Because	p-acp	Because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
for	for	p-acp	for	for	0
Justice	Justice	n1	Justice	justice	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
Vertue	Vertue	n1	Virtue	virtue	0
is	is	vbz	is	be	0
so	so	av	so	so	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
perly	perly	j	pearly	pearly	0
Yours	Yours	png22	Yours	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
own	own	d	own	own	0
Merits	Merits	n2	Merits	merit	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Suffrage	Suffrage	n1	Suffrage	suffrage	0
of	of	pp-f	of	of	0
Mankind	Mankind	n1	Mankind	mankind	0
,	,	,	,	,	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
thence	thence	av	thence	thence	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
a	a	dt	a	a	0
Title	Title	n1	Title	title	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
Great	Great	j	Great	great	0
a	a	dt	a	a	0
King	King	n1	King	king	0
:	:	:	:	:	0
being	being	vbg	being	be	0
known	known	vvn	known	know	0
every	every	d	every	every	0
where	where	c-crq	where	where	0
now	now	av	now	now	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
less	less	dc	less	less	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
JUST	JUST	j	JUST	just	0
,	,	,	,	,	0
than	than	cs	than	than	0
of	of	pp-f	of	of	0
LU	LU	np1	LU	Lu.	0
∣	∣	sy	∣	∣	0
DOVIC	DOVIC	np1	DOVIC	DOVIC	0
.	.	.	.	.	1
The	The	dt	The	the	0
Roman	Roman	njp	Roman	roman	0
Comman	Comman	j	Commn	common	0
∣	∣	sy	∣	∣	0
ders	ders	n2-jn	dears	dear	0
esteemed	esteemed	vvn	esteemed	esteem	0
the	the	dt	the	the	0
Titles	Titles	n2	Titles	title	0
very	very	av	very	very	0
specious	specious	j	specious	specious	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
deriv'd	deriv'd	vvn	derived	derive	0
from	from	p-acp	from	from	0
Crete	Crete	np1	Crete	Crete	0
,	,	,	,	,	0
Numidia	Numidia	np1	Numidia	Numidia	0
,	,	,	,	,	0
Afric	Afric	np1	Afric	Afric	0
,	,	,	,	,	0
Asia	Asia	np1	Asia	Asia	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
conquer'd	conquer'd	j-vvn	conquered	conquer	0
Nations	Nations	n2	Nations	nation	0
:	:	:	:	:	0
How	How	c-crq	How	how	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
is	is	vbz	is	be	0
Yours	Yours	png22	Yours	you	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
decla	decla	fw-fr	decla	decla	0
∣	∣	sy	∣	∣	0
red	red	vvd	read	read	0
both	both	d	both	both	0
the	the	dt	the	the	0
Enemy	Enemy	n1	Enemy	enemy	0
every	every	d	every	every	0
where	where	q-crq	where	where	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
ways	ways	n2	ways	way	0
the	the	dt	the	the	0
Con	Con	vvi	Con	con	0
∣	∣	sy	∣	∣	0
querour	querour	n1	querour	querour	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
people	people	n1	people	people	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
man	man	n1	man	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
Unjust	Unjust	j	Unjust	unjust	0
?	?	?	?	?	1
The	The	dt	The	the	0
Egyptian	Egyptian	jp	Egyptian	egyptian	0
Kings	Kings	n2	Kings	king	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
great	great	j	great	great	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
if	if	cs	if	if	0
One	One	pi	One	one	0
were	were	vbdr	were	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Lover	Lover	n1	Lover	lover	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Fa	Fa	uh	Fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
Another	Another	j-jn	Another	another	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
a	a	dt	a	a	0
Third	Third	ord	Third	three	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Brother	Brother	n1	Brother	brother	0
:	:	:	:	:	0
How	How	c-crq	How	how	0
small	small	j	small	small	0
parts	parts	n2	parts	part	0
are	are	vbr	are	be	0
These	These	d	These	these	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
comprehendeth	comprehendeth	vvz	comprehendeth	comprehend	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
those	those	d	those	those	0
things	things	n2	things	thing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
∣	∣	sy	∣	∣	0
soever	soever	av	soever	soever	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
imagined	imagined	vvn	imagined	imagine	0
fair	fair	j	fair	fair	0
and	and	cc	and	and	0
honorable	honorable	j	honourable	honourable	0
?	?	?	?	?	1
You	You	pn22	You	you	0
are	are	vbr	are	be	0
