HAving	HAving	vhg	HAving	have	0
penned	penned	vvn	penned	pen	0
my	my	po11	my	my	0
Meditations	Meditations	n2	Meditations	meditation	0
about	about	p-acp	about	about	0
Church	Church	n1	Church	church	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
some	some	d	some	some	0
thoughts	thoughts	n2	thoughts	thought	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
them	them	pno32	them	they	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
Christian	Christian	np1	Christian	Christian	0
and	and	cc	and	and	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nourable	nourable	j	nourable	nourable	0
Senate	Senate	n1	Senate	senate	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
conside	conside	n1-an	conside	conside	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
being	being	vbg	being	be	0
conscious	conscious	j	conscious	conscious	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
weaknesse	weaknesse	n1	weakness	weakness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
sometime	sometime	av	sometime	sometime	0
in	in	p-acp	in	in	0
suspence	suspence	n1	suspense	suspense	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
thinking	thinking	vvg	thinking	think	0
it	it	pn31	it	it	0
too	too	av	too	too	0
high	high	j	high	high	0
presumption	presumption	n1	presumption	presumption	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
for	for	p-acp	for	for	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
here	here	av	here	here	0
written	written	vvn	written	write	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
tends	tends	vvz	tends	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
entituling	entituling	vvg	entitling	entitle	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
power	power	n1	power	power	0
which	which	r-crq	which	which	0
of	of	pp-f	of	of	0
right	right	j-jn	right	right	0
belongs	belongs	vvz	belongs	belong	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yee	yee	pn22	ye	you	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
profound	profound	j	profound	profound	0
wisdome	wisdome	n1	wisdom	wisdom	0
are	are	vbr	are	be	0
inclinable	inclinable	j	inclinable	inclinable	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
and	and	cc	and	and	0
hold	hold	vvi	hold	hold	0
:	:	:	:	:	0
(	(	(	(	(	0
whereby	whereby	c-crq	whereby	whereby	0
if	if	cs	if	if	0
yee	yee	pn22	ye	you	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
speedily	speedily	av-j	speedily	speedy	0
set	set	vvi	set	set	0
this	this	d	this	this	0
power	power	n1	power	power	0
aworke	aworke	av	awork	a-work	0
,	,	,	,	,	0
Divisions	Divisions	n2	Divisions	division	0
and	and	cc	and	and	0
Errours	Errours	n2	Errors	error	0
and	and	cc	and	and	0
Contentions	Contentions	n2	Contentions	contention	0
are	are	vbr	are	be	0
likely	likely	j	likely	likely	0
to	to	pc-acp	to	to	0
increase	increase	vvi	increase	increase	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
more	more	dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
timely	timely	j	timely	timely	0
provision	provision	n1	provision	provision	0
made	made	vvd	made	make	0
,	,	,	,	,	0
Iniquity	Iniquity	n1	Iniquity	iniquity	0
and	and	cc	and	and	0
Heresie	Heresie	n1	Heresy	heresy	0
to	to	pc-acp	to	to	0
abound	abound	vvi	abound	abound	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
blemishing	blemishing	vvg	blemishing	blemish	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Gods	Gods	npg1	Gods	God	0
high	high	j	high	high	0
disho	disho	n1	disho	disho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
)	)	)	)	)	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
feeling	feeling	j-vvg	feeling	feel	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
my	my	po11	my	my	0
∣	∣	sy	∣	∣	0
sticall	sticall	j	sticall	sticall	0
body	body	n1	body	body	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
view	view	n1	view	view	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
upon	upon	p-acp	upon	upon	0
perusall	perusall	n1	perusal	perusal	0
yee	yee	pn22	ye	you	0
shall	shall	vmb	shall	shall	0
think	think	vvi	think	think	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
brace	brace	n1	brace	brace	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
