Dear	Dear	j-jn	Dear	dear	0
Demophilus	Demophilus	np1	Demophilus	Demophilus	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Must	Must	vmb	Must	must	0
ingeniously	ingeniously	av-j	ingeniously	ingenious	0
confesse	confesse	vvi	confess	confess	0
unto	unto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
crude	crude	j	crude	crude	0
Conceptions	Conceptions	n2	Conceptions	conception	0
(	(	(	(	(	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
perhaps	perhaps	av	perhaps	perhaps	0
from	from	p-acp	from	from	0
some	some	d	some	some	0
Censurers	Censurers	n2	Censurers	censurer	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
Epithite	Epithite	n1	Epithet	epithet	0
of	of	pp-f	of	of	0
Fanatical	Fanatical	j	Fanatical	fanatical	0
)	)	)	)	)	0
are	are	vbr	are	be	0
alltogether	alltogether	av	altogether	altogether	0
destitute	destitute	j	destitute	destitute	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
common	common	j	common	common	0
Apolo	Apolo	np1	Apolo	Apolo	0
∣	∣	sy	∣	∣	0
gies	gies	n2	gies	gie	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
most	most	ds	most	most	0
Publications	Publications	n2	Publications	publication	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
irresistable	irresistable	j	irresistible	irresistible	0
importunity	importunity	n1	importunity	importunity	0
of	of	pp-f	of	of	0
soliciting	soliciting	vvg	soliciting	solicit	0
Friends	Friends	n2	Friends	friend	0
that	that	cst	that	that	0
ravished	ravished	vvd	ravished	ravish	0
this	this	d	this	this	0
Paper	Paper	n1	Paper	paper	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
private	private	j	private	private	0
confinement	confinement	n1	confinement	confinement	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Study	Study	n1	Study	study	0
,	,	,	,	,	0
and	and	cc	and	and	0
prostituted	prostituted	vvd	prostituted	prostitute	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
publick	publick	j	public	public	0
view	view	n1	view	view	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
necessary	necessary	j	necessary	necessary	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
commands	commands	n2	commands	command	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
Honoura	Honoura	fw-la	Honoura	honoura	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
or	or	cc	or	or	0
Noble	Noble	j	Noble	noble	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
that	that	cst	that	that	0
influenced	influenced	vvd	influenced	influence	0
my	my	po11	my	my	0
pen	pen	n1	pen	pen	0
:	:	:	:	:	0
Nor	Nor	ccx	Nor	nor	0
yet	yet	av	yet	yet	0
self-vindication	self-vindication	n1	self-vindication	self-vindication	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
vention	vention	n1	vention	vention	0
of	of	pp-f	of	of	0
false	false	j	false	false	0
and	and	cc	and	and	0
surreptitious	surreptitious	j	surreptitious	surreptitious	0
Copies	Copies	n2	Copies	copy	0
,	,	,	,	,	0
No	No	uh-dx	No	no	0
,	,	,	,	,	0
I	I	pns11	I	i	0
grant	grant	vvb	grant	grant	0
Demoph	Demoph	np1	Demoph	Demoph	0
.	.	.	.	.	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
General	General	j	General	general	0
Itch	Itch	n1	Itch	itch	0
of	of	pp-f	of	of	0
Scribling	Scribling	n-vvg	Scribbling	scribble	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
my	my	po11	my	my	0
pen	pen	n1	pen	pen	0
a	a	dt	a	a	0
scratching	scratching	n-vvg	scratching	scratch	0
.	.	.	.	.	1
And	And	cc	And	and	0
thou	thou	pns21	thou	thou	0
shouldest	shouldest	vmd2	shouldst	shall	0
no	no	xx	not	not	0
more	more	av-dc	more	more	0
wonder	wonder	vvi	wonder	wonder	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Age	Age	n1	Age	age	0
one	one	pi	one	one	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Writer	Writer	n1	Writer	writer	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	cst	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
Plague	Plague	n1	Plague	plague	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
general	general	n1	general	general	0
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
fection	fection	n1	fection	fection	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
could	could	vmd	could	can	0
the	the	dt	the	the	0
sence	sence	n1	sense	sense	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
dis	dis	fw-fr	dis	dis	0
∣	∣	sy	∣	∣	0
abilities	abilities	n2	abilities	ability	0
and	and	cc	and	and	0
infirmities	infirmities	n2	infirmities	infirmity	0
hold	hold	vvb	hold	hold	0
my	my	po11	my	my	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
wisest	wisest	js	wisest	wise	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
hath	hath	vhz	hath	have	0
comprehended	comprehended	vvn	comprehended	comprehend	0
all	all	d	all	all	0
under	under	p-acp	under	under	0
that	that	cst	that	that	0
diffusive	diffusive	j	diffusive	diffusive	0
Genus	Genus	fw-la	Genus	genus	0
of	of	pp-f	of	of	0
Vanity	Vanity	n1	Vanity	vanity	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Character	Character	n1	Character	character	0
of	of	pp-f	of	of	0
Madnesse	Madnesse	n1	Madness	madness	0
and	and	cc	and	and	0
Folly	Folly	n1	Folly	folly	0
,	,	,	,	,	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
compatible	compatible	j	compatible	compatible	0
to	to	p-acp	to	to	0
Aristotles	Aristotles	npg1	Aristotles	Aristotle	0
Politicks	Politicks	n2-j	Politics	politic	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Tom	Tom	np1	Tom	Tom	0
Thumbs	Thumbs	n2	Thumbs	thumb	0
.	.	.	.	.	1
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
no	no	dx	no	no	0
reason	reason	n1	reason	reason	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
publish	publish	vvi	publish	publish	0
my	my	po11	my	my	0
Follies	Follies	n2	Follies	folly	0
too	too	av	too	too	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
so	so	av	so	so	0
many	many	d	many	many	0
precedents	precedents	n2	precedents	precedent	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
failings	failings	n2-vvg	failings	failing	0
:	:	:	:	:	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
my	my	po11	my	my	0
self	self	n1	self	self	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
reach	reach	n1	reach	reach	0
of	of	pp-f	of	of	0
