MADAME	MADAME	n1	MADAME	madam	0
,	,	,	,	,	0
As	As	c-acp	As	as	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
creation	creation	n1	creation	creation	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
made	made	vvn	made	make	0
two	two	crd	two	two	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
institution	institution	n1	institution	institution	0
of	of	pp-f	of	of	0
marriage	marriage	n1	marriage	marriage	0
did	did	vdd	did	do	0
he	he	pns31	he	he	0
againe	againe	av	again	again	0
vnite	vnite	vvi	unite	unite	0
those	those	d	those	those	0
same	same	d	same	same	0
two	two	crd	two	two	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
woman	woman	n1	woman	woman	0
ioyned	ioyned	vvn	joined	join	0
in	in	p-acp	in	in	0
marriage	marriage	n1	marriage	marriage	0
with	with	p-acp	with	with	0
her	her	po31	her	her	0
husband	husband	n1	husband	husband	0
,	,	,	,	,	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
reuerence	reuerence	vvi	reverence	reverence	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
rocke	rocke	n1	rock	rock	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
she	she	pns31	she	she	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
much	much	av-d	much	much	0
more	more	dc	more	more	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
honour	honour	vvi	honour	honour	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
her	her	po31	her	her	0
head	head	n1	head	head	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
whom	whom	ro-crq	whom	who	0
she	she	pns31	she	she	0
liues	liues	vvz	lives	live	0
.	.	.	.	.	1
If	If	cs	If	if	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
agreed	agreed	vvn	agreed	agree	0
in	in	p-acp	in	in	0
one	one	pi	one	one	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
diuide	diuide	vvi	divide	divide	0
themselues	themselues	px32	themselves	themselves	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
no	no	dx	no	no	0
diuision	diuision	n1	division	division	0
had	had	vhd	had	have	0
euer	euer	av	ever	ever	0
fallen	fallen	vvn	fallen	fall	0
out	out	av	out	out	0
among	among	p-acp	among	among	0
themselues	themselues	px32	themselves	themselves	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
very	very	av	very	very	0
good	good	j	good	good	0
,	,	,	,	,	0
Sathan	Sathan	np1	Sathan	Satan	0
working	working	vvg	working	work	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
mutability	mutability	n1	mutability	mutability	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
will	will	n1	will	will	0
turned	turned	vvn	turned	turn	0
into	into	p-acp	into	into	0
euill	euill	j-jn	evil	evil	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
woman	woman	n1	woman	woman	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
helper	helper	n1	helper	helper	0
,	,	,	,	,	0
became	became	vvd	became	become	0
a	a	dt	a	a	0
tempter	tempter	n1	tempter	tempter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
man	man	n1	man	man	0
to	to	p-acp	to	to	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
defender	defender	n1	defender	defender	0
,	,	,	,	,	0
became	became	vvd	became	become	0
a	a	dt	a	a	0
dilater	dilater	n1	dilater	dilater	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
woman	woman	n1	woman	woman	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
sinne	sinne	n1	sin	sin	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Diuell	Diuell	n1	Devil	devil	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
reconciled	reconciled	vvn	reconciled	reconcile	0
man	man	n1	man	man	0
and	and	cc	and	and	0
wo	wo	n1	woe	woe	0
∣	∣	sy	∣	∣	0
man	man	n1	man	man	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
he	he	pns31	he	he	0
reunited	reunited	vvn	reunited	reunite	0
them	them	pno32	them	they	0
among	among	p-acp	among	among	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
ad	ad	cc	and	and	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
this	this	d	this	this	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
former	former	j	former	former	0
bands	bands	n2	bans	band	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
vnion	vnion	n1	union	union	0
,	,	,	,	,	0
that	that	cst	that	that	0
now	now	av	now	now	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
liue	liue	vvi	live	live	0
together	together	av	together	together	0
as	as	c-acp	as	as	0
heires	heires	n2	heirs	heir	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
happy	happy	j	happy	happy	0
vnion	vnion	n1	union	union	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
your	your	po22	your	your	0
Maiesties	Maiesties	n2	Majesties	majesty	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
and	and	cc	and	and	0
among	among	p-acp	among	among	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
consists	consists	vvz	consists	consist	0
your	your	po22	your	your	0
mutuall	mutuall	j	mutual	mutual	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
the	the	dt	the	the	0
welfare	welfare	n1	welfare	welfare	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
royall	royall	j	royal	royal	0
children	children	n2	children	child	0
,	,	,	,	,	0
the	the	dt	the	the	0
terrour	terrour	n1	terror	terror	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
common	common	j	common	common	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
Maiesties	Maiesties	n2	Majesties	majesty	0
well	well	av	well	well	0
affected	affected	vvn	affected	affect	0
subiects	subiects	n2-jn	subjects	subject	0
.	.	.	.	.	1
A	A	dt	A	a	0
good	good	j	good	good	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
carefully	carefully	av-j	carefully	careful	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
kept	kept	vvn	kept	keep	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Sathan	Sathan	np1	Sathan	Satan	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
doubt	doubt	n1	doubt	doubt	0
spitefully	spitefully	av-j	spitefully	spiteful	0
doth	doth	vdz	does	do	0
enuie	enuie	vvi	envy	envy	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
foun	foun	n1	foum	foum	0
∣	∣	sy	∣	∣	0
taine	taine	vvb	taine	take	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
flow	flow	vvi	flow	flow	0
that	that	d	that	that	0
great	great	j	great	great	0
and	and	cc	and	and	0
common	common	j	common	common	0
good	good	j	good	good	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
royall	royall	j	royal	royal	0
posterity	posterity	n1	posterity	posterity	0
,	,	,	,	,	0
and	and	cc	and	and	0
loyall	loyall	j	loyal	loyal	0
people	people	n1	people	people	0
,	,	,	,	,	0
the	the	dt	the	the	0
aspect	aspect	n1	aspect	aspect	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
High	High	j	High	high	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
fauourable	fauourable	j	favourable	favourable	0
countenances	countenances	n2	countenances	countenance	0
looking	looking	vvg	looking	look	0
in	in	p-acp	in	in	0
loue	loue	n1	love	love	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
