REVEREND	REVEREND	n-jn	REVEREND	reverend	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
OF	OF	pp-f	OF	of	0
those	those	d	those	those	0
Truths	Truths	n2	Truths	truth	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
fre	fre	p-acp	from	from	0
∣	∣	sy	∣	∣	0
quently	quently	av-j	quently	quent	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
this	this	d	this	this	0
one	one	pi	one	one	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
preached	preached	vvd	preached	preach	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
eares	eares	n2	ears	ear	0
upon	upon	p-acp	upon	upon	0
that	that	d	that	that	0
happy	happy	j	happy	happy	0
and	and	cc	and	and	0
joy	joy	np1-n	joy	joy	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
MAJESTIES	MAJESTIES	ng1	MAJESTIES	majesty	0
Coronation	Coronation	n1	Coronation	coronation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
smallest	smallest	js	smallest	small	0
concernment	concernment	n1	concernment	concernment	0
,	,	,	,	,	0
a	a	dt	a	a	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
KING	KING	n1	KING	king	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
an	an	dt	and	a	0
Exile	Exile	n1	Exile	exile	0
,	,	,	,	,	0
and	and	cc	and	and	0
banisht	banisht	vvn	banished	banish	0
both	both	d	both	both	0
the	the	dt	the	the	0
Pulpit	Pulpit	n1	Pulpit	pulpit	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
since	since	c-acp	since	since	0
both	both	d	both	both	0
are	are	vbr	are	be	0
returned	returned	vvn	returned	return	0
together	together	av	together	together	0
home	home	av-an	home	home	0
;	;	;	;	;	0
the	the	dt	the	the	0
one	one	pi	one	one	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pulpit	Pulpit	n1	Pulpit	pulpit	0
;	;	;	;	;	0
the	the	dt	the	the	0
one	one	pi	one	one	0
Crowned	Crowned	vvn	Crowned	crown	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
preached	preached	vvd	preached	preach	0
,	,	,	,	,	0
both	both	av-d	both	both	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
day	day	n1	day	day	0
;	;	;	;	;	0
we	we	pns12	we	we	0
judged	judged	vvd	judged	judge	0
it	it	pn31	it	it	0
worthy	worthy	j	worthy	worthy	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
better	better	av-jc	better	better	0
manifest	manifest	vvi	manifest	manifest	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Presence	Presence	n1	Presence	presence	0
and	and	cc	and	and	0
Sight	Sight	n1	Sighed	sight	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Maiesties	Maiesties	ng1	Majesties	majesty	0
Sacred	Sacred	j	Sacred	sacred	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
all	all	d	all	all	0
his	his	po31	his	his	0
ene	ene	av	ene	even	0
∣	∣	sy	∣	∣	0
mies	mies	np2-n	mies	mie	0
flie	flie	vvi	fly	fly	0
and	and	cc	and	and	0
fall	fall	vvi	fallen	fall	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
,	,	,	,	,	0
so	so	av	so	so	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
proach	proach	n1	proach	proach	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
light	light	n1	light	light	0
,	,	,	,	,	0
the	the	dt	the	the	0
grosse	grosse	j	gross	gross	0
mists	mists	n2	mists	mist	0
of	of	pp-f	of	of	0
er	er	zz	er	er	0
∣	∣	sy	∣	∣	0
rors	rors	n1	rors	rors	0
and	and	cc	and	and	0
contrary	contrary	j-jn	contrary	contrary	0
tenents	tenents	n2	tenants	tenant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
pos	pos	fw-gr	pos	pos	0
∣	∣	sy	∣	∣	0
sessed	sessed	vvn	sessed	sess	0
this	this	d	this	this	0
Island	Island	n1	Island	island	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
pelled	pelled	j	pelled	pelled	0
and	and	cc	and	and	0
utterly	utterly	av-j	utterly	utter	0
confounded	confounded	vvn	confounded	confound	0
.	.	.	.	.	1
Necessary	Necessary	j	Necessary	necessary	0
also	also	av	also	also	0
we	we	pns12	we	we	0
judged	judged	vvd	judged	judge	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
vindicate	vindicate	vvi	vindicate	vindicate	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
though	though	cs	though	though	0
darkness	darkness	n1	darkness	darkness	0
might	might	vmd	might	may	0
cover	cover	vvi	cover	cover	0
the	the	dt	the	the	0
surface	surface	n1	surface	surface	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
seize	seize	vvi	seize	seize	0
upon	upon	p-acp	upon	upon	0
some	some	d	some	some	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
still	still	av	still	still	0
kept	kept	vvd	kept	keep	0
this	this	d	this	this	0
light	light	n1	light	light	0
within	within	p-acp	within	within	0
us	us	pno12	us	we	0
unex	unex	vvi	unex	unex	0
∣	∣	sy	∣	∣	0
tinct	tinct	n1	tinct	tinct	0
,	,	,	,	,	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
we	we	pns12	we	we	0
still	still	av	still	still	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
tain	tain	n1	tain	tain	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
who	who	q-crq	who	who	0
are	are	vbr	are	be	0
souldiers	souldiers	n2	soldiers	soldier	0
will	will	vmb	will	will	0
fight	fight	vvi	fight	fight	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
defence	defence	n1	defence	defence	0
thereof	thereof	av	thereof	thereof	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
last	last	ord	last	last	0
drop	drop	n1	drop	drop	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
fit	fit	j	fit	fit	0
the	the	dt	the	the	0
Herauld	Herauld	n1	Herald	herald	0
and	and	cc	and	and	0
Proclaimer	Proclaimer	n1	Proclaimer	proclaimer	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
doctrine	doctrine	n1	doctrine	doctrine	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
concealed	concealed	vvn	concealed	conceal	0
and	and	cc	and	and	0
unknown	unknown	j-vvn-u	unknown	know	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
passeth	passeth	vvz	passes	pass	0
it	it	pn31	it	it	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
name	name	n1	name	name	0
,	,	,	,	,	0
Pardon	Pardon	vvb	Pardon	pardon	0
us	us	pno12	us	we	0
wherein	wherein	c-crq	wherein	wherein	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
acted	acted	vvn	acted	act	0
without	without	p-acp	without	without	0
full	full	j	full	full	0
directions	directions	n2	directions	direction	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
our	our	po12	our	our	0
love	love	n1	love	love	0
and	and	cc	and	and	0
zeal	zeal	n1	zeal	zeal	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
Preacher	Preacher	n1	Preacher	preacher	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
caused	caused	vvd	caused	cause	0
this	this	d	this	this	0
forward	forward	av-j	forward	forward	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
the	the	dt	the	the	0
Town	Town	n1	Town	town	0
ingeneral	ingeneral	av	ingeneral	ingeneral	0
,	,	,	,	,	0
we	we	pns12	we	we	0
more	more	av-dc	more	more	0
particularly	particularly	av-j	particularly	particular	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
further	further	jc	further	further	0
Actors	Actors	n2	Actors	actor	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
solemnization	solemnization	n1	solemnization	solemnization	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
day	day	n1	day	day	0
,	,	,	,	,	0
are	are	vbr	are	be	0
obliged	obliged	vvn	obliged	oblige	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
great	great	j	great	great	0
paines	paines	n2	pains	pain	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
our	our	po12	our	our	0
gratitude	gratitude	n1	gratitude	gratitude	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
them	them	pno32	them	they	0
both	both	d	both	both	0
together	together	av	together	together	0
abroad	abroad	av	abroad	abroad	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
your	your	po22	your	your	0
paines	paines	n2	pains	pain	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
unfeined	unfeined	j	unfeigned	unfeigned	0
thanks	thanks	n2	thanks	thank	0
affixed	affixed	vvn	affixed	affix	0
thereto	thereto	av	thereto	thereto	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
souldiers	souldiers	n2	soldiers	soldier	0
under	under	p-acp	under	under	0
our	our	po12	our	our	0
Command	Command	n1	Command	command	0
,	,	,	,	,	0
do	do	vdb	do	do	0
subscribe	subscribe	vvi	subscribe	subscribe	0
ourselves	ourselves	px12	ourselves	ourselves	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
Manchester	Manchester	np1	Manchester	Manchester	0
May	May	vmb	May	may	0
11.	11.	crd	11.	11.	0
1661.	1661.	crd	1661.	1661.	1
