RIGHT	RIGHT	av-jn	RIGHT	right	0
HONOURABLE	HONOURABLE	j	HONOURABLE	honourable	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
decreed	decreed	vvn	decreed	decree	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
That	That	cst	That	that	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
through	through	p-acp	through	through	0
much	much	d	much	much	0
tribulation	tribulation	n1	tribulation	tribulation	0
enter	enter	vvi	enter	enter	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
14.	14.	crd	14.	14.	0
-22.	-22.	crd	-22.	-22.	1
God	God	np1	God	God	0
only	only	av-j	only	only	0
wise	wise	j	wise	wise	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
resolved	resolved	vvn	resolved	resolve	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
means	means	n2	means	mean	0
of	of	pp-f	of	of	0
sanctified	sanctified	j-vvn	sanctified	sanctify	0
trouble	trouble	n1	trouble	trouble	0
the	the	dt	the	the	0
Heirs	Heirs	n2	Heirs	heir	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
weaned	weaned	vvn	weaned	wean	0
from	from	p-acp	from	from	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
learn	learn	vvb	learn	learn	0
to	to	pc-acp	to	to	0
place	place	vvi	place	place	0
their	their	po32	their	their	0
chief	chief	j-jn	chief	chief	0
contentment	contentment	n1	contentment	contentment	0
and	and	cc	and	and	0
happinesse	happinesse	n1	happiness	happiness	0
,	,	,	,	,	0
not	not	xx	not	not	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
enjoyments	enjoyments	n2	enjoyments	enjoyment	0
below	below	a-acp	below	below	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
uncertain	uncertain	j	uncertain	uncertain	0
,	,	,	,	,	0
empty	empty	j	empty	empty	0
and	and	cc	and	and	0
perishing	perishing	j-vvg	perishing	perish	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
upon	upon	p-acp	upon	upon	0
things	things	n2	things	thing	0
above	above	a-acp	above	above	0
,	,	,	,	,	0
an	an	dt	and	a	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
heritance	heritance	n1	heritance	heritance	0
incorruptible	incorruptible	j	incorruptible	incorruptible	0
,	,	,	,	,	0
undefiled	undefiled	j	undefiled	undefiled	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
fadeth	fadeth	vvz	fades	fade	0
not	not	xx	not	not	0
away	away	av	away	away	0
,	,	,	,	,	0
reserved	reserved	vvn	reserved	reserve	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
hard	hard	j	hard	hard	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
,	,	,	,	,	0
even	even	av	even	even	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
born	born	vvn	born	bear	0
of	of	pp-f	of	of	0
