Brethren	Brethren	n1	Brothers	brethren	0
,	,	,	,	,	0
BE	BE	vbb	BE	be	0
loved	loved	vvn	loved	love	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
JESUS	JESUS	np1	JESUS	Jesus	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
preaching	preaching	vvg	preaching	preach	0
obe	obe	n1	obe	obe	0
∣	∣	sy	∣	∣	0
dience	dience	n1	dience	dience	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
King	King	n1	King	king	0
:	:	:	:	:	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
a	a	dt	a	a	0
mouth	mouth	n1	mouth	mouth	0
a	a	dt	a	a	0
prisoner	prisoner	n1	prisoner	prisoner	0
,	,	,	,	,	0
and	and	cc	and	and	0
cannot	cannot	vmbx	cannot	can	0
get	get	vvi	get	get	0
my	my	po11	my	my	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
promise	promise	vvi	promise	promise	0
to	to	pc-acp	to	to	0
forbeare	forbeare	vvi	forbear	forbear	0
preaching	preaching	vvg	preaching	preach	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
promised	promised	vvn	promised	promise	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
nothing	nothing	pix	nothing	nothing	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
prove	prove	vvi	prove	prove	0
plainely	plainely	av-j	plainly	plain	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
the	the	dt	the	the	0
oath	oath	n1	oath	oath	0
of	of	pp-f	of	of	0
Supremacy	Supremacy	n1	Supremacy	supremacy	0
,	,	,	,	,	0
the	the	dt	the	the	0
oath	oath	n1	oath	oath	0
of	of	pp-f	of	of	0
Allegiance	Allegiance	n1	Allegiance	allegiance	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
late	late	j	late	late	0
Protestation	Protestation	n1	Protestation	protestation	0
;	;	;	;	;	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
published	published	vvn	published	publish	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
read	read	vvi	read	read	0
those	those	d	those	those	0
oaths	oaths	n2	oaths	oath	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
absence	absence	n1	absence	absence	0
;	;	;	;	;	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
dealt	dealt	vvn	dealt	deal	0
faithfully	faithfully	av-j	faithfully	faithful	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
seale	seale	vvi	seal	seal	0
my	my	po11	my	my	0
doctrine	doctrine	n1	doctrine	doctrine	0
.	.	.	.	.	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
dearest	dearest	js-jn	dearest	dear	0
bloud	bloud	n1	blood	blood	0
▪	▪	▪	▪	▪	0
if	if	cs	if	if	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
call	call	vvi	call	call	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
sinner	sinner	n1	sinner	sinner	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
great	great	j	great	great	0
an	an	dt	and	a	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
Living	Living	n-vvg	Living	live	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Liberty	Liberty	n1	Liberty	liberty	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Life	Life	n1	Life	life	0
is	is	vbz	is	be	0
precious	precious	j	precious	precious	0
to	to	p-acp	to	to	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
sacrifice	sacrifice	vvi	sacrifice	sacrifice	0
them	them	pno32	them	they	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
great	great	j	great	great	0
good	good	j	good	good	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
gracious	gracious	j	gracious	gracious	0
Soveraigne	Soveraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
conscience	conscience	n1	conscience	conscience	0
towards	towards	p-acp	towards	towards	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
:	:	:	:	:	0
I	I	pns11	I	i	0
told	told	vvd	told	tell	0
you	you	pn22	you	you	0
before	before	a-acp	before	before	0
how	how	c-crq	how	how	0
sensible	sensible	j	sensible	sensible	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
danger	danger	n1	danger	danger	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
my	my	po11	my	my	0
fidelity	fidelity	n1	fidelity	fidelity	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
Zions	Zions	npg1	Zions	zions	0
sake	sake	n1	sake	sake	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
hold	hold	vvi	hold	hold	0
my	my	po11	my	my	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
imprison	imprison	vvi	imprison	imprison	0
mee	mee	pno11	me	i	0
to	to	p-acp	to	to	0
Hell	Hell	n1	Hell	hell	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
imprison	imprison	vvb	imprison	imprison	0
his	his	po31	his	his	0
truths	truths	n2	truths	truth	0
,	,	,	,	,	0
Feare	Feare	n1	Fear	fear	0
God	God	np1	God	God	0
,	,	,	,	,	0
Honour	Honour	vvb	Honour	honour	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
is	is	vbz	is	be	0
both	both	d	both	both	0
Law	Law	n1	Law	law	0
and	and	cc	and	and	0
Gospell	Gospell	n1	Gospel	gospel	0
;	;	;	;	;	0
and	and	cc	and	and	0
my	my	po11	my	my	0
prayer	prayer	n1	prayer	prayer	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
all	all	d	all	all	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
and	and	cc	and	and	0
dye	dye	vvi	die	dye	0
good	good	j	good	good	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
Subjects	Subjects	n2-jn	Subject's	subject	0
:	:	:	:	:	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
prayed	prayed	vvd	prayed	pray	0
for	for	p-acp	for	for	0
Saint	Saint	n1	Saint	saint	0
Peter	Peter	np1	Peter	Peter	0
in	in	p-acp	in	in	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
so	so	av	so	so	0
doe	doe	vdb	do	do	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
