HAVING	HAVING	vhg	HAVING	have	0
lying	lying	n-vvg	lying	lie	0
by	by	p-acp	by	by	0
mee	mee	pno11	me	i	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
chamber	chamber	n1	chamber	chamber	0
(	(	(	(	(	0
righte	righte	j-jn	right	right	0
Wor	Wor	zz	Wor	wor	0
∣	∣	sy	∣	∣	0
shipful	shipful	j	shipful	shipful	0
)	)	)	)	)	0
a	a	dt	a	a	0
translation	translation	n1	translation	translation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
voiage	voiage	n1	voyage	voyage	0
&	&	cc	&	and	0
lōg	lōg	j	long	long	0
trauels	trauels	n2	travels	travel	0
of	of	pp-f	of	of	0
Paulus	Paulus	np1	Paulus	Paulus	0
Venetus	Venetus	np1	Venetus	Venetus	0
the	the	dt	the	the	0
Vene	Vene	zz	Vene	vene	0
∣	∣	sy	∣	∣	0
tian	tian	n1	tian	tian	0
,	,	,	,	,	0
manye	manye	d	many	many	0
Merchauntes	Merchauntes	n2	Merchants	merchant	0
,	,	,	,	,	0
Pilots	Pilots	n2	Pilots	pilot	0
,	,	,	,	,	0
and	and	cc	and	and	0
Marriners	Marriners	n2	Mariners	mariner	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
dyuers	dyuers	j	dyuers	diverse	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
much	much	av-d	much	much	0
bent	bent	vvn	bent	bend	0
to	to	p-acp	to	to	0
Discoueries	Discoueries	n2	Discoveries	discovery	0
,	,	,	,	,	0
resorting	resorting	vvg	resorting	resort	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
vpon	vpon	p-acp	upon	upon	0
seue	seue	crd	seue	seven	0
∣	∣	sy	∣	∣	0
rall	rall	av	rall	rall	0
occasions	occasions	n2	occasions	occasion	0
,	,	,	,	,	0
toke	toke	vvd	took	take	0
so	so	av	so	so	0
great	great	j	great	great	0
delight	delight	n1	delight	delight	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Booke	Booke	n1	Book	book	0
,	,	,	,	,	0
finding	finding	vvg	finding	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
such	such	d	such	such	0
strange	strange	j	strange	strange	0
things	things	n2	things	thing	0
,	,	,	,	,	0
&	&	cc	&	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
world	world	n1	world	world	0
of	of	pp-f	of	of	0
varietie	varietie	n1	variety	variety	0
of	of	pp-f	of	of	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
coulde	coulde	vmd	could	can	0
neuer	neuer	av-x	never	never	0
bee	bee	vbi	be	be	0
in	in	p-acp	in	in	0
quiet	quiet	j-jn	quiet	quiet	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
committing	committing	vvg	committing	commit	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	pc-acp	to	to	0
printe	printe	vvi	print	print	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Englishe	Englishe	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
perswading	perswading	vvg	persuading	persuade	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
mighte	mighte	vmd	might	may	0
giue	giue	vvi	give	give	0
greate	greate	j	great	great	0
lighte	lighte	n1	light	light	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Seamen	Seamen	n2	Seamen	seaman	0
,	,	,	,	,	0
if	if	cs	if	if	0
euer	euer	av	ever	ever	0
this	this	d	this	this	0
nation	nation	n1	nation	nation	0
chaunced	chaunced	vvd	chanced	chance	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
a	a	dt	a	a	0
passage	passage	n1	passage	passage	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
frozen	frozen	j-vvn	frozen	freeze	0
Zone	Zone	n1	Zone	zone	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
South	South	n1	South	south	0
Seas	Seas	n2	Seas	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
otherwise	otherwise	av	otherwise	otherwise	0
delight	delight	vvb	delight	delight	0
many	many	d	many	many	0
home	home	n1-an	home	home	0
dwellers	dwellers	n2	dwellers	dweller	0
,	,	,	,	,	0
furtherers	furtherers	n2	furtherers	furtherer	0
of	of	pp-f	of	of	0
trauellers	trauellers	n2	travellers	traveller	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
finding	finding	vvg	finding	find	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
small	small	j	small	small	0
abilitie	abilitie	n1	ability	ability	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
finishing	finishing	j-vvg	finishing	finish	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
suche	suche	d	such	such	0
perfection	perfection	n1	perfection	perfection	0
as	as	p-acp	as	as	0
