FOR	FOR	p-acp	FOR	for	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
reuerent	reuerent	j	reverent	reverent	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
comfortable	comfortable	j	comfortable	comfortable	0
Father	Father	n1	Father	father	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
begotten	begotten	vvn	begotten	beget	0
me	me	pno11	me	i	0
vnto	vnto	p-acp	unto	unto	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
euen	euen	av	even	even	0
as	as	c-acp	as	as	0
Paule	Paule	np1	Paule	Paul	0
did	did	vdd	did	do	0
Tymothie	Tymothie	np1	Tymothie	Tymothie	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
rather	rather	av-c	rather	rather	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
Onesimus	Onesimus	np1	Onesimus	Onesimus	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
uant	uant	n1	uant	vaunt	0
of	of	pp-f	of	of	0
Philemon	Philemon	np1	Philemon	Philemon	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
brother	brother	n1	brother	brother	0
of	of	pp-f	of	of	0
Pilemon	Pilemon	np1	Pilemon	Pilemon	0
,	,	,	,	,	0
euen	euen	av	even	even	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
seruaunt	seruaunt	n1	servant	servant	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
seruaunt	seruaunt	n1	servant	servant	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christe	Christe	np1	Christe	Christe	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
you	you	pn22	you	you	0
shoulde	shoulde	vmd	should	shall	0
beget	beget	vvi	beget	beget	0
me	me	pno11	me	i	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
learned	learned	j	learned	learned	0
view	view	n1	view	view	0
some	some	d	some	some	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
labour	labour	n1	labour	labour	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
begotten	begotten	vvn	begotten	beget	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
intent	intent	n1	intent	intent	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
benefite	benefite	n1	benefit	benefit	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
therewith	therewith	av	therewith	therewith	0
(	(	(	(	(	0
sauing	sauing	vvg	saving	save	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
wyll	wyll	vmb	will	will	0
reioyce	reioyce	vvi	rejoice	rejoice	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
labour	labour	n1	labour	labour	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
bestowed	bestowed	vvn	bestowed	bestow	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
altogeather	altogeather	av	altogether	altogether	0
lost	lost	vvn	lost	lose	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
onely	onely	j	only	only	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
intent	intent	n1	intent	intent	0
to	to	pc-acp	to	to	0
incourage	incourage	vvi	encourage	encourage	0
others	others	n2-jn	others	other	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
studie	studie	n1	study	study	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
absolute	absolute	j	absolute	absolute	0
&	&	cc	&	and	0
perfect	perfect	j	perfect	perfect	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
Satan	Satan	np1	Satan	Satan	0
our	our	po12	our	our	0
old	old	j	old	old	0
enimie	enimie	n1	enemy	enemy	0
striueth	striueth	vvz	strives	strive	0
styl	styl	av	still	still	0
most	most	av-ds	most	most	0
lyke	lyke	av-j	like	like	0
a	a	dt	a	a	0
subtle	subtle	j	subtle	subtle	0
Serpent	Serpent	n1	Serpent	serpent	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
men	men	n2	men	man	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrarie	contrarie	n-jn	contrary	contrary	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
lyeth	lyeth	vvz	lies	lie	0
,	,	,	,	,	0
I	I	pns11	I	i	0
labour	labour	vvb	labour	labour	0
to	to	pc-acp	to	to	0
ouerthrow	ouerthrow	vvi	overthrow	overthrow	0
him	him	pno31	him	he	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
styrre	styrre	vvi	stir	stir	0
vp	vp	a-acp	up	up	0
others	others	n2-jn	others	other	0
in	in	p-acp	in	in	0
lyke	lyke	av-j	like	like	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
weapon	weapon	n1	weapon	weapon	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
warfare	warfare	n1	warfare	warfare	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
them	them	pno32	them	they	0
constantly	constantly	av-j	constantly	constant	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
on	on	a-acp	on	on	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meditation	meditation	n1	meditation	meditation	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
vntyll	vntyll	p-acp	until	until	0
such	such	d	such	such	0
time	time	n1	time	time	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
shal	shal	vmb	shall	shall	0
haue	haue	vhi	have	have	0
skill	skill	n1	skill	skill	0
to	to	pc-acp	to	to	0
handle	handle	vvi	handle	handle	0
that	that	d	that	that	0
sworde	sworde	n1	sword	sword	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirite	spirite	n1	spirit	spirit	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
and	and	cc	and	and	0
vntyll	vntyll	p-acp	until	until	0
such	such	d	such	such	0
tyme	tyme	n1	time	time	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
attayne	attayne	vvi	attain	attain	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
sounde	sounde	n1	sound	sound	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
poynt	poynt	n1	point	point	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
heauenly	heauenly	j	heavenly	heavenly	0
mysterie	mysterie	n1	mystery	mystery	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
saluation	saluation	n1	salvation	salvation	0
:	:	:	:	:	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
high	high	j	high	high	0
mysterie	mysterie	n1	mystery	mystery	0
of	of	pp-f	of	of	0
saluation	saluation	n1	salvation	salvation	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
ful	ful	j	full	full	0
often	often	av	often	often	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
heauenly	heauenly	j	heavenly	heavenly	0
Orator	Orator	n1	Orator	orator	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
called	called	vvn	called	call	0
me	me	pno11	me	i	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
many	many	d	many	many	0
more	more	dc	more	more	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
vnspeakable	vnspeakable	j	unspeakable	unspeakable	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
euer	euer	av	ever	ever	0
warnyng	warnyng	j-vvg	warning	warn	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
lyke	lyke	av-j	like	like	0
maner	maner	n1	manner	manner	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
attendaunce	attendaunce	n1	attendance	attendance	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furtheraunce	furtheraunce	n1	furtherance	furtherance	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
most	most	av-ds	most	most	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
Euen	Euen	av	Even	even	0
for	for	c-acp	for	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
only	only	av-j	only	only	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
put	put	vvn	put	put	0
foorth	foorth	av	forth	forth	0
this	this	d	this	this	0
lytle	lytle	j	little	little	0
and	and	cc	and	and	0
vnlearned	vnlearned	j	unlearned	unlearned	0
Treatise	Treatise	n1	Treatise	treatise	0
.	.	.	.	.	1
VVherefore	VVherefore	q-crq	Wherefore	wherefore	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
Paule	Paule	np1	Paule	Paul	0
(	(	(	(	(	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Paule	Paule	np1	Paule	Paul	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
his	his	po31	his	his	0
felowes	felowes	n2	fellows	fellow	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
plant	plant	vvi	plant	plant	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
these	these	d	these	these	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
his	his	po31	his	his	0
heauenly	heauenly	j	heavenly	heavenly	0
maiestie	maiestie	n1	majesty	majesty	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
the	the	dt	the	the	0
increase	increase	n1	increase	increase	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
meete	meete	j	meet	meet	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
these	these	d	these	these	0
some	some	d	some	some	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruites	fruites	n2	fruits	fruit	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
speciall	speciall	j	special	special	0
meanes	meanes	n2	means	mean	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
humbly	humbly	av-j	humbly	humble	0
beseeching	beseeching	vvg	beseeching	beseech	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
shielde	shielde	n1	shield	shield	0
them	them	pno32	them	they	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
graue	graue	j	graven	grave	0
&	&	cc	&	and	0
learned	learned	j	learned	learned	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
tection	tection	n1	tection	tection	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
the	the	dt	the	the	0
benefite	benefite	n1	benefit	benefit	0
thereof	thereof	av	thereof	thereof	0
may	may	vmb	may	may	0
redownde	redownde	vvn	redownde	redownde	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
sakes	sakes	n2	sakes	sake	0
I	I	pns11	I	i	0
brought	brought	vvd	brought	bring	0
them	them	pno32	them	they	0
foorth	foorth	av	forth	forth	0
.	.	.	.	.	1
The	The	dt	The	the	0
summe	summe	n1	sum	sum	0
whereof	whereof	c-crq	whereof	whereof	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
the	the	dt	the	the	0
brightnes	brightnes	n1	brightness	brightness	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sauiour	sauiour	n1	saviour	saviour	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
:	:	:	:	:	0
according	according	vvg	according	accord	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
sayd	sayd	vvn	said	say	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
Christ	Christ	np1	Christ	Christ	0
yester	yester	j	yester	yester	0
∣	∣	sy	∣	∣	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
ende	ende	n1	end	end	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
created	created	vvn	created	create	0
man	man	n1	man	man	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
soorth	soorth	av	forth	forth	0
his	his	po31	his	his	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
the	the	dt	the	the	0
creatures	creatures	n2	creatures	creature	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
:	:	:	:	:	0
and	and	cc	and	and	0
lykewyse	lykewyse	av	likewise	likewise	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
that	that	d	that	that	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
but	but	p-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
direction	direction	n1	direction	direction	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
most	most	av-ds	most	most	0
perfect	perfect	j	perfect	perfect	0
worde	worde	n1	word	word	0
:	:	:	:	:	0
and	and	cc	and	and	0
howe	howe	c-crq	how	how	0
that	that	cst	that	that	0
all	all	d	all	all	0
nations	nations	n2	nations	nation	0
and	and	cc	and	and	0
people	people	n1	people	people	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
delighted	delighted	vvn	delighted	delight	0
or	or	cc	or	or	0
not	not	xx	not	not	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
lighted	lighted	vvn	lighted	light	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
founde	founde	vvd	found	find	0
accordingly	accordingly	av-vvg	accordingly	accord	0
the	the	dt	the	the	0
louing	louing	j-vvg	loving	love	0
kind	kind	n1	kind	kind	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
seueritie	seueritie	n1	severity	severity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
I	I	pns11	I	i	0
cease	cease	vvb	cease	cease	0
,	,	,	,	,	0
beseech	beseech	vvi	beseech	beseech	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
the	the	cs	the	than	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
long	long	j	long	long	0
and	and	cc	and	and	0
happie	happie	j	happy	happy	0
lyfe	lyfe	n1	life	life	0
euen	euen	av	even	even	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
begettyng	begettyng	n-vvg	begetting	beget	0
of	of	pp-f	of	of	0
thousandes	thousandes	crd	thousandes	thousand	0
more	more	dc	more	more	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
euer-lyuing	euer-lyuing	j	everliving	everliving	0
God	God	np1	God	God	0
:	:	:	:	:	0
that	that	cst	that	that	0
so	so	av	so	so	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
may	may	vmb	may	may	0
shine	shine	vvi	shine	shine	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
glorious	glorious	j	glorious	glorious	0
starre	starre	n1	star	star	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
