AT	AT	p-acp	AT	at	0
length	length	n1	length	length	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sumed	sumed	vvd	summed	sum	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
long	long	av-j	long	long	0
purposed	purposed	vvn	purposed	purpose	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nors	nors	fw-la	nors	nors	0
,	,	,	,	,	0
some	some	d	some	some	0
poore	poore	j	poor	poor	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
duetie	duetie	n1	duty	duty	0
which	which	r-crq	which	which	0
bindeth	bindeth	vvz	binds	bind	0
me	me	pno11	me	i	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
H.	H.	np1	H.	H.	0
while	while	n1	while	while	0
life	life	n1	life	life	0
lasteth	lasteth	vvz	lasteth	last	0
.	.	.	.	.	1
Hoping	Hoping	vvg	Hoping	hope	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
fruite	fruite	n1	fruit	fruit	0
in	in	p-acp	in	in	0
season	season	n1	season	season	0
,	,	,	,	,	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
yeares	yeares	ng2	years	year	0
growth	growth	n1	growth	growth	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
yel	yel	n1	yel	yel	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
vnt	vnt	fw-la	vnt	vnt	0
the	the	av	the	then	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
few	few	d	few	few	0
Sor	Sor	p-acp	Sor	for	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
of	of	pp-f	of	of	0
whō	whō	ro-crq	whom	who	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
mke	mke	vvi	mke	mke	0
choise	choise	n1	choice	choice	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
patrone	patrone	n1	patron	patron	0
,	,	,	,	,	0
&	&	cc	&	and	0
a	a	dt	a	a	0
refuge	refuge	n1	refuge	refuge	0
so	so	av	so	so	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
simple	simple	j	simple	simple	0
meditations	meditations	n2	meditations	meditation	0
:	:	:	:	:	0
that	that	cst	that	that	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
shadow	shadow	n1	shadow	shadow	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fauourable	fauourable	j	favourable	favourable	0
acceptaunce	acceptaunce	n1	acceptance	acceptance	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
finde	finde	vvi	find	find	0
some	some	d	some	some	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
and	and	cc	and	and	0
