THE	THE	dt	THE	the	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
offered	offered	vvn	offered	offer	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
:	:	:	:	:	0
and	and	cc	and	and	0
since	since	c-acp	since	since	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Prelate	Prelate	n1	Prelate	prelate	0
,	,	,	,	,	0
vouch	vouch	vvi	vouch	vouch	0
∣	∣	sy	∣	∣	0
safed	safed	vvd	safed	save	0
to	to	p-acp	to	to	0
offer	offer	vvi	offer	offer	0
my	my	po11	my	my	0
,	,	,	,	,	0
Petitions	Petitions	n2	Petitions	petition	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
I	I	pns11	I	i	0
now	now	av	now	now	0
become	become	vvi	become	become	0
an	an	dt	and	a	0
humble	humble	j	humble	humble	0
Petitioner	Petitioner	n1	Petitioner	petitioner	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
hands	hands	n2	hands	hand	0
would	would	vmd	would	will	0
please	please	vvi	please	please	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
also	also	av	also	also	0
my	my	po11	my	my	0
,	,	,	,	,	0
These	These	d	These	these	0
Testimonials	Testimonials	n2	Testimonials	testimonial	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thanks	thanks	n2	thanks	thank	0
.	.	.	.	.	1
I	I	pns11	I	i	0
bring	bring	vvb	bring	bring	0
the	the	dt	the	the	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
replantation	replantation	n1	replantation	replantation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Royal	Royal	j	Royal	royal	0
favour	favour	n1	favour	favour	0
indulged	indulged	vvn	indulged	indulge	0
me	me	pno11	me	i	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
intercession	intercession	n1	intercession	intercession	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
rooted	rooted	vvn	rooted	root	0
up	up	a-acp	up	up	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
since	since	a-acp	since	since	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
Favour	Favour	n1	Favour	favour	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
restored	restored	vvn	restored	restore	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
Seats	Seats	n2	Seats	seat	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
studies	studies	n2	studies	study	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
I	I	pns11	I	i	0
now	now	av	now	now	0
desire	desire	vvb	desire	desire	0
besides	besides	a-acp	beside	beside	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	d	that	that	0
that	that	cst	that	that	0
most	most	ds	most	most	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellent	cellent	j	cellent	cellent	0
Prince	Prince	n1	Prince	prince	0
may	may	vmb	may	may	0
perceive	perceive	vvi	perceive	perceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
Benefactor	Benefactor	n1	Benefactor	benefactor	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
grateful	grateful	j	grateful	grateful	0
person	person	n1	person	person	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
unworthy	unworthy	j	unworthy	unworthy	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
obscure	obscure	j	obscure	obscure	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
interceded	interceded	vvd	interceded	intercede	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
forgetful	forgetful	j	forgetful	forgetful	0
person	person	n1	person	person	0
,	,	,	,	,	0
howsoever	howsoever	c-acp	howsoever	howsoever	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
deserving	deserving	j-vvg	deserving	deserve	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
forget	forget	vvi	forget	forget	0
,	,	,	,	,	0
Great	Great	j	Great	great	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
how	how	c-crq	how	how	0
much	much	d	much	much	0
kindness	kindness	n1	kindness	kindness	0
and	and	cc	and	and	0
candor	candor	n1	candor	candour	0
,	,	,	,	,	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
received	received	vvd	received	receive	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
straits	straits	n2	straits	strait	0
,	,	,	,	,	0
altogether	altogether	av	altogether	altogether	0
unknown	unknown	j	unknown	unknown	0
to	to	p-acp	to	to	0
You	You	pn22	You	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
whose	whose	rg-crq	whose	who	0
face	face	n1	face	face	0
You	You	pn22	You	you	0
had	had	vhd	had	have	0
never	never	av-x	never	never	0
before	before	a-acp	before	before	0
seen	seen	vvn	seen	see	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
how	how	c-crq	how	how	0
great	great	j	great	great	0
concern	concern	vvb	concern	concern	0
You	You	pn22	You	you	0
pleaded	pleaded	vvd	pleaded	plead	0
my	my	po11	my	my	0
cause	cause	n1	cause	cause	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Honourable	Honourable	j	Honourable	honourable	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chancellor	Chancellor	n1	Chancellor	chancellor	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
