MOST	MOST	av-ds	MOST	most	0
HVMBLIE	HVMBLIE	av-j	HUMBLY	humble	0
BE	BE	vbb	BE	be	0
∣	∣	sy	∣	∣	0
seeching	seeching	vvg	seeching	seech	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
it	it	pn31	it	it	0
hot	hot	j	hight	hot	0
for	for	p-acp	for	for	0
presum	presum	fw-la	presum	presum	0
∣	∣	sy	∣	∣	0
ption	ption	n1	ption	ption	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
dedica	dedica	fw-la	dedica	dedica	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
these	these	d	these	these	0
my	my	po11	my	my	0
studious	studious	j	studious	studious	0
meditations	meditations	n2	meditations	meditation	0
vppon	vppon	p-acp	upon	upon	0
Gods	Gods	npg1	Gods	God	0
Monarchie	Monarchie	n1	Monarchy	monarchy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Deuilles	Deuilles	ng1	Devils	devil	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
true	true	j	true	true	0
doctrine	doctrine	n1	doctrine	doctrine	0
grounded	grounded	vvn	grounded	ground	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
loued	loued	vvn	loved	love	0
and	and	cc	and	and	0
exercised	exercised	vvn	exercised	exercise	0
euen	euen	av	even	even	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
sythens	sythens	c-acp	sythens	since	0
your	your	po22	your	your	0
Honors	Honors	n2	Honours	honour	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
honorable	honorable	j	honourable	honourable	0
estate	estate	n1	estate	estate	0
and	and	cc	and	and	0
office	office	n1	office	office	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
manifest	manifest	j	manifest	manifest	0
and	and	cc	and	and	0
famously	famously	av-j	famously	famous	0
spred	spred	vvn	spread	spread	0
abroade	abroade	av	abroad	abroad	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	j	only	only	0
ae	ae	fw-la	ae	ae	0
bolds	bolds	vvz	bolds	bold	0
fauourer	fauourer	n1	favourer	favourer	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
an	an	dt	and	a	0
earnest	earnest	j	earnest	earnest	0
furderer	furderer	n1	furderer	furderer	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
other	other	j-jn	other	other	0
good	good	j	good	good	0
actions	actions	n2	actions	action	0
for	for	p-acp	for	for	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fit	fit	n1	fit	fit	0
of	of	pp-f	of	of	0
