Dearly	Dearly	av-jn	Dearly	dear	0
Beloved	Beloved	vvn	Beloved	belove	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	0
THough	THough	cs	THough	though	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
ever	ever	av	ever	ever	0
been	been	vbn	been	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
all	all	d	all	all	0
Occasions	Occasions	n2	Occasions	occasion	0
of	of	pp-f	of	of	0
publick	publick	j	public	public	0
appearance	appearance	n1	appearance	appearance	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
affaires	affaires	n2	affairs	affair	0
required	required	vvn	required	require	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
immedi	immedi	n1	immedi	immedi	0
∣	∣	sy	∣	∣	0
ately	ately	j	ately	ately	0
and	and	cc	and	and	0
chearfully	chearfully	av-j	cheerfully	cheerful	0
undertake	undertake	vvi	undertake	undertake	0
this	this	d	this	this	0
Service	Service	n1	Service	service	0
;	;	;	;	;	0
choosing	choosing	vvg	choosing	choose	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
expose	expose	vvi	expose	expose	0
my	my	po11	my	my	0
abilities	abilities	n2	abilities	ability	0
for	for	p-acp	for	for	0
performance	performance	n1	performance	performance	0
to	to	pc-acp	to	to	0
censure	censure	vvi	censure	censure	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
the	the	dt	the	the	0
least	least	ds	least	least	0
suspicion	suspicion	n1	suspicion	suspicion	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
unwillingness	unwillingness	n1	unwillingness	unwillingness	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
onely	onely	j	only	only	0
my	my	po11	my	my	0
great	great	j	great	great	0
affection	affection	n1	affection	affection	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
great	great	j	great	great	0
kindness	kindness	n1	kindness	kindness	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
move	move	vvi	move	move	0
me	me	pno11	me	i	0
hereto	hereto	av	hereto	hereto	0
(	(	(	(	(	0
though	though	cs	though	though	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
siderations	siderations	n2	siderations	sideration	0
,	,	,	,	,	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
prevalent	prevalent	j	prevalent	prevalent	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
great	great	j	great	great	0
respect	respect	n1	respect	respect	0
and	and	cc	and	and	0
love	love	n1	love	love	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
years	years	n2	years	year	0
observed	observed	vvd	observed	observe	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
and	and	cc	and	and	0
Loyal	Loyal	j	Loyal	loyal	0
Clergy	Clergy	n1	Clergy	clergy	0
.	.	.	.	.	1
And	And	cc	And	and	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
encouraged	encouraged	vvn	encouraged	encourage	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Approbation	Approbation	n1	Approbation	approbation	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
had	had	vhd	had	have	0
from	from	p-acp	from	from	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
judicious	judicious	j	judicious	judicious	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
persons	persons	n2	persons	person	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Honorable	Honorable	j	Honourable	honourable	0
and	and	cc	and	and	0
great	great	j	great	great	0
