THat	THat	cst	THat	that	0
chosen	chosen	j-vvn	chosen	choose	0
instrument	instrument	n1	instrument	instrument	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
teacher	teacher	n1	teacher	teacher	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gē	gē	fw-la	gē	gē	0
∣	∣	sy	∣	∣	0
tiles	tiles	n2	tiles	tile	0
,	,	,	,	,	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Paule	Paule	np1	Paule	Paul	0
,	,	,	,	,	0
whan	whan	c-crq	when	when	0
he	he	pns31	he	he	0
shoulde	shoulde	vmd	should	shall	0
take	take	vvi	take	take	0
his	his	po31	his	his	0
laste	laste	ord	laste	last	0
leaue	leaue	n1	leave	leave	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Elders	Elders	n2-jn	Elders	elder	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ephesiās	Ephesiās	njp2	Ephesians	ephesians	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
faithfully	faithfully	av-j	faithfully	faithful	0
war	war	n1	war	war	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
maters	maters	n2	maters	matter	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
amōg	amōg	p-acp	among	among	0
other	other	j-jn	other	other	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
he	he	pns31	he	he	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
them	them	pno32	them	they	0
this	this	d	this	this	0
lesson	lesson	n1	lesson	lesson	0
withall	withall	av	withal	withal	0
:	:	:	:	:	0
Take	Take	vvb	Take	take	0
hede	hede	n1	heed	heed	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hole	hole	n1	hold	hole	0
flocke	flocke	n1	flock	flock	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Goost	Goost	n1	Ghost	ghost	0
hathe	hathe	vhz	hath	have	0
set	set	vvn	set	set	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ouerseers	ouerseers	n2	overseers	overseer	0
(	(	(	(	(	0
or	or	cc	or	or	0
Bishoppes	Bishoppes	n2	Bishops	bishop	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
∣	∣	sy	∣	∣	0
uerne	uerne	n1	uerne	uerne	0
Act.	Act.	n1	Act.	act	0
20.	20.	crd	20.	20.	0
the	the	dt	the	the	0
churche	churche	n1	church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
purchaced	purchaced	vvn	purchased	purchase	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
blood	blood	n1	blood	blood	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
ther	ther	a-acp	there	there	0
shall	shall	vmb	shall	shall	0
(	(	(	(	(	0
after	after	p-acp	after	after	0
my	my	po11	my	my	0
departure	departure	n1	departure	departure	0
)	)	)	)	)	0
greuous	greuous	j	grievous	grievous	0
wolues	wolues	n2	wolves	wolf	0
entre	entre	vvi	enter	enter	0
in	in	p-acp	in	in	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
spare	spare	vvi	spare	spare	0
the	the	dt	the	the	0
flocke	flocke	n1	flock	flock	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
wordes	wordes	n2	words	word	0
(	(	(	(	(	0
ryght	ryght	j-jn	right	right	0
reuerende	reuerende	j-jn	reverend	reverend	0
brethrē	brethrē	n2	brothers	brethren	0
and	and	cc	and	and	0
felowe	felowe	n1	fellow	fellow	0
Ministres	Ministres	n2	Ministers	minister	0
)	)	)	)	)	0
foras	foras	zz	foras	foras	0
∣	∣	sy	∣	∣	0
muche	muche	d	much	much	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
spoken	spoken	vvn	spoken	speak	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
men	men	n2	men	man	0
,	,	,	,	,	0
whome	whome	r-crq	whom	who	0
the	the	dt	the	the	0
self	self	n1	self	self	0
same	same	d	same	same	0
office	office	n1	office	office	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
tyme	tyme	n1	time	time	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
churche	churche	n1	church	church	0
of	of	pp-f	of	of	0
Christe	Christe	np1	Christe	Christe	0
cōmitted	cōmitted	vvn	committed	commit	0
vnto	vnto	p-acp	unto	unto	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
daye	daye	n1	day	day	0
)	)	)	)	)	0
committed	committed	vvd	committed	commit	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
lawful	lawful	j	lawful	lawful	0
vocaci	vocaci	fw-la	vocaci	vocaci	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
them	them	pno32	them	they	0
also	also	av	also	also	0
spoken	spoken	vvn	spoken	speak	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
most	most	av-ds	most	most	0
specially	specially	av-j	specially	special	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
last	last	ord	last	last	0
seasons	seasons	n2	seasons	season	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
1.	1.	crd	1.	1.	1
Cor.	Cor.	np1	Cor.	Cor.	0
10.	10.	crd	10.	10.	0
are	are	vbr	are	be	0
come	come	vvn	come	come	0
vpon	vpon	p-acp	upon	upon	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
prophetes	prophetes	n2	prophets	prophet	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
the	the	dt	the	the	0
A	A	sy	A	a	0
∣	∣	sy	∣	∣	0
postles	postles	n2	postles	postle	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
tolde	tolde	vvn	told	tell	0
before	before	p-acp	before	before	0
hande	hande	n1	hand	hand	0
cer	cer	fw-fr	cer	cer	0
∣	∣	sy	∣	∣	0
tainly	tainly	av-j	tainly	tain	0
,	,	,	,	,	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
others	others	n2-jn	others	other	0
)	)	)	)	)	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
perilous	perilous	j	perilous	perilous	0
seasons	seasons	n2	seasons	season	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
raue	raue	vvi	rave	rave	0
∣	∣	sy	∣	∣	0
nyng	nyng	n1	nyng	nyng	0
wolues	wolues	n2	wolves	wolf	0
,	,	,	,	,	0
false	false	j	false	false	0
