MOST	MOST	av-ds	MOST	most	0
DREAD	DREAD	j	DREAD	dread	0
SOVERAIGNE	SOVERAIGNE	n-jn	SOVERAIGNE	sovereign	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
bleeding	bleeding	j-vvg	bleeding	bleed	0
and	and	cc	and	and	0
almost	almost	av	almost	almost	0
desperate	desperate	j	desperate	desperate	0
Condi	Condi	np1	Condi	Condi	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
long	long	av-j	long	long	0
established	established	vvd	established	establish	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
and	and	cc	and	and	0
Discipline	Discipline	n1	Discipline	discipline	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
secretly	secretly	av-jn	secretly	secret	0
undermined	undermined	vvn	undermined	undermine	0
by	by	p-acp	by	by	0
Po	Po	np1	Po	Po	0
∣	∣	sy	∣	∣	0
pish	pish	uh	pish	pish	0
Priests	Priests	n2	Priests	priest	0
and	and	cc	and	and	0
Jesuites	Jesuites	np2	Jesuites	Jesuit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
openly	openly	av-j	openly	open	0
oppug	oppug	vvb	oppug	oppug	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
,	,	,	,	,	0
affronted	affronted	vvn	affronted	affront	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
English	English	jp	English	english	0
Priestes	Priestes	n2	Priests	priest	0
and	and	cc	and	and	0
Prelates	Prelates	n2	Prelates	prelate	0
in	in	p-acp	in	in	0
divers	divers	j	diverse	diverse	0
Visitation-Articles	Visitation-Articles	n2	Visitation-Articles	visitation-article	0
,	,	,	,	,	0
Sermons	Sermons	n2	Sermons	sermon	0
and	and	cc	and	and	0
printed	printed	j-vvn	printed	print	0
Bookes	Bookes	n2	Books	book	0
licenced	licenced	vvd	licenced	licence	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
