THE	THE	dt	THE	the	0
Reason	Reason	n1	Reason	reason	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
so	so	av	so	so	0
high	high	j	high	high	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
you	you	pn22	you	you	0
being	being	vbg	being	be	0
his	his	po31	his	his	0
Vicegerents	Vicegerents	n2	Vicegerents	vicegerent	0
on	on	p-acp	on	on	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
great	great	j	great	great	0
Instruments	Instruments	n2	Instruments	instrument	0
in	in	p-acp	in	in	0
GOD's	GOD's	ng1	GOD's	god	0
Hand	Hand	n1	Hand	hand	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
Cure	Cure	vvi	Cure	cure	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Malady	Malady	n1	Malady	malady	0
,	,	,	,	,	0
and	and	cc	and	and	0
Heal	Heal	vvi	Heal	heal	0
the	the	dt	the	the	0
Languishing	Languishing	vvg	Languishing	languish	0
Diseases	Diseases	n2	Diseases	disease	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
make	make	vvb	make	make	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
Breaches	Breaches	n2	Breaches	breach	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
GOD	GOD	np1	GOD	God	0
is	is	vbz	is	be	0
pleased	pleased	vvn	pleased	please	0
(	(	(	(	(	0
tho'	tho'	cs	though	though	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
