Christian	Christian	njp	Christian	christian	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
SInce	SInce	c-acp	SInce	since	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
Recorded	Recorded	vvn	Recorded	record	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
conferr'd	conferr'd	vvn	conferred	confer	0
so	so	av	so	so	0
Honourable	Honourable	j	Honourable	honourable	0
a	a	dt	a	a	0
Character	Character	n1	Character	character	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Bereans	Bereans	njp2	Bereans	bereans	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Age	Age	n1	Age	age	0
;	;	;	;	;	0
[	[	[	[	[	0
In	In	p-acp	In	in	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
searched	searched	vvd	searched	search	0
after	after	p-acp	after	after	0
truth	truth	n1	truth	truth	0
Impartially	Impartially	av-j	Impartially	impartial	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
found	found	vvd	found	find	0
it	it	pn31	it	it	0
,	,	,	,	,	0
Embraced	Embraced	vvn	Embraced	embrace	0
it	it	pn31	it	it	0
readily	readily	av-j	readily	ready	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
justly	justly	av-j	justly	just	0
accounted	accounted	vvn	accounted	account	0
Noble	Noble	j	Noble	noble	0
:	:	:	:	:	0
]	]	]	]	]	0
Therefore	Therefore	av	Therefore	therefore	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
Progeny	Progeny	n1	Progeny	progeny	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
worthy	worthy	j	worthy	worthy	0
Stock	Stock	n1	Stock	stock	0
,	,	,	,	,	0
and	and	cc	and	and	0
Noble	Noble	j	Noble	noble	0
Bereans	Bereans	njp2	Bereans	bereans	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
chuse	chuse	vvb	choose	choose	0
to	to	p-acp	to	to	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Discourse	Discourse	n1	Discourse	discourse	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
beg	beg	vvb	beg	beg	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
degenerate	degenerate	vvi	degenerate	degenerate	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Example	Example	n1	Example	example	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Progenitors	Progenitors	n2	Progenitors	progenitor	0
;	;	;	;	;	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
longer	longer	jc	longer	long	0
true	true	j	true	true	0
Bereans	Bereans	njp2	Bereans	bereans	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
Design	Design	n1	Design	design	0
this	this	d	this	this	0
work	work	n1	work	work	0
;	;	;	;	;	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
assure	assure	vvi	assure	assure	0
my	my	po11	my	my	0
self	self	n1	self	self	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
justice	justice	n1	justice	justice	0
