Honorable	Honorable	j	Honourable	honourable	0
and	and	cc	and	and	0
my	my	po11	my	my	0
very	very	j	very	very	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
GOD	GOD	np1	GOD	God	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
order	order	n1	order	order	0
and	and	cc	and	and	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
fusion	fusion	n1	fusion	fusion	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
all	all	d	all	all	0
good	good	j	good	good	0
things	things	n2	things	thing	0
descend	descend	vvi	descend	descend	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
placed	placed	vvn	placed	place	0
here	here	av	here	here	0
below	below	p-acp	below	below	0
sundry	sundry	j	sundry	sundry	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
;	;	;	;	;	0
Prov.	Prov.	np1	Prov.	Prov.	1
30.25.26.27.28	30.25.26.27.28	crd	30.25.26.27.28	30.25.26.27.28	0
the	the	dt	the	the	0
Ants	Ants	ng1	Ants	aunt	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
people	people	n1	people	people	0
not	not	xx	not	not	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
prepare	prepare	vvb	prepare	prepare	0
their	their	po32	their	their	0
meat	meat	n1	meat	meat	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sum	Sum	n1	Sum	sum	0
∣	∣	sy	∣	∣	0
mer	mer	fw-fr	mer	mer	0
;	;	;	;	;	0
the	the	dt	the	the	0
Conies	Conies	n2	Conies	cony	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
feeble	feeble	j	feeble	feeble	0
folke	folke	n1	folk	folk	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
make	make	vvb	make	make	0
they	they	pns32	they	they	0
their	their	po32	their	their	0
houses	houses	n2	houses	house	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Rocks	Rocks	n2	Rocks	rock	0
;	;	;	;	;	0
the	the	dt	the	the	0
Locusts	Locusts	n2	Locusts	locust	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
King	King	n1	King	king	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
goe	goe	vvb	go	go	0
they	they	pns32	they	they	0
forth	forth	av	forth	forth	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
bands	bands	n2	bans	band	0
;	;	;	;	;	0
the	the	dt	the	the	0
Spider	Spider	n1	Spider	spider	0
taketh	taketh	vvz	takes	take	0
hold	hold	n1	hold	hold	0
with	with	p-acp	with	with	0
her	her	po31	her	her	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Kings	Kings	ng1	Kings	king	0
palaces	palaces	n2	palaces	palace	0
;	;	;	;	;	0
this	this	d	this	this	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
dif	dif	n1	dif	dif	0
∣	∣	sy	∣	∣	0
fer	fer	fw-fr	fer	fer	0
very	very	av	very	very	0
much	much	av-d	much	much	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
are	are	vbr	are	be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
provide	provide	vvb	provide	provide	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
present	present	j	present	present	0
day	day	n1	day	day	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
lay	lay	vvd	lay	lie	0
up	up	a-acp	up	up	0
nothing	nothing	pix	nothing	nothing	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
morrow	morrow	n1	morrow	morrow	0
;	;	;	;	;	0
the	the	dt	the	the	0
Gras	Gras	n1	Grass	grass	0
∣	∣	sy	∣	∣	0
hopper	hopper	n1	hopper	hopper	0
provideth	provideth	vvz	provideth	provide	0
not	not	xx	not	not	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
winter	winter	n1	winter	winter	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Ant	Ant	n1	Ant	ant	0
doth	doth	vdz	does	do	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
who	who	r-crq	who	who	0
liue	liue	vvb	live	live	0
by	by	p-acp	by	by	0
rapine	rapine	n1	rapine	rapine	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Caterpillers	Caterpillers	n2	Caterpillars	caterpillar	0
who	who	r-crq	who	who	0
devour	devour	vvb	devour	devour	0
all	all	d	all	all	0
and	and	cc	and	and	0
then	then	av	then	then	0
flie	flie	vvi	fly	fly	0
away	away	av	away	away	0
;	;	;	;	;	0
Nahum	Nahum	np1	Nahum	Nahum	0
3.16	3.16	crd	3.16	3.16	0
.	.	.	.	.	0
and	and	cc	and	and	0
Nahum	Nahum	np1	Nahum	Nahum	0
compareth	compareth	vvz	compareth	compare	0
the	the	dt	the	the	0
Mer	Mer	n1	Mere	mere	0
∣	∣	sy	∣	∣	0
chants	chants	vvz	chants	chant	0
of	of	pp-f	of	of	0
Ninive	Ninive	np1	Ninive	Ninive	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
,	,	,	,	,	0
that	that	cst	that	that	0
carry	carry	vvb	carry	carry	0
all	all	d	all	all	0
the	the	dt	the	the	0
wealth	wealth	n1	wealth	wealth	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
people	people	n1	people	people	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
insatiable	insatiable	j	insatiable	insatiable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Horsleach	Horsleach	n1	Horsleach	horseleech	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
two	two	crd	two	two	0
daughters	daughters	n2	daughters	daughter	0
who	who	r-crq	who	who	0
cry	cry	vvb	cry	cry	0
continually	continually	av-j	continually	continual	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
30.15	30.15	crd	30.15	30.15	0
.	.	.	.	.	1
Giue	Giue	vvb	Give	give	0
,	,	,	,	,	0
giue	giue	vvb	give	give	0
;	;	;	;	;	0
This	This	d	This	this	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
are	are	vbr	are	be	0
governed	governed	vvn	governed	govern	0
by	by	p-acp	by	by	0
instinct	instinct	n1	instinct	instinct	0
onely	onely	av-j	only	only	0
;	;	;	;	;	0
the	the	dt	the	the	0
Locusts	Locusts	n2	Locusts	locust	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
King	King	n1	King	king	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
goe	goe	vvb	go	go	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
bands	bands	n2	bans	band	0
;	;	;	;	;	0
the	the	dt	the	the	0
Ant	Ant	n1	Ant	ant	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
guide	guide	n1	guide	guide	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
6.7	6.7	crd	6.7	6.7	0
.	.	.	.	.	0
overseer	overseer	n1	overseer	overseer	0
,	,	,	,	,	0
or	or	cc	or	or	0
ruler	ruler	n1	ruler	ruler	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
shee	shee	pns31	she	she	0
provi	provi	fw-la	provi	provi	0
∣	∣	sy	∣	∣	0
deth	deth	n1	death	death	0
her	her	po31	her	her	0
meat	meat	n1	meat	meat	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Summer	Summer	n1	Summer	summer	0
,	,	,	,	,	0
and	and	cc	and	and	0
gathereth	gathereth	vvz	gathereth	gather	0
her	her	po31	her	her	0
foode	foode	n1	food	food	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
harvest	harvest	n1	harvest	harvest	0
,	,	,	,	,	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
King	King	n1	King	king	0
or	or	cc	or	or	0
ru	ru	n2	ru	ru	0
∣	∣	sy	∣	∣	0
ler	ler	vvb	ler	let	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
oversee	oversee	vvi	oversee	oversee	0
them	them	pno32	them	they	0
,	,	,	,	,	0
nei	nei	fw-la	nei	nei	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
a	a	zz	a	a	0
guide	guide	n1	guide	guide	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
them	them	pno32	them	they	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
ruled	ruled	vvn	ruled	rule	0
by	by	p-acp	by	by	0
instinct	instinct	n1	instinct	instinct	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
second	second	ord	second	second	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
placed	placed	vvn	placed	place	0
here	here	av	here	here	0
below	below	a-acp	below	below	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
men	men	n2	men	man	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
difference	difference	n1	difference	difference	0
amongst	amongst	p-acp	among	among	0
this	this	d	this	this	0
people	people	n1	people	people	0
,	,	,	,	,	0
than	than	cs	than	than	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
former	former	j	former	former	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
looke	looke	n1	look	look	0
upon	upon	p-acp	upon	upon	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
yee	yee	pn22	ye	you	0
shall	shall	vmb	shall	shall	0
hardly	hardly	av	hardly	hardly	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
cerne	cerne	vvb	cerne	cerne	0
whether	whether	c-crq	whither	whither	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
men	men	n2	men	man	0
or	or	cc	or	or	0
not	not	xx	not	not	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Philosophers	Philosophers	n2	Philosophers	philosopher	0
say	say	vvb	say	say	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
some	some	d	some	some	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
creatures	creatures	n2	creatures	creature	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
tell	tell	vvi	tell	tell	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
liue	liue	vvb	live	live	0
the	the	dt	the	the	0
sen	sen	fw-la	sen	sen	0
∣	∣	sy	∣	∣	0
sitiue	sitiue	j	sitiue	sitiue	0
or	or	cc	or	or	0
the	the	dt	the	the	0
vegetatiue	vegetatiue	j	vegetative	vegetative	0
life	life	n1	life	life	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
so	so	av	so	so	0
little	little	j	little	little	0
life	life	n1	life	life	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Shel-fish	Shel-fish	n1	Shellfish	shellfish	0
;	;	;	;	;	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
hard	hard	j	hard	hard	0
to	to	pc-acp	to	to	0
