THe	THe	dt	THe	the	0
said	said	j-vvn	said	say	0
Petitioner	Petitioner	n1	Petitioner	petitioner	0
hath	hath	vhz	hath	have	0
suffered	suffered	vvn	suffered	suffer	0
so	so	av	so	so	0
much	much	av-d	much	much	0
and	and	cc	and	and	0
so	so	av	so	so	0
long	long	av-j	long	long	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
trusting	trusting	vvg	trusting	trust	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Securities	Securities	n2	Securities	security	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
much	much	av-d	much	much	0
impaired	impaired	vvn	impaired	impair	0
his	his	po31	his	his	0
Estate	Estate	n1	Estate	estate	0
and	and	cc	and	and	0
Credit	Credit	n1	Credit	credit	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
multiplied	multiplied	vvd	multiplied	multiply	0
his	his	po31	his	his	0
troubles	troubles	n2	troubles	trouble	0
and	and	cc	and	and	0
grievances	grievances	n2	grievances	grievance	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
tinent	tinent	n1	tinent	tinent	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Cognizance	Cognizance	n1	Cognizance	cognizance	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Relief	Relief	n1	Relief	relief	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
he	he	pns31	he	he	0
dares	dares	vvz	dares	dare	0
not	not	xx	not	not	0
offer	offer	vvi	offer	offer	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Petition	Petition	vvb	Petition	petition	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
it	it	pn31	it	it	0
prove	prove	vvb	prove	prove	0
so	so	av	so	so	0
large	large	j	large	large	0
