Reverend	Reverend	n-jn	Reverend	reverend	0
and	and	cc	and	and	0
Worshipfull	Worshipfull	j	Worshipful	worshipful	0
,	,	,	,	,	0
FOr	FOr	p-acp	FOr	for	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
neither	neither	dx	neither	neither	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
note	note	n1	note	note	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
noted	noted	vvn	noted	note	0
▪	▪	▪	▪	▪	0
but	but	cc-acp	but	but	0
th	th	dt	that	the	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
Ser	Ser	np1	Ser	Ser	0
∣	∣	sy	∣	∣	0
mons	mons	fw-la	mons	mons	0
which	which	r-crq	which	which	0
dedicate	dedicate	vvb	dedicate	dedicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
worthy	worthy	j	worthy	worthy	0
names	names	n2	names	name	0
,	,	,	,	,	0
merits	merits	vvz	merits	merit	0
both	both	d	both	both	0
.	.	.	.	.	1
The	The	dt	The	the	0
Author	Author	n1	Author	author	0
Doctor	Doctor	n1	Doctor	doctor	0
Clerke	Clerke	np1	Clerke	Clerke	0
,	,	,	,	,	0
,	,	,	,	,	0
highNaz	highNaz	n1	highNaz	highnaz	0
.	.	.	.	.	0
orat	orat	j	orat	orat	0
.	.	.	.	.	1
21.	21.	crd	21.	21.	0
in	in	p-acp	in	in	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
humble	humble	j	humble	humble	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
Aarons	Aarons	npg1	Aarons	Aaron	0
brest-pe	brest-pe	j	brest-pe	brest-pe	0
was	was	vbds	was	be	0
vrim	vrim	j	urim	urim	0
and	and	cc	and	and	0
Thummim	Thummim	vvi	Thummim	thummim	0
,	,	,	,	,	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
vertue	vertue	n1	virtue	virtue	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
ctors	ctors	ng1	ctors	ctors	0
brest	brest	n1	breast	breast	0
was	was	vbds	was	be	0
combined	combined	vvn	combined	combine	0
,	,	,	,	,	0
scientia	scientia	fw-la	scientia	scientia	0
▪	▪	▪	▪	▪	0
&	&	cc	&	and	0
conscientia	conscientia	fw-la	conscientia	conscientia	0
,	,	,	,	,	0
learning	learning	n1	learning	learning	0
nd	nd	cc	and	and	0
integrity	integrity	n1	integrity	integrity	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
that	that	d	that	that	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Steven	Steven	np1	Steven	Steven	0
,	,	,	,	,	0
thatAct	thatAct	n1	thatAct	thatact	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
21.	21.	crd	21.	21.	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
,	,	,	,	,	0
both	both	av-d	both	both	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
able	able	j	able	able	0
bot	bot	zz	bot	bot	0
is	is	vbz	is	be	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
confound	confound	vvi	confound	confound	0
the	the	dt	the	the	0
Adversary	Adversary	n1	Adversary	adversary	0
.	.	.	.	.	0
,	,	,	,	,	0
learning	learning	vvg	learning	learn	0
,	,	,	,	,	0
and	and	cc	and	and	0
modesty	modesty	n1	modesty	modesty	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
meete	meete	vvi	meet	meet	0
,	,	,	,	,	0
