THE	THE	dt	THE	the	0
following	following	vvg	following	follow	0
Ver	Ver	p-acp	For	for	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
,	,	,	,	,	0
ought	ought	pi	ought	aught	0
in	in	p-acp	in	in	0
Ju	Ju	np1	Ju	Ju	0
∣	∣	sy	∣	∣	0
stice	stice	n1	stice	stice	0
to	to	p-acp	to	to	0
be	be	vbi	be	be	0
Yours	Yours	png22	Yours	you	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
best	best	js	best	best	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
at	at	p-acp	at	at	0
Your	Your	po22	Your	your	0
House	House	n1	House	house	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
designedly	designedly	av-j	designedly	designed	0
for	for	p-acp	for	for	0
You	You	pn22	You	you	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
this	this	d	this	this	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
dication	dication	n1	dication	dication	0
writ	writ	n1	writ	writ	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
writ	writ	vvn	writ	write	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Dedica	Dedica	np1	Dedica	Dedica	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
nicest	nicest	js	nicest	nice	0
part	part	n1	part	part	0
a	a	dt	a	a	0
Writer	Writer	n1	Writer	writer	0
has	has	vhz	has	have	0
to	to	p-acp	to	to	0
manage	manage	n1	manage	manage	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
deserving	deserving	j-vvg	deserving	deserve	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
averse	averse	j	averse	averse	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
told	told	vvn	told	tell	0
so	so	av	so	so	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
would	would	vmd	would	will	0
please	please	vvi	please	please	0
all	all	d	all	all	0
their	their	po32	their	their	0
Friends	Friends	n2	Friends	friend	0
and	and	cc	and	and	0
Acquin	Acquin	np1	Acquin	Acquin	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
,	,	,	,	,	0
wou'd	wou'd	vmd	would	will	0
displease	displease	vvi	displease	displease	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
the	the	dt	the	the	0
Poet	Poet	n1	Poet	poet	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
loss	loss	n1	loss	loss	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
to	to	pc-acp	to	to	0
dissatisfie	dissatisfie	vvi	dissatisfy	dissatisfy	0
one	one	pi	one	one	0
,	,	,	,	,	0
or	or	cc	or	or	0
many	many	d	many	many	0
;	;	;	;	;	0
his	his	po31	his	his	0
Readers	Readers	n2	Readers	reader	0
,	,	,	,	,	0
or	or	cc	or	or	0
his	his	po31	his	his	0
Patron	Patron	n1	Patron	patron	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
alrea	alrea	vvb	alrea	alrea	0
∣	∣	sy	∣	∣	0
dy	dy	zz	dy	dy	0
found	found	vvd	found	find	0
it	it	pn31	it	it	0
easier	easier	jc	easier	easy	0
to	to	p-acp	to	to	0
You	You	pn22	You	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
oblige	oblige	vvi	oblige	oblige	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
thanks	thanks	n2	thanks	thank	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
Obligation	Obligation	n1	Obligation	obligation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
no	no	dx	no	no	0
violence	violence	n1	violence	violence	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Modesty	Modesty	n1	Modesty	modesty	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
do	do	vdi	do	do	0
one	one	pi	one	one	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
own	own	d	own	own	0
Justice	Justice	n1	Justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
desist	desist	vvi	desist	desist	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Theme	Theme	n1	Theme	theme	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
so	so	av	so	so	0
willingly	willingly	av-j	willingly	willing	0
inlarge	inlarge	vvi	enlarge	enlarge	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
You	You	pn22	You	you	0
so	so	av	so	so	0
unwil	unwil	n1	unwil	unwil	0
∣	∣	sy	∣	∣	0
lingly	lingly	av-j	lingly	ling	0
read	read	vvb	read	read	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
say	say	vvi	say	say	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
Essays	Essays	n2	Essays	essay	0
,	,	,	,	,	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Originals	Originals	n2-jn	Originals	original	0
I	I	pns11	I	i	0
Translated	Translated	vvn	Translated	translate	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Tran	Tran	np1	Tran	Tran	0
∣	∣	sy	∣	∣	0
slations	slations	n2	slations	slation	0
:	:	:	:	:	0
One	One	crd	One	one	0
thing	thing	n1	thing	thing	0
