Great	Great	j	Great	great	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
circles	circles	n2	circles	circle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Providence	Providence	n1	Providence	providence	0
turn	turn	vvi	turn	turn	0
themselves	themselves	px32	themselves	themselves	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
affairs	affairs	n2	affairs	affair	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
so	so	av	so	so	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
spondel	spondel	n1	spondel	spondel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wheels	wheels	n2	wheels	wheel	0
may	may	vmb	may	may	0
mark	mark	vvi	mark	mark	0
out	out	av	out	out	0
those	those	d	those	those	0
Vertues	Vertues	n2	Virtues	virtue	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
exercise	exercise	vvi	exercise	exercise	0
;	;	;	;	;	0
and	and	cc	and	and	0
every	every	d	every	every	0
new	new	j	new	new	0
event	event	n1	event	event	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Oe	Oe	zz	Oe	oe	0
∣	∣	sy	∣	∣	0
conomy	conomy	n1	economy	economy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
God's	God's	npg1	God's	God	0
finger	finger	n1	finger	finger	0
to	to	pc-acp	to	to	0
point	point	vvi	point	point	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
stances	stances	fw-fr	stances	stances	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
served	served	vvn	served	serve	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
sorely	sorely	av-j	sorely	sore	0
smitten	smitten	vvn	smitten	smite	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
(	(	(	(	(	0
that	that	d	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
use	use	vvi	use	use	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
phet	phet	n1	phet	phet	0
)	)	)	)	)	0
Alas	Alas	uh	Alas	alas	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
day	day	n1	day	day	0
was	was	vbds	was	be	0
great	great	j	great	great	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
none	none	pix	none	none	0
was	was	vbds	was	be	0
like	like	j	like	like	0
it	it	pn31	it	it	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
even	even	av	even	even	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
Jacob's	Jacob's	npg1	Jacob's	Jacob	0
trouble	trouble	n1	trouble	trouble	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	av	then	then	0
,	,	,	,	,	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
Patience	Patience	n1	Patience	patience	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
pas	pas	vvi	pass	pass	0
∣	∣	sy	∣	∣	0
sive	sive	n1	sive	sieve	0
Graces	Graces	n2	Graces	grace	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
own	own	d	own	own	0
season	season	n1	season	season	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
since	since	c-acp	since	since	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
left	left	vvn	left	leave	0
off	off	a-acp	off	off	0
to	to	pc-acp	to	to	0
smite	smite	vvi	smite	smite	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
iron	iron	n1	iron	iron	0
rod	rod	n1	rod	rod	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
once	once	a-acp	once	once	0
more	more	av-dc	more	more	0
said	said	vvn	said	say	0
unto	unto	p-acp	unto	unto	0
these	these	d	these	these	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
30.	30.	crd	30.	30.	0
7	7	crd	7	7	0
,	,	,	,	,	1
8.	8.	crd	8.	8.	1
They	They	pns32	They	they	0
shall	shall	vmb	shall	shall	0
serve	serve	vvi	serve	serve	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
their	their	po32	their	their	0
God	God	n1	God	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
David	David	np1	David	David	0
their	their	po32	their	their	0
King	King	n1	King	king	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
raised	raised	vvn	raised	raise	0
up	up	a-acp	up	up	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
;	;	;	;	;	0
Now	Now	av	Now	now	0
our	our	po12	our	our	0
duty	duty	n1	duty	duty	0
stands	stands	vvz	stands	stand	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Sunny	Sunny	j	Sunny	sunny	0
side	side	n1	side	side	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
work	work	n1	work	work	0
to	to	pc-acp	to	to	0
rejoice	rejoice	vvi	rejoice	rejoice	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
God's	God's	npg1	God's	God	0
Anointed	Anointed	j-vvn	Anointed	anoint	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
,	,	,	,	,	0
and	and	cc	and	and	0
worthily	worthily	av-j	worthily	worthy	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Prosperity	Prosperity	n1	Prosperity	prosperity	0
is	is	vbz	is	be	0
all	all	d	all	all	0
our	our	po12	our	our	0
business	business	n1	business	business	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
good	good	j	good	good	0
a	a	dt	a	a	0
God	God	n1	God	god	0
we	we	pns12	we	we	0
serve	serve	vvb	serve	serve	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
it	it	pn31	it	it	0
our	our	po12	our	our	0
Duty	Duty	n1	Duty	duty	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
please	please	vvi	please	please	0
him	him	pno31	him	he	0
unless	unless	cs	unless	unless	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
infinitely	infinitely	av-j	infinitely	infinite	0
pleased	pleased	vvn	pleased	please	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
impossible	impossible	j	impossible	impossible	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
without	without	p-acp	without	without	0
our	our	po12	our	our	0
King	King	n1	King	king	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
Slaves	Slaves	n2	Slaves	slave	0
live	live	vvb	live	live	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
such	such	d	such	such	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
civilly	civilly	av-j	civilly	civil	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
and	and	cc	and	and	0
persons	persons	n2	persons	person	0
condemn'd	condemn'd	vvn	condemned	condemn	0
to	to	p-acp	to	to	0
metalls	metalls	n2	metals	metal	0
:	:	:	:	:	0
we	we	pns12	we	we	0
lived	lived	vvd	lived	live	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lusts	lusts	n2	lustest	lust	0
and	and	cc	and	and	0
insolency	insolency	n1	insolency	insolency	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
own	own	d	own	own	0
Civil	Civil	j	Civil	civil	0
or	or	cc	or	or	0
Religious	Religious	j	Religious	religious	0
comforts	comforts	n2	comforts	comfort	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
now	now	av	now	now	0
our	our	po12	our	our	0
joys	joys	n2	joys	joy	0
are	are	vbr	are	be	0
mere	mere	j	mere	mere	0
and	and	cc	and	and	0
unmixt	unmixt	vvn	unmix	unmix	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
our	our	po12	our	our	0
duty	duty	n1	duty	duty	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
our	our	po12	our	our	0
reward	reward	n1	reward	reward	0
at	at	p-acp	at	at	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
jesty	jesty	j	jesty	jesty	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
feel	feel	vvi	feel	feel	0
the	the	dt	the	the	0
pleasures	pleasures	n2	pleasures	pleasure	0
of	of	pp-f	of	of	0
Obedi	Obedi	np1	Obedi	Obedi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
,	,	,	,	,	0
and	and	cc	and	and	0
reap	reap	vvi	reap	reap	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Government	Government	n1	Government	government	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
loves	loves	vvz	loves	love	0
and	and	cc	and	and	0
uses	uses	n2	uses	use	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
constituted	constituted	vvn	constituted	constitute	0
and	and	cc	and	and	0
adorned	adorned	vvn	adorned	adorn	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
restored	restored	vvn	restored	restore	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
conjugation	conjugation	n1	conjugation	conjugation	0
of	of	pp-f	of	of	0
miracles	miracles	n2	miracles	miracle	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
and	and	cc	and	and	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
countenance	countenance	n1	countenance	countenance	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
changing	changing	vvg	changing	change	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
scattering	scattering	vvg	scattering	scatter	0
the	the	dt	the	the	0
people	people	n1	people	people	0
that	that	cst	that	that	0
delight	delight	n1	delight	delight	0
in	in	p-acp	in	in	0
War	War	n1	War	war	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
infatuating	infatuating	j-vvg	infatuating	infatuate	0
their	their	po32	their	their	0
Counsels	Counsels	n2	Counsels	counsel	0
and	and	cc	and	and	0
break	break	vvi	break	break	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
their	their	po32	their	their	0
Cords	Cords	n2	Cords	cord	0
asunder	asunder	av	asunder	asunder	0
;	;	;	;	;	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
He	He	pns31	He	he	0
himself	himself	px31	himself	himself	0
hath	hath	vhz	hath	have	0
wrought	wrought	vvn	wrought	wrought	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
by	by	p-acp	by	by	0
himself	himself	px31	himself	himself	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
will	will	vmb	will	will	0
bless	bless	vvi	bless	bless	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
interrupt	interrupt	vvi	interrupt	interrupt	0
