AS	AS	p-acp	AS	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
events	events	n2	events	event	0
happen	happen	vvi	happen	happen	0
without	without	p-acp	without	without	0
God	God	np1	God	God	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
certaine	certaine	j	certain	certain	0
that	that	cst	that	that	0
all	all	d	all	all	0
events	events	n2	events	event	0
are	are	vbr	are	be	0
ordered	ordered	vvn	ordered	order	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
wisedome	wisedome	n1	wisdom	wisdom	0
to	to	p-acp	to	to	0
excellent	excellent	j	excellent	excellent	0
purposes	purposes	n2	purposes	purpose	0
.	.	.	.	.	1
The	The	dt	The	the	0
utmost	utmost	j	utmost	utmost	0
and	and	cc	and	and	0
meet	meet	j	meet	meet	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Gods	Gods	ng1	Gods	god	0
actions	actions	n2	actions	action	0
is	is	vbz	is	be	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
all	all	d	all	all	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
through	through	p-acp	through	through	0
him	him	pno31	him	he	0
,	,	,	,	,	0
so	so	av	so	so	0
all	all	d	all	all	0
things	things	n2	things	thing	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
11.	11.	crd	11.	11.	0
36.	36.	crd	36.	36.	1
The	The	dt	The	the	0
subordi	subordi	fw-la	subordi	subordi	0
∣	∣	sy	∣	∣	0
nate	nate	fw-fr	nate	nate	0
and	and	cc	and	and	0
nearer	nearer	jc	nearer	near	0
ends	ends	n2	ends	end	0
are	are	vbr	are	be	0
many	many	d	many	many	0
and	and	cc	and	and	0
various	various	j	various	various	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Almighty	Almighty	j-jn	Almighty	almighty	0
sees	sees	vvz	sees	see	0
conducible	conducible	j	conducible	conducible	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
are	are	vbr	are	be	0
wee	wee	pns12	we	we	0
to	to	pc-acp	to	to	0
conceive	conceive	vvi	conceive	conceive	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ordering	ordering	n-vvg	ordering	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
present	present	j	present	present	0
commotions	commotions	n2	commotions	commotion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
sundry	sundry	j	sundry	sundry	0
ends	ends	n2	ends	end	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
in	in	p-acp	in	in	0
fine	fine	j	fine	fine	0
shew	shew	n1	show	show	0
himselfe	himselfe	px31	himself	himself	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
counsell	counsell	n1	counsel	counsel	0
,	,	,	,	,	0
though	though	c-acp	though	though	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
hardly	hardly	av	hardly	hardly	0
discerne	discerne	vvi	discern	discern	0
whereto	whereto	c-crq	whereto	whereto	0
they	they	pns32	they	they	0
tend	tend	vvb	tend	tend	0
.	.	.	.	.	1
Among	Among	p-acp	Among	among	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
ends	ends	n2	ends	end	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
these	these	d	these	these	0
two	two	crd	two	two	0
seeme	seeme	vvi	seem	seem	0
most	most	av-ds	most	most	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
parent	parent	n1	parent	parent	0
,	,	,	,	,	0
the	the	dt	the	the	0
