WHen	WHen	c-crq	WHen	when	0
I	I	pns11	I	i	0
consyderid	consyderid	vvd	considered	considere	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
the	the	dt	the	the	0
lobours	lobours	n2	lobours	lobour	0
&	&	cc	&	and	0
paynes	paynes	n2	pains	pain	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
bine	bine	vbn	bine	be	0
taken	taken	vvn	taken	take	0
of	of	pp-f	of	of	0
dyuers	dyuers	j	dyuers	diverse	0
builders	builders	n2	builders	builder	0
in	in	p-acp	in	in	0
Chrystes	Chrystes	npg1	Chrystes	Christ	0
churche	churche	n1	church	church	0
(	(	(	(	(	0
my	my	po11	my	my	0
gracyous	gracyous	j	gracious	gracious	0
Lady	Lady	n1	Lady	lady	0
and	and	cc	and	and	0
mistris	mistris	n1	mistress	mistress	0
)	)	)	)	)	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
not	not	xx	not	not	0
borne	borne	vvn	born	bear	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
loker	loker	n1	loker	loker	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
bildinge	bildinge	n1	building	building	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
iland	iland	n1	island	island	0
gapyng	gapyng	vvg	gaping	gape	0
at	at	p-acp	at	at	0
other	other	j-jn	other	other	0
menes	menes	n1	menes	menes	0
dylygence	dylygence	n1	diligence	diligence	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
helpyng	helpyng	j-vvg	helping	help	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
lest	lest	cs	lest	lest	0
yt	yt	pn31	that	it	0
I	I	pns11	I	i	0
shulde	shulde	vmd	should	shall	0
be	be	vbi	be	be	0
rewardyd	rewardyd	vvn	rewarded	reward	0
emong	emong	p-acp	among	among	0
the	the	dt	the	the	0
Idel	Idel	j	Idle	idle	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
or	or	cc	or	or	0
haue	haue	vhb	have	have	0
that	that	d	that	that	0
smal	smal	j	small	small	0
talent	talent	n1	talon	talon	0
taken	taken	vvn	taken	take	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
master	master	n1	master	master	0
gaue	gaue	vvd	gave	give	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
not	not	xx	not	not	0
putting	putting	vvg	putting	put	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
chaunge	chaunge	n1	change	change	0
bāke	bāke	n1	bank	bank	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
now	now	av	now	now	0
but	but	p-acp	but	but	0
begon	begon	vvn	begun	begin	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
squa	squa	fw-la	squa	squa	0
¦	¦	sy	¦	¦	0
ring	ring	vvb	ring	ring	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
greate	greate	j	great	great	0
stone	stone	n1	stone	stone	0
&	&	cc	&	and	0
do	do	vdb	do	do	0
offer	offer	vvi	offer	offer	0
vp	vp	a-acp	up	up	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
the	the	dt	the	the	0
begynnyng	begynnyng	n-vvg	beginning	begin	0
of	of	pp-f	of	of	0
