My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
THe	THe	dt	THe	the	0
Belgick	Belgick	jp	Belgic	belgic	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
vinces	vinces	fw-la	vinces	vinces	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
last	last	ord	last	last	0
Century	Century	n1	Century	century	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
Thea	Thea	np1	Thea	Thea	0
∣	∣	sy	∣	∣	0
tre	tre	n1	tre	tree	0
of	of	pp-f	of	of	0
Mars	Mars	np1	Mars	Mars	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
Europe	Europe	np1	Europe	Europe	0
have	have	vhb	have	have	0
little	little	j	little	little	0
reason	reason	n1	reason	reason	0
to	to	pc-acp	to	to	0
thank	thank	vvi	thank	thank	0
the	the	dt	the	the	0
Spa	Spa	np1	Spa	Spa	0
∣	∣	sy	∣	∣	0
niard	niard	n1	niard	niard	0
for	for	p-acp	for	for	0
enforcing	enforcing	vvg	enforcing	enforce	0
the	the	dt	the	the	0
States	States	n2	States	state	0
of	of	pp-f	of	of	0
Holland	Holland	n1	Holland	holland	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
and	and	cc	and	and	0
use	use	vvi	use	use	0
their	their	po32	their	their	0
own	own	d	own	own	0
power	power	n1	power	power	0
and	and	cc	and	and	0
strength	strength	n1	strength	strength	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
gravely	gravely	av-j	gravely	grave	0
expressed	expressed	vvn	expressed	express	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
sober	sober	j	sober	sober	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
all	all	d	all	all	0
the	the	dt	the	the	0
Low	Low	j	Low	low	0
Coun	Coun	fw-mi	Coun	coun	0
∣	∣	sy	∣	∣	0
tries	tries	vvz	tries	try	0
governed	governed	vvn	governed	govern	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
few	few	d	few	few	0
States	States	n2	States	state	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
wholly	wholly	av-jn	wholly	whole	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
pending	pending	vvg	pending	pend	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Spain	Spain	np1	Spain	Spain	0
,	,	,	,	,	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
equally	equally	av-jn	equally	equal	0
dan	dan	fw-mi	dan	dan	0
∣	∣	sy	∣	∣	0
gerous	gerous	j	gerous	gerous	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
most	most	ds	most	most	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
port	port	n1	port	port	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
interest	interest	n1	interest	interest	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
and	and	cc	and	and	0
Policy	Policy	n1	Policy	policy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
erect	erect	vvi	erect	erect	0
and	and	cc	and	and	0
establish	establish	vvi	establish	establish	0
such	such	d	such	such	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
as	as	c-acp	as	as	0
should	should	vmd	should	shall	0
neither	neither	dx	neither	neither	0
alto	alto	fw-mi	alto	alto	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
depend	depend	vvb	depend	depend	0
upon	upon	p-acp	upon	upon	0
France	France	np1	France	France	0
,	,	,	,	,	0
or	or	cc	or	or	0
be	be	vbi	be	be	0
wholly	wholly	av-jn	wholly	whole	0
devoted	devoted	vvn	devoted	devote	0
unto	unto	p-acp	unto	unto	0
Spain	Spain	np1	Spain	Spain	0
;	;	;	;	;	0
or	or	cc	or	or	0
else	else	av	else	else	0
to	to	pc-acp	to	to	0
divide	divide	vvi	divide	divide	0
the	the	dt	the	the	0
Seventeen	Seventeen	crd	Seventeen	seventeen	0
Provinces	Provinces	n2	Provinces	province	0
into	into	p-acp	into	into	0
di	di	dt	di	the	0
∣	∣	sy	∣	∣	0
vers	vers	fw-la	vers	vers	0
several	several	j	several	several	0
Cantons	Cantons	n2	Cantons	canton	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
being	being	vbg	being	be	0
induced	induced	vvn	induced	induce	0
to	to	pc-acp	to	to	0
affect	affect	vvi	affect	affect	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
to	to	pc-acp	to	to	0
favour	favour	vvi	favour	favour	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Re	Re	fw-it	Re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
render	render	vvi	render	render	0
themselves	themselves	px32	themselves	themselves	0
so	so	av	so	so	0
formidable	formidable	j	formidable	formidable	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
prudent	prudent	j	prudent	prudent	0
an	an	dt	and	a	0
expedient	expedient	j	expedient	expedient	0
this	this	d	this	this	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
security	security	n1	security	security	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
establish	establish	vvi	establish	establish	0
peace	peace	n1	peace	peace	0
in	in	p-acp	in	in	0
Christendom	Christendom	np1	Christendom	Christendom	0
,	,	,	,	,	0
I	I	pns11	I	i	0
submit	submit	vvb	submit	submit	0
it	it	pn31	it	it	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
grave	grave	j	grave	grave	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
perfectly	perfectly	av-j	perfectly	perfect	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
Criti	Criti	np1	Criti	Criti	0
∣	∣	sy	∣	∣	0
cismes	cismes	fw-gr	cismes	cismes	0
of	of	pp-f	of	of	0
State	State	np1	State	State	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
just	just	j	just	just	0
admiration	admiration	n1	admiration	admiration	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
wise	wise	j	wise	wise	0
men	men	n2	men	man	0
,	,	,	,	,	0
the	the	dt	the	the	0
lesser	lesser	jc	lesser	lesser	0
moie	moie	n1	moie	moie	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Provinces	Provinces	n2	Provinces	province	0
hath	hath	vhz	hath	have	0
far	far	av-j	far	far	0
exceeded	exceeded	vvn	exceeded	exceed	0
even	even	av	even	even	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
,	,	,	,	,	0
and	and	cc	and	and	0
seven	seven	crd	seven	seven	0
Provinces	Provinces	n2	Provinces	province	0
are	are	vbr	are	be	0
become	become	vvn	become	become	0
greater	greater	jc	greater	great	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
potent	potent	j	potent	potent	0
then	then	cs	then	than	0
Seventeen	Seventeen	crd	Seventeen	seventeen	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
Riches	Riches	n2	Riches	riches	0
and	and	cc	and	and	0
Power	Power	n1	Power	power	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
out-done	out-done	vvn	outdone	outdo	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Princes	Princes	n2	Princes	prince	0
in	in	p-acp	in	in	0
Europe	Europe	np1	Europe	Europe	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
Cities	Cities	n2	Cities	city	0
are	are	vbr	are	be	0
many	many	d	many	many	0
and	and	cc	and	and	0
splendid	splendid	j	splendid	splendid	0
;	;	;	;	;	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
more	more	dc	more	more	0
Sects	Sects	n2	Sects	sect	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
then	then	av	then	then	0
Cities	Cities	n2	Cities	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
Creeds	Creeds	n2	Creeds	creed	0
as	as	p-acp	as	as	0
Heads	Heads	n2	Heads	head	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
imitated	imitated	vvn	imitated	imitate	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
regularity	regularity	n1	regularity	regularity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
votions	votions	n2	votions	votion	0
being	being	vbg	being	be	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
verence	verence	n1	verence	verence	0
)	)	)	)	)	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
made	made	vvn	made	make	0
all	all	d	all	all	0
their	their	po32	their	their	0
Provinces	Provinces	n2	Provinces	province	0
Canonical	Canonical	j	Canonical	canonical	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
learned	learned	vvn	learned	learn	0
to	to	pc-acp	to	to	0
vernish	vernish	vvi	varnish	varnish	0
their	their	po32	their	their	0
lucre	lucre	n1	lucre	lucre	0
with	with	p-acp	with	with	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
votion	votion	n1	votion	votion	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
godli	godli	j	godly	godly	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
a	a	dt	a	a	0
Page	Page	n1	Page	page	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
vate	vate	vvb	vate	vate	0
Interest	Interest	n1	Interest	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
wise	wise	j	wise	wise	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
meet	meet	n1	meet	meet	0
∣	∣	sy	∣	∣	0
ings	ings	n2-vdg	ings	ing	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
discourse	discourse	vvi	discourse	discourse	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
;	;	;	;	;	0
their	their	po32	their	their	0
Opinions	Opinions	n2	Opinions	opinion	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
being	being	vbg	being	be	0
as	as	p-acp	as	as	0
opposite	opposite	j-jn	opposite	opposite	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
sides	sides	n2	sides	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Diameter	Diameter	n1	Diameter	diameter	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
all	all	d	all	all	0
concentre	concentre	n1	concentre	concentre	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
one	one	crd	one	one	0
Ecliptick	Ecliptick	j-jn	Ecliptic	ecliptic	0
line	line	n1	line	line	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
darken	darken	vvi	darken	darken	0
the	the	dt	the	the	0
Authority	Authority	n1	Authority	authority	0
