Honor'd	Honor'd	j-vvn	Honoured	honour	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
ALthough	ALthough	cs	ALthough	although	0
the	the	dt	the	the	0
Piece	Piece	n1	Piece	piece	0
I	I	pns11	I	i	0
now	now	av	now	now	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
relate	relate	vvi	relate	relate	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
be	be	vbb	be	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
weak	weak	j	weak	weak	0
and	and	cc	and	and	0
worthless	worthless	j	worthless	worthless	0
Work	Work	n1	Work	work	0
:	:	:	:	:	0
;	;	;	;	;	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
worthy	worthy	j	worthy	worthy	0
your	your	po22	your	your	0
view	view	n1	view	view	0
,	,	,	,	,	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
least	least	ds	least	least	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
quale	quale	vvb	quale	quale	0
quale	quale	vvb	quale	quale	0
est	est	fw-la	est	est	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
earnest	earnest	j	earnest	earnest	0
request	request	n1	request	request	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
well-wish	well-wish	j	well-wish	well-wish	0
∣	∣	sy	∣	∣	0
ers	ers	n1	ers	ers	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
somewhat	somewhat	av	somewhat	somewhat	0
encouraged	encouraged	vvn	encouraged	encourage	0
to	to	pc-acp	to	to	0
be	be	vbb	be	be	0
(	(	(	(	(	0
though	though	cs	though	though	0
unwillingly	unwillingly	av-j	unwillingly	unwilling	0
)	)	)	)	)	0
wil	wil	vmb	will	will	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
therewith	therewith	av	therewith	therewith	0
to	to	pc-acp	to	to	0
trouble	trouble	vvi	trouble	trouble	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
a	a	dt	a	a	0
little	little	j	little	little	0
;	;	;	;	;	0
Let	Let	vvb	Let	let	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
little	little	j	little	little	0
press	press	n1	press	press	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
trouble	trouble	n1	trouble	trouble	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
(	(	(	(	(	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
)	)	)	)	)	0
as	as	p-acp	as	as	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Patronage	Patronage	n1	Patronage	patronage	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
less	less	av-dc	less	less	0
unwillingly	unwillingly	av-j	unwillingly	unwilling	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
assure	assure	vvi	assure	assure	0
you	you	pn22	you	you	0
,	,	,	,	,	0
no	no	dx	no	no	0
St.	St.	n1	St.	saint	1
Peters	Peters	npg1	Peters	Peter	0
Bonds	Bonds	n2	Bonds	bond	0
abide	abide	vvb	abide	abide	0
is	is	vbz	is	be	0
here	here	av	here	here	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
that	that	cst	that	that	0
tends	tends	vvz	tends	tend	0
,	,	,	,	,	0
either	either	av-d	either	either	0
to	to	p-acp	to	to	0
Schism	Schism	n1	Schism	schism	0
in	in	p-acp	in	in	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
or	or	cc	or	or	0
Sedi	Sedi	np1	Sedi	Sedi	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
in	in	p-acp	in	in	0
State	State	n1	State	state	0
.	.	.	.	.	1
VVere	VVere	vbdr	Were	be	0
it	it	pn31	it	it	0
(	(	(	(	(	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
)	)	)	)	)	0
such	such	d	such	such	0
an	an	dt	and	a	0
one	one	crd	one	one	0
as	as	c-acp	as	as	0
Aelian's	Aelian's	npg1	Aelian's	aelian	0
Tacticks	Tacticks	n2	Tactics	tactic	0
,	,	,	,	,	0
a	a	dt	a	a	0
Discourse	Discourse	n1	Discourse	discourse	0
of	of	pp-f	of	of	0
ordering	ordering	vvg	ordering	order	0
and	and	cc	and	and	0
embattelling	embattelling	vvg	embattling	embattle	0
an	an	dt	and	a	0
Army	Army	n1	Army	army	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
ranking	ranking	vvg	ranking	rank	0
of	of	pp-f	of	of	0
Soldiers	Soldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
a	a	dt	a	a	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
de	de	fw-fr	de	de	0
Arte	Arte	fw-la	Arte	arte	0
Militaria	Militaria	fw-la	Militaria	militaria	0
,	,	,	,	,	0
or	or	cc	or	or	0
so	so	av	so	so	0
,	,	,	,	,	0
perchance	perchance	av	perchance	perchance	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
a	a	dt	a	a	0
lit	lit	vvn	lit	light	0
∣	∣	sy	∣	∣	0
tle	tle	uh	tle	tle	0
please	please	vvb	please	please	0
you	you	pn22	you	you	0
(	(	(	(	(	0
Sir	Sir	n1	Sir	sir	0
)	)	)	)	)	0
my	my	po11	my	my	0
spe	spe	fw-la	spe	spe	0
∣	∣	sy	∣	∣	0
cial	cial	j	cial	cial	0
,	,	,	,	,	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
onely	onely	av-j	only	only	0
true	true	j	true	true	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
small	small	j	small	small	0
measure	measure	n1	measure	measure	0
Opus	Opus	fw-la	Opus	opus	0
par	par	fw-fr	par	par	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
trono	trono	fw-it	trono	trono	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
being	being	vbg	being	be	0
onely	onely	j	only	only	0
cer	cer	n1	cer	cer	0
∣	∣	sy	∣	∣	0
tain	tain	n1	tain	tain	0
DIALOGUES	DIALOGUES	n2	DIALOGUES	dialogue	0
of	of	a-acp	of	off	0
or	or	cc	or	or	0
∣	∣	sy	∣	∣	0
dering	dering	j	dering	dering	0
the	the	dt	the	the	0
Alphabet	Alphabet	n1	Alphabet	alphabet	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
rank	rank	n1	rank	rank	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
Syllables	Syllables	n2	Syllables	syllable	0
,	,	,	,	,	0
a	a	dt	a	a	0
something	something	pi	something	something	0
de	de	dt	the	the	0
Arte	Arte	n1	Art	art	0
Lieraria	Lieraria	fw-la	Lieraria	lieraria	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
;	;	;	;	;	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
profit	profit	vvi	profit	profit	0
your	your	po22	your	your	0
Grand-childe	Grand-childe	n1	Grandchild	grandchild	0
,	,	,	,	,	0
my	my	po11	my	my	0
to	to	a-acp	to	to	0
∣	∣	sy	∣	∣	0
wardly	wardly	j	wardly	wardly	0
Scholar	Scholar	n1	Scholar	scholar	0
;	;	;	;	;	0
he	he	pns31	he	he	0
being	being	vbg	being	be	0
(	(	(	(	(	0
had	had	vhn	had	have	0
this	this	d	this	this	0
been	been	vbn	been	be	0
directed	directed	vvn	directed	direct	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
)	)	)	)	)	0
altogether	altogether	av	altogether	altogether	0
Patronus	Patronus	fw-la	Patronus	patronus	0
par	par	fw-la	par	par	0
operi	operi	fw-la	operi	operi	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
deed	deed	n1	deed	deed	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
(	(	(	(	(	0
a	a	dt	a	a	0
something	something	pi	something	something	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
my	my	po11	my	my	0
thankfulness	thankfulness	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
many	many	d	many	many	0
undeserv'd	undeserv'd	j	undeserved	undeserved	0
favors	favors	n2	favors	favor	0
received	received	vvn	received	receive	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
means	means	n2	means	mean	0
from	from	p-acp	from	from	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
)	)	)	)	)	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
first	first	ord	first	first	0
thought	thought	vvd	thought	think	0
on	on	a-acp	on	on	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
his	his	po31	his	his	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
Homers	Homers	n2	Homers	homer	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pression	pression	zz	pression	pression	0
,	,	,	,	,	0
)	)	)	)	)	0
first	first	ord	first	first	0
,	,	,	,	,	0
though	though	cs	though	though	0
crassa	crassa	n1	crassa	crassa	0
Minerva	Minerva	np1	Minerva	Minerva	0
rude	rude	j	rude	rude	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
)	)	)	)	)	0
penn'd	penn'd	vvn	penned	pen	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
publish't	publish't	vvn	published	publish	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
penn'd	penn'd	vvn	penned	pen	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
publish'd	publish'd	vvn	published	publish	0
,	,	,	,	,	0
your	your	po22	your	your	0
protection	protection	n1	protection	protection	0
is	is	vbz	is	be	0
humbly	humbly	av-j	humbly	humble	0
pray'd	pray'd	vvd	prayed	pray	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
leastwise	leastwise	av	leastwise	leastwise	0
your	your	po22	your	your	0
courteous	courteous	j	courteous	courteous	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
although	although	cs	although	although	0
Chry	Chry	np1	Chry	Chry	0
∣	∣	sy	∣	∣	0
sippus	sippus	fw-la	sippus	sippus	0
his	his	png31	his	he	0
holds	holds	n2	holds	hold	0
not	not	xx	not	not	0
good	good	j	good	good	0
here	here	av	here	here	0
;	;	;	;	;	0
this	this	d	this	this	0
being	being	vbg	being	be	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
already	already	av	already	already	0
confes	confes	vvi	confess	confess	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
)	)	)	)	)	0
none	none	pi	none	none	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
praise-worthy	praise-worthy	j	praiseworthy	praiseworthy	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
since	since	c-acp	since	since	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
something	something	pi	something	something	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
benefit	benefit	vvi	benefit	benefit	0
your	your	po22	your	your	0
Sonne	Sonne	n1	Son	son	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
young	young	j	young	young	0
Scholars	Scholars	n2	Scholars	scholar	0
