HAving	HAving	vhg	HAving	have	0
seen	seen	vvn	seen	see	0
a	a	dt	a	a	0
Pamphlet	Pamphlet	n1	Pamphlet	pamphlet	0
some	some	d	some	some	0
time	time	n1	time	time	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
Entituled	Entituled	vvn	Entitled	entitle	0
,	,	,	,	,	0
Reasons	Reasons	ng1	Reasons	reason	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
the	the	dt	the	the	0
Duke	Duke	n1	Duke	duke	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
may	may	vmb	may	may	0
most	most	av-ds	most	most	0
strong	strong	j	strong	strong	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
be	be	vbi	be	be	0
reputed	reputed	vvn	reputed	repute	0
,	,	,	,	,	0
and	and	cc	and	and	0
suspected	suspected	vvd	suspected	suspect	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
pist	pist	vvn	pist	piss	0
:	:	:	:	:	0
Not	Not	xx	Not	not	0
knowing	knowing	vvg	knowing	know	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
Poy	Poy	n1	Poy	poy	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
those	those	d	those	those	0
fallacious	fallacious	j	fallacious	fallacious	0
Arguments	Arguments	n2	Arguments	argument	0
;	;	;	;	;	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
