CHristian	CHristian	njp	CHristian	christian	0
&	&	cc	&	and	0
curteous	curteous	j	courteous	courteous	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
being	being	vbg	being	be	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
interest	interest	n1	interest	interest	0
in	in	p-acp	in	in	0
bringing	bringing	vvg	bringing	bring	0
to	to	pc-acp	to	to	0
light	light	vvi	light	light	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
fix	fix	vvb	fix	fix	0
some	some	d	some	some	0
small	small	j	small	small	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
hang	hang	vvi	hang	hang	0
backe	backe	av	back	back	0
from	from	p-acp	from	from	0
performing	performing	vvg	performing	perform	0
so	so	av	so	so	0
small	small	j	small	small	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
.	.	.	.	.	1
And	And	cc	And	and	0
two	two	crd	two	two	0
considerations	considerations	n2	considerations	consideration	0
especially	especially	av-j	especially	especial	0
swaied	swaied	vvn	swayed	sway	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
a	a	dt	a	a	0
fewe	fewe	d	few	few	0
lines	lines	n2	lines	line	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
whereof	whereof	c-crq	whereof	whereof	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Authors	Authors	ng1	Authors	author	0
great	great	j	great	great	0
deserts	deserts	n2	deserts	desert	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
teaching	teaching	vvg	teaching	teach	0
,	,	,	,	,	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
a	a	dt	a	a	0
man	man	n1	man	man	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hauing	hauing	vhg	having	have	0
learnedly	learnedly	av-j	learnedly	learned	0
,	,	,	,	,	0
iudiciously	iudiciously	av-j	judiciously	judicious	0
,	,	,	,	,	0
and	and	cc	and	and	0
plainly	plainly	av-j	plainly	plain	0
taught	taught	vvd	taught	teach	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
taken	taken	vvn	taken	take	0
heed	heed	n1	heed	heed	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ministerie	Ministerie	n1	Ministry	ministry	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
receiued	receiued	vvd	received	receive	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
