BELOVED	BELOVED	j-vvn	BELOVED	belove	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
Brethren	Brethren	n2	Brothers	brethren	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
earnest	earnest	j	earnest	earnest	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
now	now	av	now	now	0
wellnigh	wellnigh	av	wellnigh	wellnigh	0
hopelesse	hopelesse	j	hopeless	hopeless	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
time	time	n1	time	time	0
may	may	vmb	may	may	0
possibly	possibly	av-j	possibly	possible	0
be	be	vbi	be	be	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
ought	ought	pi	ought	aught	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
)	)	)	)	)	0
half	half	av-jn	half	half	0
angry	angry	j	angry	angry	0
Expectants	Expectants	n2	Expectants	expectant	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
or	or	cc	or	or	0
other	other	n-jn	other	other	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
answer	answer	n1	answer	answer	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
True	True	j	True	true	0
Counterfeit	Counterfeit	n1	Counterfeit	counterfeit	0
(	(	(	(	(	0
so	so	av	so	so	0
I	I	pns11	I	i	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ashford	Ashford	np1	Ashford	Ashford	0
Disputation	Disputation	n1	Disputation	disputation	0
;	;	;	;	;	0
A	A	dt	A	a	0
Pamphlet	Pamphlet	n1	Pamphlet	pamphlet	0
,	,	,	,	,	0
so	so	av	so	so	0
injurious	injurious	j	injurious	injurious	0
(	(	(	(	(	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
)	)	)	)	)	0
that	that	cst	that	that	0
twas	twas	pn31	it	it	0
provocation	provocation	n1	provocation	provocation	0
enough	enough	av-d	enough	enough	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
presse	presse	n1	press	press	0
of	of	pp-f	of	of	0
itself	itself	px31	itself	itself	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
one	one	pi	one	one	0
so	so	av	so	so	0
clearly	clearly	av-j	clearly	clear	0
concerned	concerned	vvn	concerned	concern	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
,	,	,	,	,	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
while	while	n1	while	while	0
after	after	a-acp	after	after	0
seconded	seconded	vvn	seconded	second	0
by	by	p-acp	by	by	0
another	another	j-jn	another	another	0
:	:	:	:	:	0
Ne	Ne	ccx	Ne	ne	0
∣	∣	sy	∣	∣	0
verthelesse	verthelesse	av	verthelesse	verthelesse	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
evill	evill	j-jn	evil	evil	0
surmises	surmises	n2	surmises	surmise	0
soever	soever	av	soever	soever	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
so	so	av	so	so	0
long	long	j	long	long	0
si	si	zz	si	si	0
∣	∣	sy	∣	∣	0
lence	lence	n1	lence	lence	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
say	say	vvi	say	say	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
altogether	altogether	av	altogether	altogether	0
blamelesse	blamelesse	j	blameless	blameless	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
say	say	vvb	say	say	0
