GREAT	GREAT	j	GREAT	great	0
PRINCE	PRINCE	n1	PRINCE	prince	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Am	Am	vbm	Am	be	0
now	now	av	now	now	0
about	about	a-acp	about	about	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
Request	Request	n1	Request	request	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
the	the	dt	the	the	0
Life	Life	n1	Life	life	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
renowned	renowned	j-vvn	renowned	renown	0
Peireskius	Peireskius	np1	Peireskius	Peireskius	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
presently	presently	av-j	presently	present	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
happy	happy	j	happy	happy	0
arrival	arrival	n1	arrival	arrival	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
Province	Province	n1	Province	province	0
,	,	,	,	,	0
you	you	pn22	you	you	0
mourned	mourned	vvd	mourned	mourn	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
great	great	j	great	great	0
envy	envy	n1	envy	envy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fates	Fates	n2	Fates	fate	0
,	,	,	,	,	0
bereft	bereft	vvn	bereft	bereave	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Society	Society	n1	Society	society	0
;	;	;	;	;	0
and	and	cc	and	and	0
very	very	av	very	very	0
punctually	punctually	av-j	punctually	punctual	0
questioned	questioned	vvn	questioned	question	0
me	me	pno11	me	i	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
knew	knew	vvd	knew	know	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
bin	bin	vbn	been	be	0
most	most	av-ds	most	most	0
familiarly	familiarly	av-jn	familiarly	familiar	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
versant	versant	j	versant	versant	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
touching	touching	vvg	touching	touch	0
his	his	po31	his	his	0
Studies	Studies	n2	Studies	study	0
,	,	,	,	,	0
Manners	Manners	n2	Manners	manner	0
,	,	,	,	,	0
and	and	cc	and	and	0
conditions	conditions	n2	conditions	condition	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
your	your	po22	your	your	0
pleasure	pleasure	n1	pleasure	pleasure	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
learn	learn	vvi	learn	learn	0
the	the	dt	the	the	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Countenance	Countenance	n1	Countenance	countenance	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
Picture	Picture	n1	Picture	picture	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
visit	visit	vvi	visit	visit	0
those	those	d	those	those	0
places	places	n2	places	place	0
,	,	,	,	,	0
