Renowned	Renowned	j-vvn	Renowned	renown	0
Sirs	Sirs	n2	Sirs	sir	0
,	,	,	,	,	0
THe	THe	dt	THe	the	0
better	better	av-jc	better	better	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
communicative	communicative	j	communicative	communicative	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
bonum	bonum	fw-la	bonum	bonum	0
est	est	fw-la	est	est	0
sui	sui	fw-la	sui	svi	0
communicativum	communicativum	fw-la	communicativum	communicativum	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
here	here	av	here	here	0
are	are	vbr	are	be	0
Bona	Bona	np1	Bona	Bona	0
Throni	Throni	np1	Throni	Throni	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
Bona	Bona	fw-la	Bona	bona	0
Scabelli	Scabelli	np1	Scabelli	Scabelli	0
,	,	,	,	,	0
Goods	Goods	n2-j	Goods	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
,	,	,	,	,	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
Assurance	Assurance	n1	Assurance	assurance	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Nihil	Nihil	fw-la	Nihil	nihil	0
bonum	bonum	fw-la	bonum	bonum	0
sine	sine	fw-la	sine	sine	0
summo	summo	j	summo	summo	0
bono	bono	fw-la	bono	bono	0
.	.	.	.	.	1
Aug	Aug	np1	Aug	Aug	0
▪	▪	▪	▪	▪	0
Nothing	Nothing	pix	Nothing	nothing	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
good	good	j	good	good	0
.	.	.	.	.	1
Omne	Omne	fw-la	Omne	omne	0
bonum	bonum	fw-la	bonum	bonum	0
in	in	p-acp	in	in	0
summo	summo	j	summo	summo	0
bono	bono	fw-la	bono	bono	0
,	,	,	,	,	0
All	All	d	All	all	0
good	good	j	good	good	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
good	good	j	good	good	0
.	.	.	.	.	1
And	And	cc	And	and	0
Goods	Goods	n2-j	Goods	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Foot-stool	Foot-stool	n1	Footstool	footstool	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nors	nors	fw-la	nors	nors	0
,	,	,	,	,	0
Riches	Riches	n2	Riches	riches	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
A	A	dt	A	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
nough	nough	av-d	nough	nough	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
goods	goods	n2-j	goods	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Footstool	Footstool	n1	Footstool	footstool	0
to	to	pc-acp	to	to	0
sink	sink	vvi	sink	sink	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
have	have	vhi	have	have	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
nough	nough	av-d	nough	nough	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Mans	Mans	ng1	men	man	0
Happiness	Happiness	n1	Happiness	happiness	0
and	and	cc	and	and	0
Blessedness	Blessedness	n1	Blessedness	blessedness	0
,	,	,	,	,	0
his	his	po31	his	his	0
Felicity	Felicity	n1	Felicity	felicity	0
and	and	cc	and	and	0
Glory	Glory	n1	Glory	glory	0
,	,	,	,	,	0
lies	lies	vvz	lies	lie	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
possessing	possessing	n-vvg	possessing	possess	0
the	the	dt	the	the	0
Goods	Goods	n2-j	Goods	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
that	that	d	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hum	hum	uh	hum	humh	0
∣	∣	sy	∣	∣	0
bly	bly	zz	bly	bly	0
desire	desire	n1	desire	desire	0
you	you	pn22	you	you	0
seriously	seriously	av-j	seriously	serious	0
to	to	pc-acp	to	to	0
view	view	vvi	view	view	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
