Christian	Christian	njp	Christian	christian	0
Senators	Senators	n2	Senators	senator	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
above	above	p-acp	above	above	0
twelve	twelve	crd	twelve	twelve	0
years	years	n2	years	year	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
Dedicated	Dedicated	vvn	Dedicated	dedicate	0
a	a	dt	a	a	0
larger	larger	jc	larger	large	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Honourable	Honourable	j	Honourable	honourable	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
then	then	av	then	then	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
pious	pious	j	pious	pious	0
Mem	Mem	n1	Man	man	0
∣	∣	sy	∣	∣	0
bers	bers	zz	bers	bers	0
,	,	,	,	,	0
and	and	cc	and	and	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
high	high	j	high	high	0
esteem	esteem	n1	esteem	esteem	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
powerfull	powerfull	j	powerful	powerful	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Hosts	Hosts	n2	Hosts	host	0
,	,	,	,	,	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Ar	Ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
mies	mies	np2-n	mies	mie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
having	having	vhg	having	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
hopeful	hopeful	j	hopeful	hopeful	0
Conquerors	Conquerors	n2	Conquerors	conqueror	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
Adverse	Adverse	j	Adverse	adverse	0
Party	Party	n1	Party	party	0
,	,	,	,	,	0
and	and	cc	and	and	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
establish	establish	vvi	establish	establish	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sure	sure	j	sure	sure	0
Foundation	Foundation	n1	Foundation	foundation	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
confirm	confirm	vvi	confirm	confirm	0
the	the	dt	the	the	0
setled	setled	j-vvn	settled	settle	0
Mainte	Mainte	np1	Mainte	Mainte	0
∣	∣	sy	∣	∣	0
nance	nance	n1	nance	nance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
by	by	p-acp	by	by	0
Tythes	Tythes	n2	Tithes	tithe	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
