GENTLEMEN	GENTLEMEN	np1	GENTLEMEN	Gentlemen	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
fewe	fewe	d	few	few	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
their	their	po32	their	their	0
faultes	faultes	n2	faults	fault	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
fewer	fewer	d	fewer	few	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
great	great	j	great	great	0
number	number	n1	number	number	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
amend	amend	vvi	amend	amend	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Find	Find	vvb	Find	find	0
faults	faults	n2	faults	fault	0
,	,	,	,	,	0
could	could	vmd	could	can	0
neuer	neuer	av-x	never	never	0
yet	yet	av	yet	yet	0
get	get	vvi	get	get	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Adulation	Adulation	n1	Adulation	adulation	0
is	is	vbz	is	be	0
crept	crept	vvn	crept	creep	0
so	so	av	so	so	0
closely	closely	av-j	closely	close	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
bosomes	bosomes	n2	bosoms	bosom	0
,	,	,	,	,	0
that	that	cst	that	that	0
smoothing	smoothing	j-vvg	smoothing	smooth	0
Flat	Flat	j	Flat	flat	0
∣	∣	sy	∣	∣	0
terie	terie	n1	terie	terie	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
dearely	dearely	av-jn	dearly	dear	0
esteemed	esteemed	vvn	esteemed	esteem	0
,	,	,	,	,	0
then	then	av	then	then	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
prehending	prehending	vvg	prehending	prehend	0
Veritie	Veritie	n1	Verity	verity	0
.	.	.	.	.	1
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ill	ill	j-jn	ill	ill	0
beholding	beholding	vvg	beholding	behold	0
to	to	p-acp	to	to	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
that	that	cst	that	that	0
could	could	vmd	could	can	0
neuer	neuer	av-x	never	never	0
flatter	flatter	vvi	flatter	flatter	0
,	,	,	,	,	0
lispe	lispe	vvi	lisp	lisp	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
lye	lye	vvi	lie	lie	0
:	:	:	:	:	0
Na	Na	uh-dx	Nam	no	0
∣	∣	sy	∣	∣	0
ture	ture	np1-n	ture	ture	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
