MAY	MAY	vmb	MAY	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
wheras	wheras	cs	whereas	whereas	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
frind	frind	n1	friend	friend	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	c-acp	after	after	0
by	by	p-acp	by	by	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
,	,	,	,	,	0
I	I	pns11	I	i	0
perceived	perceived	vvd	perceived	perceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
insu	insu	fw-fr	insu	insu	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
was	was	vbds	was	be	0
willingly	willingly	av-j	willingly	willing	0
read	read	vvn	read	read	0
by	by	p-acp	by	by	0
divers	divers	j	diverse	diverse	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
persuasion	persuasion	n1	persuasion	persuasion	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
to	to	p-acp	to	to	0
godlines	godlines	n1	godliness	godliness	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
in	in	p-acp	in	in	0
manie	manie	d	many	many	0
points	points	n2	points	point	0
was	was	vbds	was	be	0
corruptly	corruptly	av-j	corruptly	corrupt	0
set	set	vvn	set	set	0
down	down	a-acp	down	down	0
:	:	:	:	:	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
the	the	dt	the	the	0
same	same	d	same	same	0
published	published	vvn	published	publish	0
againe	againe	av	again	again	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
better	better	jc	better	better	0
manner	manner	n1	manner	manner	0
than	than	cs	than	than	0
now	now	av	now	now	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
foorth	foorth	av	forth	forth	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
;	;	;	;	;	0
that	that	cst	that	that	0
so	so	av	so	so	0
the	the	dt	the	the	0
good	good	j	good	good	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
therof	therof	av	thereof	thereof	0
might	might	vmd	might	may	0
otherwise	otherwise	av	otherwise	otherwise	0
do	do	vdi	do	do	0
,	,	,	,	,	0
might	might	vmd	might	may	0
carrie	carrie	vvi	carry	carry	0
no	no	dx	no	no	0
hurt	hurt	n1	hurt	hurt	0
or	or	cc	or	or	0
danger	danger	n1	danger	danger	0
withal	withal	av	withal	withal	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
praevented	praevented	vvn	prevented	prevent	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
pains	pains	n2	pains	pain	0
,	,	,	,	,	0
both	both	av-d	both	both	0
to	to	pc-acp	to	to	0
purge	purge	vvi	purge	purge	0
it	it	pn31	it	it	0
of	of	pp-f	of	of	0
certain	certain	j	certain	certain	0
points	points	n2	points	point	0
that	that	cst	that	that	0
carried	carried	vvd	carried	carry	0
either	either	d	either	either	0
some	some	d	some	some	0
manifest	manifest	j	manifest	manifest	0
error	error	n1	error	error	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
some	some	d	some	some	0
other	other	j-jn	other	other	0
inconvenience	inconvenience	n1	inconvenience	inconvenience	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
join	join	vvi	join	join	0
another	another	j-jn	another	another	0
