May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Royal	Royal	j	Royal	royal	0
Highness	Highness	n1	Highness	highness	0
,	,	,	,	,	0
AS	AS	p-acp	AS	as	0
the	the	dt	the	the	0
Peace	Peace	n1	Peace	peace	0
of	of	pp-f	of	of	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
Royal	Royal	j	Royal	royal	0
Highness	Highness	n1	Highness	highness	0
excel	excel	vvi	excel	excel	0
∣	∣	sy	∣	∣	0
lently	lently	av-j	lently	lent	0
knows	knows	vvz	knows	know	0
and	and	cc	and	and	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
and	and	cc	and	and	0
safety	safety	n1	safety	safety	0
of	of	pp-f	of	of	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
great	great	j	great	great	0
ease	ease	n1	ease	ease	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
sist	sist	fw-la	sist	sist	0
in	in	fw-la	in	in	0
one	one	crd	one	one	0
short	short	j	short	short	0
,	,	,	,	,	0
easie	easie	j	easy	easy	0
rule	rule	n1	rule	rule	0
,	,	,	,	,	0
and	and	cc	and	and	0
equitable	equitable	j	equitable	equitable	0
,	,	,	,	,	0
well	well	av	well	well	0
maintain'd	maintain'd	vvn	maintained	maintain	0
,	,	,	,	,	0
and	and	cc	and	and	0
practic'd	practic'd	vvd	practiced	practise	0
,	,	,	,	,	0
The	The	dt	The	the	0
submission	submission	n1	submission	submission	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Creature	Creature	n1	Creature	creature	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
Creator	Creator	n1	Creator	creator	0
;	;	;	;	;	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Obedience	Obedience	n1	Obedience	obedience	0
of	of	pp-f	of	of	0
Inferiours	Inferiours	n2-jn	Inferiors	inferior	0
▪	▪	▪	▪	▪	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
low	low	j	low	low	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
respective	respective	j	respective	respective	0
Superiours	Superiours	n2-jn	Superiors	superior	0
over	over	p-acp	over	over	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Authority	Authority	n1	Authority	authority	0
,	,	,	,	,	0
and	and	cc	and	and	0
high	high	j	high	high	0
Character	Character	n1	Character	character	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
;	;	;	;	;	0
so	so	av	so	so	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
affirm'd	affirm'd	vvn	affirmed	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Peace	Peace	n1	Peace	peace	0
and	and	cc	and	and	0
welfare	welfare	n1	welfare	welfare	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
depends	depends	vvz	depends	depend	0
no	no	av-dx	no	no	0
less	less	dc	less	less	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
like	like	j	like	like	0
lesson	lesson	n1	lesson	lesson	0
and	and	cc	and	and	0
method	method	n1	method	method	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
what	what	r-crq	what	what	0
are	are	vbr	are	be	0
Conventicles	Conventicles	n2	Conventicles	conventicle	0
,	,	,	,	,	0
Schismes	Schismes	n2	Schisms	schism	0
,	,	,	,	,	0
Heresies	Heresies	n2	Heresies	heresy	0
,	,	,	,	,	0
Idolatries	Idolatries	n2	Idolatries	idolatry	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
disturbe	disturbe	vvi	disturb	disturb	0
the	the	dt	the	the	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
stroy	stroy	vvi	stroy	destroy	0
the	the	dt	the	the	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
like	like	av-j	like	like	0
