Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
SINCE	SINCE	c-acp	SINCE	since	0
my	my	po11	my	my	0
small	small	j	small	small	0
and	and	cc	and	and	0
short	short	j	short	short	0
Ac	Ac	fw-la	Ac	ac	0
∣	∣	sy	∣	∣	0
quaintance	quaintance	n1	quaintance	quaintance	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Ladyship	Ladyship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
be	be	vbb	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Admi	Admi	np1	Admi	Admi	0
∣	∣	sy	∣	∣	0
rers	rers	n2	rers	rer	0
(	(	(	(	(	0
amongst	amongst	p-acp	among	among	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
others	others	n2-jn	others	other	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
great	great	j	great	great	0
Gravity	Gravity	n1	Gravity	gravity	0
,	,	,	,	,	0
and	and	cc	and	and	0
peculiar	peculiar	j	peculiar	peculiar	0
Piety	Piety	n1	Piety	piety	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
our	our	po12	our	our	0
loose	loose	j	lose	loose	0
and	and	cc	and	and	0
debauched	debauched	j-vvn	debauched	debauch	0
Age	Age	n1	Age	age	0
:	:	:	:	:	0
Whereas	Whereas	cs	Whereas	whereas	0
other	other	n-jn	other	other	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
dies	dies	vvz	die	die	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
doth	doth	vdz	does	do	0
glory	glory	vvi	glory	glory	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
dies	dies	vvz	die	die	0
of	of	pp-f	of	of	0
Pleasure	Pleasure	n1	Pleasure	pleasure	0
too	too	av	too	too	0
.	.	.	.	.	1
(	(	(	(	(	0
Alas	Alas	uh	Alas	alas	0
,	,	,	,	,	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
but	but	p-acp	but	but	0
glory	glory	n1	glory	glory	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
own	own	d	own	own	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
Phil.	Phil.	np1	Phil.	Phil.	1
3.	3.	crd	3.	3.	0
19.	19.	crd	19.	19	0
)	)	)	)	)	1
Your	Your	po22	Your	your	0
Ladyship	Ladyship	n1	Ladyship	ladyship	0
doth	doth	vdz	does	do	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
steem	steem	zz	steem	steem	0
it	it	zz	it	it	0
your	your	po22	your	your	0
grea	grea	zz	grea	grea	0
∣	∣	sy	∣	∣	0
test	test	n1	test	test	0
Glory	Glory	n1	Glory	glory	0
,	,	,	,	,	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Lady	Lady	n1	Lady	lady	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
a	a	dt	a	a	0
Lady	Lady	n1	Lady	lady	0
of	of	pp-f	of	of	0
Holiness	Holiness	n1	Holiness	holiness	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
abundantly	abundantly	av-j	abundantly	abundant	0
demonstrated	demonstrated	vvn	demonstrated	demonstrate	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
pairing	pairing	vvg	pairing	pair	0
[	[	[	[	[	0
duely	duely	av-jn	duly	due	0
]	]	]	]	]	0
to	to	pc-acp	to	to	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
means	means	n2	means	mean	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
enjoy	enjoy	vvi	enjoy	enjoy	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
power	power	n1	power	power	0
and	and	cc	and	and	0
purity	purity	n1	purity	purity	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
knowledge	knowledge	n1	knowledge	knowledge	0
)	)	)	)	)	0
your	your	po22	your	your	0
upholding	upholding	vvg	upholding	uphold	0
[	[	[	[	[	0
daily	daily	j	daily	daily	0
]	]	]	]	]	0
the	the	dt	the	the	0
private	private	j	private	private	0
worship	worship	n1	worship	worship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Family	Family	n1	Family	family	0
.	.	.	.	.	1
This	This	np1	This	This	0
,	,	,	,	,	0
