THE	THE	dt	THE	the	0
Design	Design	n1	Design	design	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
to	to	p-acp	to	to	0
prove	prove	vvi	prove	prove	0
,	,	,	,	,	0
that	that	cst	that	that	0
Schisme	Schisme	n1	Schism	schism	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
improper	improper	j	improper	improper	0
to	to	pc-acp	to	to	0
submit	submit	vvi	submit	submit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cognizance	cognizance	n1	cognizance	cognizance	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Magistrate	Magistrate	n1	Magistrate	magistrate	0
,	,	,	,	,	0
the	the	dt	the	the	0
Peace	Peace	n1	Peace	peace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
State	State	n1	State	state	0
being	being	vbg	being	be	0
equally	equally	av-j	equally	equal	0
violated	violated	vvn	violated	violate	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
uni	uni	fw-la	uni	uni	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Veil	Veil	n1	Veil	veil	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
is	is	vbz	is	be	0
rent	rent	vvn	rend	rend	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
usually	usually	av-j	usually	usual	0
follow	follow	vvi	follow	follow	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
an	an	zz	an	an	0
Earth-quake	Earth-quake	n1	Earthquake	earthquake	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Land.	Land.	n1	Land.	land	0
—	—	—	—	—	0
Turn	Turn	n1	Turn	turn	0
tua	tua	fw-la	tua	tua	0
res	res	fw-la	res	res	0
agitur	agitur	fw-la	agitur	agitur	0
:	:	:	:	:	0
the	the	dt	the	the	0
same	same	d	same	same	0
persons	persons	n2	persons	person	0
that	that	cst	that	that	0
despise	despise	vvb	despise	despise	0
Aaron	Aaron	np1	Aaron	Aaron	0
,	,	,	,	,	0
do	do	vdb	do	do	0
affront	affront	vvi	affront	affront	0
Moses	Moses	np1	Moses	Moses	0
:	:	:	:	:	0
And	And	cc	And	and	0
indeed	indeed	av	indeed	indeed	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
so	so	av	so	so	0
knit	knit	vvn	knit	knit	0
and	and	cc	and	and	0
consolidated	consolidated	vvn	consolidated	consolidate	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ours	ours	png12	ours	we	0
are	are	vbr	are	be	0
,	,	,	,	,	0
(	(	(	(	(	0
Where	Where	c-crq	Where	where	0
the	the	dt	the	the	0
King	King	n1	King	king	0
is	is	vbz	is	be	0
through	through	p-acp	through	through	0
God's	God's	npg1	God's	God	0
good	good	j	good	good	0
providence	providence	n1	providence	providence	0
,	,	,	,	,	0
a	a	dt	a	a	0
Nursing-father	Nursing-father	n1	Nursing-father	nursing-father	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
professeth	professeth	vvz	professes	profess	0
himself	himself	px31	himself	himself	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
communion	communion	n1	communion	communion	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hath	hath	vhz	hath	have	0
graci	graci	fw-la	graci	graci	0
∣	∣	sy	∣	∣	0
ously	ously	av-j	ously	ous	0
obliged	obliged	vvn	obliged	oblige	0
himself	himself	px31	himself	himself	0
by	by	p-acp	by	by	0
Oath	Oath	n1	Oath	oath	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
rights	rights	n2-jn	rights	right	0
and	and	cc	and	and	0
priviledges	priviledges	n2	privileges	privilege	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
end	end	n1	end	end	0
hath	hath	vhz	hath	have	0
established	established	vvn	established	establish	0
many	many	d	many	many	0
good	good	j	good	good	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
by	by	p-acp	by	by	0
Statute	Statute	n1	Statute	statute	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
Canons	Canons	n2	Canons	canon	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
also	also	av	also	also	0
the	the	dt	the	the	0
King's	King's	ng1	King's	king	0
Laws	Laws	n2	Laws	law	0
:	:	:	:	:	0
)	)	)	)	)	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
on	on	p-acp	on	on	0
her	her	po31	her	her	0
part	part	n1	part	part	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
external	external	j	external	external	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
order	order	n1	order	order	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tirely	tirely	av-j	tirely	tire	0
acknowledgeth	acknowledgeth	vvz	acknowledgeth	acknowledge	0
her	her	po31	her	her	0
dependance	dependance	n1	dependence	dependence	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Defender	Defender	n1	Defender	defender	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
she	she	pns31	she	she	0
professeth	professeth	vvz	professes	profess	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
as	as	c-acp	as	as	0
Civil	Civil	j	Civil	civil	0
,	,	,	,	,	0
supreme	supreme	j	supreme	supreme	0
Moderator	Moderator	n1	Moderator	moderator	0
and	and	cc	and	and	0
Governor	Governor	n1	Governor	governor	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
indispensable	indispensable	j	indispensable	indispensable	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
so	so	av	so	so	0
obli	obli	j	obli	obli	0
∣	∣	sy	∣	∣	0
ged	ged	vvn	ged	ge	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
