WHEN	WHEN	c-crq	WHEN	when	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
Repair	Repair	n1	Repair	repair	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Object	Object	n1	Object	object	0
Britannia's	Britannia's	npg1	Britannia's	britannia	0
Eyes	Eyes	n2	Eyes	eye	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
intently	intently	av-j	intently	intent	0
fixt	fixt	vvn	fixed	fix	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
beholding	beholding	vvg	beholding	behold	0
with	with	p-acp	with	with	0
Joy	Joy	n1	Joy	joy	0
and	and	cc	and	and	0
Admiration	Admiration	n1	Admiration	admiration	0
.	.	.	.	.	1
With	With	p-acp	With	with	0
Joy	Joy	n1	Joy	joy	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
she	she	pns31	she	she	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
her	her	pno31	her	she	0
Addres	Addres	vvi	Address	address	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
ease	ease	n1	ease	ease	0
and	and	cc	and	and	0
freedom	freedom	n1	freedom	freedom	0
.	.	.	.	.	1
With	With	p-acp	With	with	0
Ad	Ad	fw-la	Ad	ad	0
∣	∣	sy	∣	∣	0
miration	miration	n1	miration	miration	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
perform	perform	vvi	perform	perform	0
your	your	po22	your	your	0
Un	Un	fw-fr	Un	un	0
∣	∣	sy	∣	∣	0
dertakings	dertakings	n2-vvg	dertakings	dertaking	0
.	.	.	.	.	1
The	The	dt	The	the	0
Third	Third	ord	Third	three	0
House	House	n1	House	house	0
comprising	comprising	vvg	comprising	comprise	0
both	both	d	both	both	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Heav'ns	Heav'ns	ng2	Heavens	heaven	0
the	the	dt	the	the	0
Terraqueous	Terraqueous	j	Terraqueous	terraqueous	0
Globe	Globe	n1	Globe	globe	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Roy	Roy	n1	Roy	roy	0
∣	∣	sy	∣	∣	0
al	al	d	all	all	0
Pallace	Pallace	n1	Palace	palace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
British	British	jp	British	british	0
Monarch	Monarch	n1	Monarch	monarch	0
;	;	;	;	;	0
whose	whose	rg-crq	whose	who	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
,	,	,	,	,	0
conveying	conveying	vvg	conveying	convey	0
Life	Life	n1	Life	life	0
and	and	cc	and	and	0
Lustre	Lustre	n1	Lustre	lustre	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
compleats	compleats	vvz	completes	complete	0
our	our	po12	our	our	0
England's	England's	npg1	England's	England	0
Glory	Glory	n1	Glory	glory	0
:	:	:	:	:	0
And	And	cc	And	and	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
,	,	,	,	,	0
your	your	po22	your	your	0
Access	Access	n1	Access	access	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
free	free	j	free	free	0
as	as	c-acp	as	as	0
ours	ours	png12	ours	we	0
is	is	vbz	is	be	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Britannia	Britannia	np1	Britannia	Britannia	0
thus	thus	av	thus	thus	0
lives	lives	vvz	lives	live	0
and	and	cc	and	and	0
moves	moves	vvz	moves	move	0
;	;	;	;	;	0
the	the	dt	the	the	0
Al	Al	d	All	all	0
∣	∣	sy	∣	∣	0
mighty	mighty	j	mighty	mighty	0
God	God	np1	God	God	0
having	having	vhg	having	have	0
given	given	vvn	given	give	0
her	her	pno31	her	she	0
so	so	av	so	so	0
excellent	excellent	j	excellent	excellent	0
a	a	av	a	a	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
.	.	.	.	.	1
And	And	cc	And	and	0
here's	here's	av|vbz	here's	here|be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
happy	happy	j	happy	happy	0
Union	Union	n1	Union	union	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Three	Three	crd	Three	three	0
,	,	,	,	,	0
composing	composing	vvg	composing	compose	0
that	that	cst	that	that	0
Noble	Noble	j	Noble	noble	0
Body	Body	n1	Body	body	0
,	,	,	,	,	0
the	the	dt	the	the	0
King	King	n1	King	king	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
Barons	Barons	n2	Barons	baron	0
,	,	,	,	,	0
and	and	cc	and	and	0
Commons	Commons	n2	Commons	commons	0
.	.	.	.	.	1
The	The	dt	The	the	0
good	good	j	good	good	0
Constitution	Constitution	n1	Constitution	constitution	0
of	of	pp-f	of	of	0
health	health	n1	health	health	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Body	Body	n1	Body	body	0
,	,	,	,	,	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
very	very	av	very	very	0
illustrious	illustrious	j	illustrious	illustrious	0
now	now	av	now	now	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Ancestors	Ancestors	n2	Ancestors	ancestor	0
;	;	;	;	;	0
tho	tho	cs	though	though	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
several	several	j	several	several	0
happy	happy	j	happy	happy	0
Reigns	Reigns	vvz	Reigns	reign	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Eyes	Eyes	n2	Eyes	eye	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Europe	Europe	np1	Europe	Europe	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
Britannia	Britannia	fw-la	Britannia	britannia	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Body	Body	n1	Body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
finest	finest	js	finest	fine	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
brick	brick	n1	brick	brick	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
Curious	Curious	j	Curious	curious	0
Composure	Composure	n1	Composure	composure	0
:	:	:	:	:	0
Even	Even	av	Even	even	0
Majesty	Majesty	n1	Majesty	majesty	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
making	making	vvg	making	make	0
long	long	av-j	long	long	0
Voyages	Voyages	n2	Voyages	voyage	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
a	a	dt	a	a	0
Solomon	Solomon	np1	Solomon	Solomon	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
the	the	dt	the	the	0
Queen	Queen	n1	Queen	queen	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
South	South	n1	South	south	0
came	came	vvd	came	come	0
from	from	p-acp	from	from	0
far	far	av-j	far	far	0
unto	unto	p-acp	unto	unto	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
North	North	n1	North	north	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
London	London	np1	London	London	0
.	.	.	.	.	1
The	The	dt	The	the	0
Queen	Queen	n1	Queen	queen	0
of	of	pp-f	of	of	0
Sheba	Sheba	np1	Sheba	Sheba	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
that	that	d	that	that	0
Prince	Prince	n1	Prince	prince	0
who	who	r-crq	who	who	0
built	built	vvd	built	build	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Temple	Temple	n1	Temple	temple	0
.	.	.	.	.	1
The	The	dt	The	the	0
second	second	ord	second	second	0
Tabernacle	Tabernacle	n1	Tabernacle	tabernacle	0
then	then	av	then	then	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
is	is	vbz	is	be	0
building	building	vvg	building	build	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
serves	serves	vvz	serves	serve	0
certainly	certainly	av-j	certainly	certain	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Royal	Royal	j	Royal	royal	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Wise	Wise	j	Wise	wise	0
hearted	hearted	j-vvn	hearted	heart	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
being	being	vbg	being	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
Excellent	Excellent	j	Excellent	excellent	0
than	than	cs	than	than	0
the	the	dt	the	the	0
first	first	ord	first	first	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
unseen	unseen	j	unseen	unseen	0
are	are	vbr	are	be	0
more	more	dc	more	more	0
than	than	cs	than	than	0
seen	seen	vvn	seen	see	0
things	things	n2	things	thing	0
;	;	;	;	;	0
Spiritual	Spiritual	np1	Spiritual	Spiritual	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
Temporal	Temporal	j	Temporal	temporal	0
Glory	Glory	n1	Glory	glory	0
;	;	;	;	;	0
an	an	dt	and	a	0
house	house	n1	house	house	0
not	not	xx	not	not	0
made	made	vvn	made	make	0
with	with	p-acp	with	with	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
the	the	dt	the	the	0
stateliest	stateliest	av-js	stateliest	stately	0
Pile	Pile	n1	Pile	pile	0
of	of	pp-f	of	of	0
Building	Building	n1	Building	building	0
upon	upon	p-acp	upon	upon	0
Earth	Earth	n1	Earth	earth	0
;	;	;	;	;	0
the	the	dt	the	the	0
Gates	Gates	n2	Gates	gate	0
of	of	pp-f	of	of	0
Sion	Sion	np1	Sion	Zion	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
dwellings	dwellings	n2	dwellings	dwelling	0
of	of	pp-f	of	of	0
Jacob.	Jacob.	np1	Jacob.	Jacob.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
Temples	Temples	n2	Temples	temple	0
made	made	vvn	made	make	0
with	with	p-acp	with	with	0
hands	hands	n2	hands	hand	0
which	which	r-crq	which	which	0
delight	delight	vvb	delight	delight	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
Mens	Mens	ng2	Men's	man	0
Spirits	Spirits	n2	Spirits	spirit	0
and	and	cc	and	and	0
Bodys	Bodys	n2	Bodies	body	0
,	,	,	,	,	0
cleansed	cleansed	vvn	cleansed	cleanse	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
and	and	cc	and	and	0
prepar'd	prepar'd	vvd	prepared	prepare	0
:	:	:	:	:	0
Typified	Typified	vvn	Typified	typify	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
Lords	Lords	n2	Lords	lord	0
sweeping	sweeping	vvg	sweeping	sweep	0
out	out	av	out	out	0
the	the	dt	the	the	0
Defilements	Defilements	n2	Defilements	defilement	0
of	of	pp-f	of	of	0
Jeru	Jeru	np1	Jeru	Jeru	0
∣	∣	sy	∣	∣	0
salems	salems	n2	salems	salem	0
Temple	Temple	n1	Temple	temple	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
the	the	dt	the	the	0
CHƲRCH	CHƲRCH	n1	CHƲRCH	chʋrch	0
OF	OF	pp-f	OF	of	0
ENGLAND	ENGLAND	np1	ENGLAND	England	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
she	she	pns31	she	she	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Take	Take	vvb	Take	take	0
not	not	xx	not	not	0
thy	thy	po21	thy	thy	0
Holy	Holy	j	Holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
Begs	Begs	vvz	Begs	beg	0
that	that	cst	that	that	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
clean	clean	j	clean	clean	0
our	our	po12	our	our	0
Hearts	Hearts	n2	Hearts	heart	0
within	within	p-acp	within	within	0
us	us	pno12	us	we	0
;	;	;	;	;	0
Plainly	Plainly	av-j	Plainly	plain	0
evincing	evincing	vvg	evincing	evince	0
that	that	cst	that	that	0
an	an	dt	and	a	0
unclean	unclean	j	unclean	unclean	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
does	does	vdz	does	do	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
bable	bable	n1	babble	babble	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Petition	Petition	vvb	Petition	petition	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Spirits	Spirits	ng1	Spirits	spirit	0
residence	residence	n1	residence	residence	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
if	if	cs	if	if	0
these	these	d	these	these	0
three	three	crd	three	three	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
dwells	dwells	vvz	dwells	dwell	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
do	do	vdb	do	do	0
begin	begin	vvi	begin	begin	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
such	such	d	such	such	0
Preparation	Preparation	n1	Preparation	preparation	0
;	;	;	;	;	0
The	The	dt	The	the	0
Countrey	Countrey	n1	Country	country	0
will	will	vmb	will	will	0
also	also	av	also	also	0
cer	cer	fw-la	cer	cer	0
∣	∣	sy	∣	∣	0
tainly	tainly	av-j	tainly	tain	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
sensible	sensible	j	sensible	sensible	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Duty	Duty	n1	Duty	duty	0
:	:	:	:	:	0
And	And	cc	And	and	0
then	then	av	then	then	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
hear	hear	vvi	hear	hear	0
that	that	cst	that	that	0
blessed	blessed	j-vvn	blessed	bless	0
Proclamation	Proclamation	n1	Proclamation	proclamation	0
,	,	,	,	,	0
Prepare	Prepare	vvb	Prepare	prepare	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
thy	thy	po21	thy	thy	0
God	God	n1	God	god	0
O	O	uh	Oh	oh	0
Israel	Israel	np1	Israel	Israel	0
!	!	!	!	!	1
The	The	dt	The	the	0
Essentials	Essentials	n2-jn	Essentials	essential	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Leet	Leet	n1	Leet	leet	0
seem	seem	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Romans	Romans	njp2	Roman	roman	0
were	were	vbdr	were	be	0
called	called	vvn	called	call	0
,	,	,	,	,	0
Fasti	Fasti	fw-la	Fasti	fasti	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Praetor	Praetor	n1	Praetor	praetor	0
might	might	vmd	might	may	0
keep	keep	vvi	keep	keep	0
a	a	dt	a	a	0
Court	Court	n1	Court	court	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
without	without	p-acp	without	without	0
these	these	d	these	these	0
three	three	crd	three	three	0
words	words	n2	words	word	0
spoken	spoken	vvn	spoken	speak	0
,	,	,	,	,	0
Do	Do	vdb	Do	do	0
,	,	,	,	,	0
