May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
HAving	HAving	vhg	HAving	have	0
undertaken	undertaken	vvn	undertaken	undertake	0
to	to	pc-acp	to	to	0
collect	collect	vvi	collect	collect	0
a	a	dt	a	a	0
short	short	j	short	short	0
Account	Account	vvb	Account	account	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Roman	Roman	njp	Roman	roman	0
Affairs	Affairs	n2	Affairs	affair	0
,	,	,	,	,	0
I	I	pns11	I	i	0
here	here	av	here	here	0
presume	presume	vvb	presume	presume	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
;	;	;	;	;	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
Performance	Performance	n1	Performance	performance	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
degree	degree	n1	degree	degree	0
answer	answer	vvi	answer	answer	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
the	the	dt	the	the	0
Nobleness	Nobleness	n1	Nobleness	nobleness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Greatness	Greatness	n1	Greatness	greatness	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Lordship's	Lordship's	ng1	Lordship's	lordship	0
Skill	Skill	n1	Skill	skill	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
po	po	n1	po	po	0
∣	∣	sy	∣	∣	0
liter	liter	fw-la	liter	liter	0
Parts	Parts	n2	Parts	part	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
justly	justly	av-j	justly	just	0
hope	hope	vvi	hope	hope	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
acceptable	acceptable	j	acceptable	acceptable	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
how	how	q-crq	how	how	0
mean	mean	vvb	mean	mean	0
soever	soever	av	soever	soever	0
the	the	dt	the	the	0
Performance	Performance	n1	Performance	performance	0
is	is	vbz	is	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
still	still	av	still	still	0
some	some	d	some	some	0
fair	fair	j	fair	fair	0
Prospect	Prospect	n1	Prospect	prospect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Design	Design	n1	Design	design	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
almost	almost	av	almost	almost	0
assur'd	assur'd	vvn	assured	assure	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
Your	Your	po22	Your	your	0
Lordship's	Lordship's	ng1	Lordship's	lordship	0
generous	generous	j	generous	generous	0
Inclinations	Inclinations	n2	Inclinations	inclination	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
promote	promote	vvi	promote	promote	0
the	the	dt	the	the	0
best	best	js	best	best	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
useful	useful	j	useful	useful	0
Parts	Parts	n2	Parts	part	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
a	a	dt	a	a	0
Design	Design	n1	Design	design	0
,	,	,	,	,	0
cou'd	cou'd	vmd	could	can	0
not	not	xx	not	not	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
Means	Means	n2	Means	mean	0
,	,	,	,	,	0
be	be	vbb	be	be	0
so	so	av	so	so	0
acceptable	acceptable	j	acceptable	acceptable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
Advantage	Advantage	n1	Advantage	advantage	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
