THE	THE	dt	THE	the	0
first	first	ord	first	first	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
meditations	meditations	n2	meditations	meditation	0
upon	upon	p-acp	upon	upon	0
these	these	d	these	these	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
viour	viour	n1	viour	viour	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Disciples	Disciples	n2	Disciples	disciple	0
,	,	,	,	,	0
(	(	(	(	(	0
John	John	np1	John	John	0
14.1	14.1	crd	14.1	14.1	0
.	.	.	.	.	1
)	)	)	)	)	0
is	is	vbz	is	be	0
known	known	vvn	known	know	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
and	and	cc	and	and	0
another	another	j-jn	another	another	0
person	person	n1	person	person	0
whose	whose	rg-crq	whose	who	0
contentment	contentment	n1	contentment	contentment	0
I	I	pns11	I	i	0
exceedingly	exceedingly	av-vvg	exceedingly	exceed	0
desired	desired	vvd	desired	desire	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
publication	publication	n1	publication	publication	0
is	is	vbz	is	be	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
more	more	dc	more	more	0
then	then	cs	then	than	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
use	use	n1	use	use	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
first	first	ord	first	first	0
transcribed	transcribed	vvn	transcribed	transcribe	0
a	a	dt	a	a	0
good	good	j	good	good	0
while	while	n1	while	while	0
ago	ago	av	ago	ago	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
trouble	trouble	vvi	trouble	trouble	0
the	the	dt	the	the	0
world	world	n1	world	world	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
an	an	dt	and	a	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
believe	believe	vvi	believe	believe	0
(	(	(	(	(	0
its	its	pn31|vbz	its	it|be	0
like	like	j	like	like	0
)	)	)	)	)	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
comes	comes	vvz	comes	come	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
own	own	d	own	own	0
proper	proper	j	proper	proper	0
motion	motion	n1	motion	motion	0
and	and	cc	and	and	0
incli	incli	n2	incli	incli	0
∣	∣	sy	∣	∣	0
nation	nation	n1	nation	nation	0
to	to	p-acp	to	to	0
send	send	vvi	send	send	0
them	them	pno32	them	they	0
abroad	abroad	av	abroad	abroad	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ordinary	ordinary	j	ordinary	ordinary	0
reason	reason	n1	reason	reason	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
importunity	importunity	n1	importunity	importunity	0
of	of	pp-f	of	of	0
friends	friends	n2	friends	friend	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
by	by	p-acp	by	by	0
none	none	pix	none	none	0
but	but	cc-acp	but	but	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
a	a	dt	a	a	0
friend	friend	n1	friend	friend	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
more	more	av-dc	more	more	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
why	why	c-crq	why	why	0
they	they	pns32	they	they	0
address	address	vvb	address	address	0
themselves	themselves	px32	themselves	themselves	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
known	known	vvn	known	know	0
best	best	js	best	best	0
