BEing	BEing	vbg	BEing	be	0
willing	willing	j	willing	willing	0
(	(	(	(	(	0
Right	Right	n-jn	Right	right	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nourable	nourable	j	nourable	nourable	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
verie	verie	j	very	very	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
World	World	n1	World	world	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
some	some	d	some	some	0
publike	publike	j	public	public	0
testimonie	testimonie	n1	testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
dty	dty	j	dty	dty	0
,	,	,	,	,	0
and	and	cc	and	and	0
vfi	vfi	n2	vfi	vfi	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
good	good	j	good	good	0
will	will	n1	will	will	0
towards	towards	p-acp	towards	towards	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
way	way	n1	way	way	0
performe	performe	vvi	perform	perform	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
dedicating	dedicating	j-vvg	dedicating	dedicate	0
these	these	d	these	these	0
poore	poore	j	poor	poor	0
labours	labours	n2	labours	labour	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
shrowded	shrowded	vvn	shrouded	shroud	0
and	and	cc	and	and	0
harboured	harboured	vvn	harboured	harbour	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
fauoura	fauoura	fw-la	fauoura	fauoura	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
protection	protection	n1	protection	protection	0
;	;	;	;	;	0
beseeching	beseeching	vvg	beseeching	beseech	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
this	this	d	this	this	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
bounden	bounden	vvn	bounden	bind	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
tie	tie	zz	tie	tie	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
craue	craue	vvb	crave	crave	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
defen	defen	vvb	defen	defen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
GOD	GOD	np1	GOD	God	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
