Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Have	Have	vhb	Have	have	0
presumed	presumed	vvn	presumed	presume	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
fa	fa	fw-it	fa	fa	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
to	to	p-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
labour	labour	n1	labour	labour	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
not	not	xx	not	not	0
doubting	doubting	vvg	doubting	doubt	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
favour	favour	n1	favour	favour	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
acceptance	acceptance	n1	acceptance	acceptance	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
desireth	desireth	vvz	desires	desire	0
your	your	po22	your	your	0
further	further	jc	further	further	0
increase	increase	n1	increase	increase	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
many	many	d	many	many	0
testimonies	testimonies	n2	testimonies	testimony	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
Religion	Religion	n1	Religion	religion	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
carefull	carefull	j	careful	careful	0
walking	walking	n-vvg	walking	walk	0
in	in	p-acp	in	in	0
piety	piety	n1	piety	piety	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
good	good	j	good	good	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
rejoyced	rejoyced	vvn	rejoiced	rejoice	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
go	go	vvi	go	go	0
on	on	a-acp	on	on	0
till	till	c-acp	till	till	0
you	you	pn22	you	you	0
receive	receive	vvb	receive	receive	0
the	the	dt	the	the	0
crown	crown	n1	crown	crown	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
