THis	THis	d	THis	this	0
,	,	,	,	,	0
amongst	amongst	p-acp	among	among	0
other	other	j-jn	other	other	0
reasons	reasons	n2	reasons	reason	0
(	(	(	(	(	0
Most	Most	av-ds	Most	most	0
Illu	Illu	zz	Illu	illu	0
∣	∣	sy	∣	∣	0
strious	strious	j	strious	strious	0
Prince	Prince	n1	Prince	prince	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
prevailed	prevailed	vvd	prevailed	prevail	0
with	with	p-acp	with	with	0
mee	mee	pno11	me	i	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publication	publication	n1	publication	publication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
prime	prime	j-jn	prime	prime	0
and	and	cc	and	and	0
prin	prin	fw-mi	prin	prin	0
∣	∣	sy	∣	∣	0
cipall	cipall	j-jn	cipall	cipall	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
give	give	vvi	give	give	0
notice	notice	n1	notice	notice	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
either	either	d	either	either	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
ignorance	ignorance	n1	ignorance	ignorance	0
or	or	cc	or	or	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
judge	judge	vvi	judge	judge	0
aright	aright	av	aright	aright	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
;	;	;	;	;	0
that	that	cst	that	that	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
why	why	c-crq	why	why	0
that	that	cst	that	that	0
same	same	d	same	same	0
solemne	solemne	j	solemn	solemn	0
Am	Am	vbm	Am	be	0
∣	∣	sy	∣	∣	0
bassage	bassage	n1	bassage	bassage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
incomparable	incomparable	j	incomparable	incomparable	0
Peere	Peere	n1	Peer	peer	0
,	,	,	,	,	0
THOMAS	THOMAS	np1	THOMAS	Thomas	0
HOVVARD	HOVVARD	np1	HOVVARD	HOVVARD	0
,	,	,	,	,	0
Earle	Earle	n1	Earl	earl	0
of	of	pp-f	of	of	0
Arundell	Arundell	np1	Arundell	Arundel	0
and	and	cc	and	and	0
Surry	Surry	np1	Surry	Surry	0
,	,	,	,	,	0
lately	lately	av-j	lately	late	0
performed	performed	vvn	performed	perform	0
in	in	p-acp	in	in	0
Germany	Germany	np1	Germany	Germany	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
restitution	restitution	n1	restitution	restitution	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Palatinate	Palatinate	n1	Palatinate	palatinate	0
,	,	,	,	,	0
both	both	av-d	both	both	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
commission	commission	n1	commission	commission	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
dispatched	dispatched	vvn	dispatched	dispatch	0
,	,	,	,	,	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
happy	happy	j	happy	happy	0
conclusion	conclusion	n1	conclusion	conclusion	0
;	;	;	;	;	0
was	was	vbds	was	be	0
,	,	,	,	,	0
neither	neither	av-d	neither	neither	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
renowned	renowned	j-vvn	renowned	renown	0
King	King	n1	King	king	0
CHARLES	CHARLES	np1	CHARLES	Charles	0
,	,	,	,	,	0
Your	Your	po22	Your	your	0
Vncle	Vncle	n1	Uncle	uncle	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
upon	upon	p-acp	upon	upon	0
honest	honest	j	honest	honest	0
conditions	conditions	n2	conditions	condition	0
and	and	cc	and	and	0
demands	demands	n2	demands	demand	0
,	,	,	,	,	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
suffer	suffer	vvi	suffer	suffer	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
moderate	moderate	j	moderate	moderate	0
,	,	,	,	,	0
