BRethren	BRethren	ng1	BRethren	brethren	0
,	,	,	,	,	0
my	my	po11	my	my	0
hearts	hearts	n2	hearts	heart	0
desire	desire	vvb	desire	desire	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
our	our	po12	our	our	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
saued	saued	vvn	saved	save	0
:	:	:	:	:	0
Saued	Saued	vvd	Saved	save	0
tem	tem	n1	tem	tem	0
∣	∣	sy	∣	∣	0
porally	porally	av-j	porally	poral	0
,	,	,	,	,	0
saued	saued	vvd	saved	save	0
eternally	eternally	av-j	eternally	eternal	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
desire	desire	n1	desire	desire	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
my	my	po11	my	my	0
mouth	mouth	n1	mouth	mouth	0
speaketh	speaketh	vvz	speaks	speak	0
.	.	.	.	.	1
True	True	j	True	true	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
encrease	encrease	vvi	increase	increase	0
the	the	dt	the	the	0
vnnecessary	vnnecessary	j	unnecessary	unnecessary	0
burthen	burthen	n1	burden	burden	0
of	of	pp-f	of	of	0
words	words	n2	words	word	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
world	world	n1	world	world	0
groneth	groneth	vvz	groans	groan	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
therefore	therefore	av	therefore	therefore	0
necessarie	necessarie	j	necessary	necessary	0
words	words	n2	words	word	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
retained	retained	vvn	retained	retain	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
said	said	vvd	said	say	0
in	in	p-acp	in	in	0
the	the	pno32	thee	they	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	uh	mere	mer	0
,	,	,	,	,	0
so	so	av	so	so	0
may	may	vmb	may	may	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
say	say	vvi	say	say	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
latter	latter	d	latter	latter	0
,	,	,	,	,	0
Is	Is	vbz	Is	be	0
there	there	pc-acp	there	there	0
not	not	xx	not	not	0
a	a	dt	a	a	0
cause	cause	n1	cause	cause	0
?	?	?	?	?	1
Is	Is	vbz	Is	be	0
there	there	pc-acp	there	there	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
more	more	dc	more	more	0
physick	physick	n1	physic	physic	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
more	more	dc	more	more	0
diseases	diseases	n2	diseases	disease	0
?	?	?	?	?	1
Neuerthe	Neuerthe	np1	Neuerthe	Neuerthe	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
these	these	d	these	these	0
are	are	vbr	are	be	0
thrifty	thrifty	j	thrifty	thrifty	0
ad	ad	cc	and	and	0
∣	∣	sy	∣	∣	0
ditions	ditions	n2	ditions	dition	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
measure	measure	n1	measure	measure	0
&	&	cc	&	and	0
manner	manner	n1	manner	manner	0
.	.	.	.	.	1
That	That	cst	That	that	0
is	is	vbz	is	be	0
added	added	vvn	added	add	0
which	which	r-crq	which	which	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
neces	neces	n2	nieces	niece	0
∣	∣	sy	∣	∣	0
sary	sary	j	sary	sary	0
;	;	;	;	;	0
and	and	cc	and	and	0
where	where	q-crq	where	where	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
already	already	av	already	already	0
done	done	vdn	done	do	0
,	,	,	,	,	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
rected	rected	vvn	rected	rect	0
to	to	pc-acp	to	to	0
fetch	fetch	vvi	fetch	fetch	0
new	new	j	new	new	0
health	health	n1	health	health	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
Medicines	Medicines	n2	Medicines	medicine	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
indeed	indeed	av	indeed	indeed	0
a	a	dt	a	a	0
Medicine	Medicine	n1	Medicine	medicine	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
accounted	accounted	vvn	accounted	account	0
old	old	j	old	old	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
Fashionists	Fashionists	np1	Fashionists	Fashionists	0
terme	terme	vvi	term	term	0
oldnesse	oldnesse	n1	oldness	oldness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
new	new	j	new	new	0
health	health	n1	health	health	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
gotten	gotten	vvn	got	get	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
dily	dily	av-j	dily	dy	0
sicknesse	sicknesse	n1	sickness	sickness	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
loathe	loathe	vvi	loathe	loathe	0
a	a	dt	a	a	0
Medicine	Medicine	n1	Medicine	medicine	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
cure	cure	vvi	cure	cure	0
him	him	pno31	him	he	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
hee	hee	pns31	he	he	0
knowes	knowes	vvz	knows	know	0
it	it	pn31	it	it	0
:	:	:	:	:	0
much	much	av-d	much	much	0
lesse	lesse	dc	less	less	0
will	will	vmb	will	will	0
hee	hee	pns31	he	he	0
auoide	auoide	vvi	avoid	avoid	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
throughly	throughly	av-j	thoroughly	thorough	0
recouered	recouered	vvn	recovered	recover	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
thereby	thereby	av	thereby	thereby	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
already	already	av	already	already	0
recouered	recouered	vvn	recovered	recover	0
.	.	.	.	.	1
And	And	cc	And	and	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
should	should	vmd	should	shall	0
any	any	d	any	any	0
man	man	n1	man	man	0
thinke	thinke	vvi	think	think	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Receipt	Receipt	n1	Receipt	receipt	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
ta	ta	uh	ta	ta	0
∣	∣	sy	∣	∣	0
