Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
IF	IF	cs	IF	if	0
I	I	pns11	I	i	0
promise	promise	vvb	promise	promise	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
the	the	dt	the	the	0
common	common	j	common	common	0
ends	ends	n2	ends	end	0
of	of	pp-f	of	of	0
Dedications	Dedications	n2	Dedications	dedication	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
condemn	condemn	vvi	condemn	condemn	0
mee	mee	pno11	me	i	0
as	as	p-acp	as	as	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
worthy	worthy	j-jn	worthy	worthy	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
aimes	aimes	n2	aims	aim	0
.	.	.	.	.	1
I	I	pns11	I	i	0
slatter	slatter	vvb	slatter	flatter	0
not	not	xx	not	not	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
too	too	av	too	too	0
many	many	d	many	many	0
fawning	fawning	j-vvg	fawning	fawn	0
Scriblers	Scriblers	n2	Scribblers	scribbler	0
do	do	vdb	do	do	0
,	,	,	,	,	0
whilst	whilst	cs	while	while	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
this	this	d	this	this	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
your	your	po22	your	your	0
piety	piety	n1	piety	piety	0
and	and	cc	and	and	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
hath	hath	vhz	hath	have	0
tyed	tyed	vvn	tied	tie	0
mee	mee	pno11	me	i	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
spiritual	spiritual	j	spiritual	spiritual	0
bonds	bonds	n2	bonds	bond	0
:	:	:	:	:	0
Neither	Neither	av-dx	Neither	neither	0
can	can	vmb	can	can	0
I	I	pns11	I	i	0
judge	judge	vvi	judge	judge	0
my	my	po11	my	my	0
self	self	n1	self	self	0
base	base	j	base	base	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
design	design	n1	design	design	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
to	to	pc-acp	to	to	0
ingratiate	ingratiate	vvi	ingratiate	ingratiate	0
my	my	po11	my	my	0
self	self	n1	self	self	0
more	more	av-dc	more	more	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
favour	favour	n1	favour	favour	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
