YOu	YOu	pn22	YOu	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
pleas'd	pleas'd	vvn	pleased	please	0
Calista	Calista	np1	Calista	Calista	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
that	that	cst	that	that	0
my	my	po11	my	my	0
last	last	ord	last	last	0
follies	follies	n2	follies	folly	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
publick	publick	j	public	public	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
that	that	d	that	that	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
diversion	diversion	n1	diversion	diversion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
destin'd	destin'd	vvn	destined	destine	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
own	own	d	own	own	0
;	;	;	;	;	0
sure	sure	av-j	sure	sure	0
'tis	'tis	pn31|vbz	it's	it|be	0
a	a	dt	a	a	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
goodness	goodness	n1	goodness	goodness	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
person	person	n1	person	person	0
that	that	cst	that	that	0
never	never	av-x	never	never	0
wanted	wanted	vvd	wanted	want	0
zeal	zeal	n1	zeal	zeal	0
or	or	cc	or	or	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
spect	spect	vvn	specked	speck	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
last	last	ord	last	last	0
proof	proof	n1	proof	proof	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
obedi	obedi	n1	obedi	obedi	0
∣	∣	sy	∣	∣	0
ence	ence	av	ence	ence	0
hath	hath	vhz	hath	have	0
testified	testified	vvn	testified	testify	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
submission	submission	n1	submission	submission	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
sign'd	sign'd	vvn	signed	sign	0
himself	himself	px31	himself	himself	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
will	will	n1	will	will	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
esteem'd	esteem'd	vvn	esteemed	esteem	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
more	more	av-dc	more	more	0
covetous	covetous	j	covetous	covetous	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
considered	considered	vvn	considered	consider	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
issue	issue	n1	issue	issue	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
fan	fan	n1	fan	fan	0
∣	∣	sy	∣	∣	0
cy	cy	uh	cy	cy	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
but	but	p-acp	but	but	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
thus	thus	av	thus	thus	0
have	have	vhi	have	have	0
lavish'd	lavish'd	vvd	lavished	lavish	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
truly	truly	av-j	truly	true	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
share	share	n1	share	share	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
intention	intention	n1	intention	intention	0
,	,	,	,	,	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
write	write	vvi	write	write	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
,	,	,	,	,	0
the	the	dt	the	the	0
success	success	n1	success	success	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
uncertain	uncertain	j	uncertain	uncertain	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
one	one	pi	one	one	0
shal	shal	vmb	shall	shall	0
very	very	av	very	very	0
hardly	hardly	av	hardly	hardly	0
find	find	vvi	find	find	0
charity	charity	n1	charity	charity	0
enough	enough	av-d	enough	enough	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
hope	hope	vvi	hope	hope	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
pardon	pardon	n1	pardon	pardon	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
