THe	THe	dt	THe	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
needeth	needeth	vvz	needs	need	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
servi	servi	fw-la	servi	servi	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
,	,	,	,	,	0
all	all	d	all	all	0
the	the	dt	the	the	0
service	service	n1	service	service	0
he	he	pns31	he	he	0
requireth	requireth	vvz	requires	require	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
,	,	,	,	,	0
tendeth	tendeth	vvz	tendeth	tend	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
own	own	d	own	own	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
no	no	av-dx	no	no	0
way	way	n1	way	way	0
beneficiall	beneficiall	j	beneficial	beneficial	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
to	to	pc-acp	to	to	0
add	add	vvi	add	add	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
guild	guild	n1	guild	guild	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
or	or	cc	or	or	0
light	light	vvi	light	light	0
a	a	dt	a	a	0
Candle	Candle	n1	Candle	candle	0
at	at	p-acp	at	at	0
noon-day	noon-day	n1	noonday	noonday	0
:	:	:	:	:	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
eternall	eternall	j	eternal	eternal	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
everlastingly	everlastingly	av-j	everlastingly	everlasting	0
blessed	blessed	vvn	blessed	bless	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
one	one	crd	one	one	0
Angel	Angel	n1	Angel	angel	0
was	was	vbds	was	be	0
created	created	vvn	created	create	0
to	to	pc-acp	to	to	0
attend	attend	vvi	attend	attend	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
thou	thou	pns21	thou	thou	0
∣	∣	sy	∣	∣	0
sands	sands	n2	sands	sand	0
ministring	ministring	j-vvg	ministering	minister	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	a-acp	before	fore	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
one	one	crd	one	one	0
man	man	n1	man	man	0
formed	formed	vvn	formed	form	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
to	to	pc-acp	to	to	0
praise	praise	vvi	praise	praise	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
him	him	pno31	him	he	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
vice	vice	n1	vice	vice	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
variety	variety	n1	variety	variety	0
of	of	pp-f	of	of	0
creatures	creatures	n2	creatures	creature	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
praise	praise	n1	praise	praise	0
:	:	:	:	:	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
infinitely	infinitely	av-j	infinitely	infinite	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
advantages	advantages	n2	advantages	advantage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
