Dear	Dear	j-jn	Dear	dear	0
Countrymen	Countrymen	n2	Countrymen	countryman	0
and	and	cc	and	and	0
Friends	Friends	n2	Friends	friend	0
!	!	!	!	!	1
WHiles	WHiles	n1	WHiles	while	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
retired	retired	j-vvn	retired	retire	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
late	late	av-j	late	late	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
devising	devising	vvg	devising	devise	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
do	do	vdi	do	do	0
some	some	d	some	some	0
good	good	j	good	good	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Nativity	Nativity	n1	Nativity	nativity	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
strong	strong	j	strong	strong	0
apprehension	apprehension	n1	apprehension	apprehension	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
affections	affections	n2	affections	affection	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
express'd	express'd	vvn	expressed	express	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Fathers	Fathers	ng1	Father's	father	0
Family	Family	n1	Family	family	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Labours	Labours	n2	Labours	labour	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
dear	dear	j-jn	dear	dear	0
Brother	Brother	n1	Brother	brother	0
Mr.	Mr.	n1	Mr.	mr.	1
Thomas	Thomas	np1	Thomas	Thomas	0
Adams	Adams	npg1	Adams	Adam	0
,	,	,	,	,	0
now	now	av	now	now	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
very	very	j	very	very	0
accepta	accepta	fw-la	accepta	accepta	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
edification	edification	n1	edification	edification	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
upon	upon	p-acp	upon	upon	0
as	as	c-acp	as	as	0
most	most	av-ds	most	most	0
generally	generally	av-j	generally	general	0
useful	useful	j	useful	useful	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
:	:	:	:	:	0
I	I	pns11	I	i	0
resolv'd	resolv'd	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
of	of	pp-f	of	of	0
Printing	Printing	vvg	Printing	print	0
this	this	d	this	this	0
Catechetical	Catechetical	j	Catechetical	catechetical	0
Explanation	Explanation	n1	Explanation	explanation	0
of	of	pp-f	of	of	0
His.	His.	np1	His.	His.	1
'Tis	'Tis	pn31|vbz	It's	it|be	0
well	well	av	well	well	0
known	known	vvn	known	know	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
Grandfather	Grandfather	n1	Grandfather	grandfather	0
Mr.	Mr.	n1	Mr.	mr.	1
Ri	Ri	zz	Ri	ri	0
∣	∣	sy	∣	∣	0
chard	chard	n1	chard	chard	0
Adams	Adams	np1	Adams	Adams	0
was	was	vbds	was	be	0
Rector	Rector	n1	Rector	rector	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
purchase	purchase	n1	purchase	purchase	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
perpetual	perpetual	j	perpetual	perpetual	0
Advowson	Advowson	np1	Advowson	Advowson	0
,	,	,	,	,	0
Six	Six	crd	Six	six	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Line	Line	n1	Line	line	0
and	and	cc	and	and	0
Name	Name	n1	Name	name	0
since	since	c-acp	since	since	0
all	all	d	all	all	0
devoted	devoted	j-vvn	devoted	devote	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
Mine	Mine	po11	Mine	my	0
honoured	honoured	j-vvn	honoured	honour	0
Father	Father	n1	Father	father	0
Mr.	Mr.	n1	Mr.	mr.	0
Charles	Charles	np1	Charles	Charles	0
Adams	Adams	np1	Adams	Adams	0
,	,	,	,	,	0
and	and	cc	and	and	0
Uncle	Uncle	n1	Uncle	uncle	0
Mr.	Mr.	n1	Mr.	mr.	1
Randal	Randal	np1	Randal	Randal	0
Adams	Adams	np1	Adams	Adams	0
(	(	(	(	(	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
alive	alive	j	alive	alive	0
in	in	p-acp	in	in	0
Ireland	Ireland	np1	Ireland	Ireland	0
)	)	)	)	)	0
,	,	,	,	,	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
three	three	crd	three	three	0
Brothers	Brothers	n2	Brother's	brother	0
,	,	,	,	,	0
Peter	Peter	np1	Peter	Peter	0
,	,	,	,	,	0
Thomas	Thomas	np1	Thomas	Thomas	0
,	,	,	,	,	0
and	and	cc	and	and	0
Charles	Charles	np1	Charles	Charles	0
Adams	Adams	np1	Adams	Adams	0
were	were	vbdr	were	be	0
born	born	vvn	born	bear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Personage-house	Personage-house	n1	Personage-house	personage-house	0
Psal.	Psal.	np1	Psal.	Psal.	1
87.5	87.5	crd	87.5	87.5	0
,	,	,	,	,	0
6.	6.	crd	6.	6.	0
.	.	.	.	.	1
My	My	po11	My	my	0
dear	dear	j-jn	dear	dear	0
Mother	Mother	n1	Mother	mother	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
also	also	av	also	also	0
bore	bore	vvd	boar	bear	0
two	two	crd	two	two	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Brothers	Brothers	n2	Brother's	brother	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
Iames	Iames	np1	Iames	Iames	0
and	and	cc	and	and	0
Iohn	Iohn	np1	Iohn	John	0
there	there	a-acp	there	there	0
too	too	av	too	too	0
)	)	)	)	)	0
the	the	dt	the	the	0
Daughter	Daughter	n1	Daughter	daughter	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
worthy	worthy	j	worthy	worthy	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
was	was	vbds	was	be	0
likewise	likewise	av	likewise	likewise	0
born	born	vvn	born	bear	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Parish	Parish	n1	Parish	parish	0
.	.	.	.	.	1
My	My	po11	My	my	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
Uncle	Uncle	n1	Uncle	uncle	0
did	did	vdd	did	do	0
some	some	d	some	some	0
short	short	j	short	short	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
time	time	n1	time	time	0
exercise	exercise	vvi	exercise	exercise	0
their	their	po32	their	their	0
Ministry	Ministry	n1	Ministry	ministry	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
Brethren	Brethren	n2	Brothers	brethren	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
have	have	vhb	have	have	0
preached	preached	vvn	preached	preach	0
an	an	dt	and	a	0
occasional	occasional	j	occasional	occasional	0
Sermon	Sermon	n1	Sermon	sermon	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
though	though	cs	though	though	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
setled	setled	vvn	settled	settle	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
spend	spend	vvi	spend	spend	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
spent	spent	vvn	spent	spend	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
.	.	.	.	.	1
However	However	c-acp	However	however	0
,	,	,	,	,	0
we	we	pns12	we	we	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
alive	alive	j	alive	alive	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
distance	distance	n1	distance	distance	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
do	do	vdb	do	do	0
often	often	av	often	often	0
bear	bear	vvi	bear	bear	0
you	you	pn22	you	you	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
earnestly	earnestly	av-j	earnestly	earnest	0
desire	desire	vvi	desire	desire	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
saved	saved	vvn	saved	save	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
member	member	n1	member	member	0
,	,	,	,	,	0
whiles	whiles	cs	while	while	0
my	my	po11	my	my	0
dear	dear	j-jn	dear	dear	0
Father	Father	n1	Father	father	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Souls	Souls	n2	Souls	soul	0
,	,	,	,	,	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
preach	preach	vvi	preach	preach	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
season	season	n1	season	season	0
and	and	cc	and	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
season	season	n1	season	season	0
,	,	,	,	,	0
beseeching	beseeching	vvg	beseeching	beseech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
reconciled	reconciled	vvn	reconciled	reconcile	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
soon	soon	av	soon	soon	0
took	took	vvd	took	take	0
him	him	pno31	him	he	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
work	work	n1	work	work	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
eternal	eternal	j	eternal	eternal	0
rest	rest	n1	rest	rest	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
