May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
THere	THere	pc-acp	THere	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
self	self	n1	self	self	0
and	and	cc	and	and	0
Studies	Studies	n2	Studies	study	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
as	as	p-acp	as	as	0
my	my	po11	my	my	0
Dioce	Dioce	np1	Dioce	Dioce	0
∣	∣	sy	∣	∣	0
san	san	zz	san	san	0
.	.	.	.	.	1
None	None	pix	None	none	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
more	more	av-dc	more	more	0
readily	readily	av-j	readily	ready	0
submit	submit	vvi	submit	submit	0
this	this	d	this	this	0
Essay	Essay	n1	Essay	essay	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
endeavours	endeavours	vvz	endeavours	endeavour	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
Right	Right	j-jn	Right	right	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Security	Security	n1	Security	security	0
is	is	vbz	is	be	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
care	care	n1	care	care	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
challenge	challenge	vvi	challenge	challenge	0
the	the	dt	the	the	0
acknowledgment	acknowledgment	n1	acknowledgment	acknowledgement	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Pens	Pens	n2	Pens	pen	0
.	.	.	.	.	1
The	The	dt	The	the	0
Moderation	Moderation	n1	Moderation	moderation	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
esteem'd	esteem'd	vvn	esteemed	esteem	0
her	her	po31	her	her	0
Glory	Glory	n1	Glory	glory	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceding	ceding	av-vvg	ceding	cede	0
no	no	av-dx	no	no	0
farther	farther	av-jc	farther	far	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
than	than	cs	than	than	0
she	she	pns31	she	she	0
has	has	vhz	has	have	0
receded	receded	vvd	receded	recede	0
from	from	p-acp	from	from	0
Primitive	Primitive	j	Primitive	primitive	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stianity	stianity	n1	stianity	stianity	0
,	,	,	,	,	0
is	is	vbz	is	be	0
objected	objected	vvn	objected	object	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Crime	Crime	n1	Crime	crime	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
eager	eager	j	eager	eager	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sepa	sepa	n1	sepa	sepa	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
First	First	ord	First	first	0
Reformers	Reformers	n2	Reformers	reformer	0
were	were	vbdr	were	be	0
Wise	Wise	j	Wise	wise	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
Thanks	Thanks	n2	Thanks	thank	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
)	)	)	)	)	0
so	so	av	so	so	0
are	are	vbr	are	be	0
their	their	po32	their	their	0
Succes	Succes	n1	Success	success	0
∣	∣	sy	∣	∣	0
sors	sors	ng2	sors	sors	0
too	too	av	too	too	0
.	.	.	.	.	1
