Friends	Friends	ng1	Friends	friend	0
;	;	;	;	;	0
BEfore	BEfore	p-acp	BEfore	before	0
we	we	pns12	we	we	0
give	give	vvb	give	give	0
a	a	dt	a	a	0
particular	particular	j	particular	particular	0
Answer	Answer	n1	Answer	answer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
several	several	j	several	several	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fore-mentioned	fore-mentioned	j	forementioned	forementioned	0
Pamphlet	Pamphlet	n1	Pamphlet	pamphlet	0
,	,	,	,	,	0
we	we	pns12	we	we	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
needful	needful	j	needful	needful	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
some	some	d	some	some	0
Account	Account	vvb	Account	account	0
both	both	d	both	both	0
why	why	q-crq	why	why	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
for-born	for-born	j	forborn	forborn	0
to	to	p-acp	to	to	0
Answer	Answer	n1	Answer	answer	0
in	in	p-acp	in	in	0
hitherto	hitherto	av	hitherto	hitherto	0
,	,	,	,	,	0
and	and	cc	and	and	0
why	why	c-crq	why	why	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
undertaken	undertaken	vvn	undertaken	undertake	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
it	it	pn31	it	it	0
now	now	av	now	now	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
L.	L.	n1	L.	lord	0
Key	Key	n1	Key	key	0
,	,	,	,	,	0
(	(	(	(	(	0
whose	whose	rg-crq	whose	who	0
Name	Name	n1	Name	name	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
part	part	n1	part	part	0
thereof	thereof	av	thereof	thereof	0
)	)	)	)	)	0
doth	doth	vdz	does	do	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
second	second	ord	second	second	0
and	and	cc	and	and	0
third	third	ord	third	three	0
Pages	Pages	n2	Pages	page	0
say	say	vvb	say	say	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
Observations	Observations	n2	Observations	observation	0
and	and	cc	and	and	0
Queries	Queries	n2	Queries	query	0
made	made	vvd	made	make	0
publick	publick	j	public	public	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
long	long	av-j	long	long	0
since	since	c-acp	since	since	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
formal	formal	j	formal	formal	0
Preachers	Preachers	n2	Preachers	preacher	0
in	in	p-acp	in	in	0
Reading	Reading	vvg	Reading	read	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
no	no	dx	no	no	0
Answer	Answer	n1	Answer	answer	0
given	given	vvn	given	give	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Observations	Observations	n2	Observations	observation	0
he	he	pns31	he	he	0
mentions	mentions	n2	mentions	mention	0
,	,	,	,	,	0
we	we	pns12	we	we	0
saw	saw	vvd	saw	see	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
Printed	Printed	vvn	Printed	print	0
.	.	.	.	.	1
The	The	dt	The	the	0
Queries	Queries	n2	Queries	query	0
we	we	pns12	we	we	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
Manuscript	Manuscript	n1	Manuscript	manuscript	0
,	,	,	,	,	0
inclosed	inclosed	vvn	enclosed	enclose	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Letter	Letter	n1	Letter	letter	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
bearing	bearing	vvg	bearing	bear	0
date	date	n1	date	date	0
the	the	dt	the	the	0
7th	7th	ord	7th	seven	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
12th	12th	ord	12th	12th	0
Moneth	Moneth	n1	Month	month	0
,	,	,	,	,	0
83.	83.	crd	83.	83.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
5th	5th	ord	5th	5th	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
1st	1st	ord	1st	first	0
Moneth	Moneth	n1	Month	month	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
Benjamin	Benjamin	np1	Benjamin	Benjamin	0
Coales	Coales	n2	Coals	coal	0
(	(	(	(	(	0
his	his	po31	his	his	0
Confederate	Confederate	n-jn	Confederate	confederate	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
)	)	)	)	)	0
had	had	vhd	had	have	0
finisht	finisht	vvn	finished	finish	0
his	his	po31	his	his	0
Hue-and-Cry	Hue-and-Cry	j	Hue-and-Cry	hue-and-cry	0
,	,	,	,	,	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
publick	publick	j	public	public	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
2d	2d	crd	2d	2d	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
2d	2d	crd	2d	2d	0
Moneth	Moneth	n1	Month	month	0
L.	L.	n1	L.	lord	0
K.	K.	n1	K.	king	0
had	had	vhd	had	have	0
concluded	concluded	vvn	concluded	conclude	0
his	his	po31	his	his	0
whole	whole	j-jn	whole	whole	0
Work	Work	n1	Work	work	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
several	several	j	several	several	0
Dates	Dates	n2	Dates	date	0
thereof	thereof	av	thereof	thereof	0
appears	appears	vvz	appears	appear	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
time	time	n1	time	time	0
his	his	po31	his	his	0
Impatience	Impatience	n1	Impatience	impatience	0
complains	complains	vvz	complains	complain	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
,	,	,	,	,	0
was	was	vbds	was	be	0
less	less	av-dc	less	less	0
then	then	cs	then	than	0
two	two	crd	two	two	0
Moneths	Moneths	n2	Months	month	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
appears	appears	vvz	appears	appear	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
date	date	n1	date	date	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Hue-and-Cry	Hue-and-Cry	j	Hue-and-Cry	hue-and-cry	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
preparation	preparation	n1	preparation	preparation	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
Printing	Printing	vvg	Printing	print	0
soon	soon	av	soon	soon	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Que	Que	fw-fr	Que	que	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
urges	urges	vvz	urges	urge	0
our	our	po12	our	our	0
not	not	xx	not	not	0
answering	answering	vvg	answering	answer	0
his	his	po31	his	his	0
written	written	j-vvn	written	write	0
Queries	Queries	n2	Queries	query	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Ground	Ground	n1	Ground	ground	0
or	or	cc	or	or	0
Reason	Reason	n1	Reason	reason	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Printing	Printing	vvg	Printing	print	0
them	them	pno32	them	they	0
,	,	,	,	,	0
he	he	pns31	he	he	0
dissembles	dissembles	vvz	dissembles	dissemble	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
plain	plain	j	plain	plain	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
the	the	dt	the	the	0
plain	plain	j	plain	plain	0
Reason	Reason	n1	Reason	reason	0
why	why	c-crq	why	why	0
we	we	pns12	we	we	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
answer	answer	vvi	answer	answer	0
those	those	d	those	those	0
Queries	Queries	n2	Queries	query	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Injustice	Injustice	n1	Injustice	injustice	0
and	and	cc	and	and	0
unfair	unfair	j	unfair	unfair	0
dealing	dealing	n-vvg	dealing	deal	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
met	met	vvn	met	meet	0
with	with	p-acp	with	with	0
from	from	p-acp	from	from	0
L.	L.	n1	L.	lord	0
K.	K.	n1	K.	king	0
and	and	cc	and	and	0
some	some	d	some	some	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
took	took	vvd	took	take	0
part	part	n1	part	part	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
besides	besides	p-acp	beside	beside	0
his	his	po31	his	his	0
reading	reading	n-vvg	reading	read	0
a	a	dt	a	a	0
Paper	Paper	n1	Paper	paper	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
againt	againt	n1	againt	againt	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
,	,	,	,	,	0
he	he	pns31	he	he	0
refusing	refusing	vvg	refusing	refuse	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Company	Company	n1	Company	company	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
an	an	dt	and	a	0
Answer	Answer	n1	Answer	answer	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
read	read	vvn	read	read	0
thereto	thereto	av	thereto	thereto	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
before	before	p-acp	before	before	0
this	this	d	this	this	0
sent	sent	vvd	sent	send	0
a	a	dt	a	a	0
Letter	Letter	n1	Letter	letter	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
William	William	np1	William	William	0
Lamboll	Lamboll	vvb	Lamboll	lamboll	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
W.	W.	np1	W.	W.	0
L.	L.	np1	L.	L.	0
gave	gave	vvd	gave	give	0
him	him	pno31	him	he	0
an	an	dt	and	a	0
Answer	Answer	n1	Answer	answer	0
in	in	p-acp	in	in	0
Writing	Writing	vvg	Writing	write	0
,	,	,	,	,	0
sealed	sealed	vvd	sealed	seal	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Answer	Answer	n1	Answer	answer	0
soon	soon	av	soon	soon	0
after	after	p-acp	after	after	0
L.	L.	n1	L.	lord	0
K.	K.	n1	K.	king	0
had	had	vhd	had	have	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
he	he	pns31	he	he	0
tore	tore	vvd	tore	tear	0
into	into	p-acp	into	into	0
pieces	pieces	n2	pieces	piece	0
sealed	sealed	vvn	sealed	seal	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
looking	looking	vvg	looking	look	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
or	or	cc	or	or	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
written	written	vvn	written	write	0
therein	therein	av	therein	therein	0
:	:	:	:	:	0
Which	Which	r-crq	Which	which	0
rude	rude	j	rude	rude	0
,	,	,	,	,	0
unreasonable	unreasonable	j	unreasonable	unreasonable	0
and	and	cc	and	and	0
unmanly	unmanly	j	unmanly	unmanly	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
(	(	(	(	(	0
the	the	dt	the	the	0
Fruit	Fruit	n1	Fruit	fruit	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
froward	froward	j	froward	froward	0
peevish	peevish	j	peevish	peevish	0
Mind	Mind	n1	Mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Head-strong	Head-strong	j	Headstrong	headstrong	0
ungo	ungo	fw-es	ungo	ungo	0
∣	∣	sy	∣	∣	0
verned	verned	j	verne	verne	0
Will	Will	n1	Will	will	0
)	)	)	)	)	0
made	made	vvd	made	make	0
us	us	pno12	us	we	0
think	think	vvi	think	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
worth	worth	j	worth	worth	0
our	our	po12	our	our	0
while	while	n1	while	while	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
swers	swers	vvz	swers	swer	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
tore	tore	vvn	tore	tear	0
in	in	p-acp	in	in	0
pieces	pieces	n2	pieces	piece	0
without	without	p-acp	without	without	0
being	being	vbg	being	be	0
read	read	vvn	read	read	0
.	.	.	.	.	1
This	This	d	This	this	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Rea	Rea	np1	Rea	Rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
why	why	c-crq	why	why	0
we	we	pns12	we	we	0
then	then	av	then	then	0
for-bore	for-bore	j	forbore	forbore	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
his	his	po31	his	his	0
written	written	j-vvn	written	write	0
Queries	Queries	n2	Queries	query	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
willingly	willingly	av-j	willingly	willing	0
submit	submit	vvb	submit	submit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Judgment	Judgment	n1	Judgement	judgement	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
honest	honest	j	honest	honest	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
thereby	thereby	av	thereby	thereby	0
given	given	vvn	given	give	0
just	just	j	just	just	0
cause	cause	n1	cause	cause	0
so	so	av	so	so	0
