IT	IT	pn31	IT	it	0
hath	hath	vhz	hath	have	0
ever	ever	av	ever	ever	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
custom	custom	n1	custom	custom	0
(	(	(	(	(	0
partly	partly	av	partly	partly	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
to	to	pc-acp	to	to	0
gain	gain	vvi	gain	gain	0
respect	respect	n1	respect	respect	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
nothing	nothing	pix	nothing	nothing	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
inscription	inscription	n1	inscription	inscription	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
persons	persons	n2	persons	person	0
name	name	n1	name	name	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
their	their	po32	their	their	0
work	work	n1	work	work	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
acceptable	acceptable	j	acceptable	acceptable	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
rendred	rendred	vvn	rendered	render	0
more	more	av-dc	more	more	0
acceptable	acceptable	j	acceptable	acceptable	0
unto	unto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
:	:	:	:	:	0
Now	Now	av	Now	now	0
whilst	whilst	cs	while	while	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
never	never	av-x	never	never	0
strayed	strayed	vvd	strayed	stray	0
farther	farther	av-jc	farther	far	0
,	,	,	,	,	0
than	than	cs	than	than	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
I	I	pns11	I	i	0
concluded	concluded	vvd	concluded	conclude	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
men	men	n2	men	man	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
argument	argument	n1	argument	argument	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
(	(	(	(	(	0
set	set	vvd	set	set	0
aside	aside	av	aside	aside	0
other	other	j-jn	other	other	0
respects	respects	n2	respects	respect	0
