SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
THO	THO	cs	THOUGH	though	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
very	very	av	very	very	0
well	well	av	well	well	0
satisfied	satisfied	vvn	satisfied	satisfy	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
never	never	av-x	never	never	0
design'd	design'd	vvd	designed	design	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
his	his	po31	his	his	0
giving	giving	vvg	giving	give	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
Mr.	Mr.	n1	Mr.	mr.	1
Lumley	Lumley	np1	Lumley	Lumley	0
a	a	dt	a	a	0
little	little	j	little	little	0
before	before	p-acp	before	before	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
dispos'd	dispos'd	vvn	disposed	dispose	0
of	of	pp-f	of	of	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
Pleasure	Pleasure	n1	Pleasure	pleasure	0
,	,	,	,	,	0
imply'd	imply'd	vvn	implied	imply	0
a	a	dt	a	a	0
tacite	tacite	n1	tacit	tacit	0
Consent	Consent	vvb	Consent	consent	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Publication	Publication	n1	Publication	publication	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Opinion	Opinion	n1	Opinion	opinion	0
,	,	,	,	,	0
Two	Two	crd	Two	two	0
Reasons	Reasons	n2	Reasons	reason	0
why	why	c-crq	why	why	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
Publish'd	Publish'd	j-vvn	Published	publish	0
,	,	,	,	,	0
one	one	pi	one	one	0
is	is	vbz	is	be	0
because	because	p-acp	because	because	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
answer	answer	vvi	answer	answer	0
the	the	dt	the	the	0
Character	Character	n1	Character	character	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
is	is	vbz	is	be	0
because	because	p-acp	because	because	0
it	it	pn31	it	it	0
does	does	vdz	does	do	0
not	not	xx	not	not	0
fully	fully	av-j	fully	full	0
come	come	vvn	come	come	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Character	Character	n1	Character	character	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
excellent	excellent	j	excellent	excellent	0
Lady	Lady	n1	Lady	lady	0
Lumley	Lumley	np1	Lumley	Lumley	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Suddenness	Suddenness	n1	Suddenness	suddenness	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Composure	Composure	n1	Composure	composure	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
great	great	j	great	great	0
Indisposition	Indisposition	n1	Indisposition	indisposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
sufficient	sufficient	j	sufficient	sufficient	0
Answer	Answer	n1	Answer	answer	0
to	to	p-acp	to	to	0
both	both	d	both	both	0
these	these	d	these	these	0
