May	May	vmb	May	may	0
it	it	pn31	it	it	0
Please	Please	vvb	Please	please	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
.	.	.	.	.	1
THere	THere	pc-acp	THere	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
advantage	advantage	n1	advantage	advantage	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
opening	opening	n-vvg	opening	open	0
of	of	pp-f	of	of	0
Rivers	Rivers	n2	Rivers	river	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
munication	munication	n1	munication	munication	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
Inland	Inland	j	Inland	inland	0
Countries	Countries	n2	Countries	country	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
abound	abound	vvi	abound	abound	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
varieties	varieties	n2	varieties	variety	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
exceed	exceed	vvb	exceed	exceed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
Goods	Goods	n2-j	Goods	good	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
never	never	av	never	never	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
burthen	burthen	n1	burden	burden	0
)	)	)	)	)	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
