Much	Much	av-d	Much	much	0
Honoured	Honoured	vvn	Honoured	honour	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
Treatise	Treatise	n1	Treatise	treatise	0
here	here	av	here	here	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
,	,	,	,	,	0
being	being	vbg	being	be	0
calculated	calculated	vvn	calculated	calculate	0
,	,	,	,	,	0
not	not	xx	not	not	0
one	one	pi	one	one	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
weal	weal	n1	weal	weal	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
Communities	Communities	n2	Communities	community	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
Cities	Cities	n2	Cities	city	0
,	,	,	,	,	0
Towns	Towns	n2	Towns	town	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
lesser	lesser	jc	lesser	lesser	0
Societies	Societies	n2	Societies	society	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Families	Families	n2	Families	family	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ticular	ticular	j	ticular	ticular	0
persons	persons	n2	persons	person	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
tenders	tenders	n2	tenders	tender	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
vice	vice	n1	vice	vice	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Self	Self	n1	Self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
so	so	av	so	so	0
worthily	worthily	av-jn	worthily	worthy	0
Honoured	Honoured	j-vvn	Honoured	honour	0
Lady	Lady	n1	Lady	lady	0
,	,	,	,	,	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
bold	bold	j	bold	bold	0
here	here	av	here	here	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
it	it	pn31	it	it	0
pleases	pleases	vvz	pleases	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
distemper	distemper	n1	distemper	distemper	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
so	so	av	so	so	0
often	often	av	often	often	0
renews	renews	vvz	renews	renew	0
its	its	po31	its	its	0
onsets	onsets	n2	onsets	onset	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
so	so	av	so	so	0
frequent	frequent	j	frequent	frequent	0
memento's	memento's	n2	memento's	memento	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Turn	Turn	vvb	Turn	turn	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Moses	Moses	np1	Moses	Moses	0
declares	declares	vvz	declares	declare	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
inevitable	inevitable	j	inevitable	inevitable	0
fate	fate	n1	fate	fate	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
indefinitely	indefinitely	av-j	indefinitely	indefinite	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
turnest	turnest	vv2	turnest	turn	0
man	man	n1	man	man	0
to	to	p-acp	to	to	0
destruction	destruction	n1	destruction	destruction	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	zz	say	say	0
∣	∣	sy	∣	∣	0
est	est	fw-fr	est	est	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
90.	90.	crd	90.	90.	0
3.	3.	crd	3.	3.	0
return	return	n1	return	return	0
ye	ye	pn22	you	you	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
we	we	pns12	we	we	0
run	run	vvb	run	run	0
here	here	av	here	here	0
a	a	dt	a	a	0
short	short	j	short	short	0
round	round	n1	round	round	0
,	,	,	,	,	0
and	and	cc	and	and	0
soon	soon	av	soon	soon	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
races	races	n2	races	race	0
end	end	vvi	end	end	0
;	;	;	;	;	0
fetch	fetch	vvb	fetch	fetch	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
turn	turn	n1	turn	turn	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
itComparat	itComparat	np1	itComparat	itComparat	0
our	our	po12	our	our	0
∣	∣	sy	∣	∣	0
sum	sum	fw-la	sum	sum	0
vitae	vitae	fw-la	vitae	vitae	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
strae	strae	fw-la	strae	strae	0
gyro	gyro	fw-la	gyro	gyro	0
▪	▪	▪	▪	▪	0
&c.	&c.	av	etc.	etc	0
Calv.	Calv.	np1	Calv.	Calv.	0
in	in	p-acp	in	in	0
loc	loc	fw-la	loc	loc	0
.	.	.	.	.	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
return	return	vvb	return	return	0
back	back	av	back	back	0
again	again	av	again	again	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
