MOst	MOst	ds	MOst	most	0
graciouse	graciouse	j	gracious	gracious	0
Queene	Queene	n1	Queen	queen	0
,	,	,	,	,	0
your	your	po22	your	your	0
Royalle	Royalle	j	Royal	royal	0
Mtye	Mtye	n1	Mtye	mtye	0
.	.	.	.	.	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
ignorante	ignorante	j	ignorant	ignorant	0
(	(	(	(	(	0
I	I	pns11	I	i	0
truste	truste	vvi	trust	trust	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greate	greate	j	great	great	0
services	services	n2	services	service	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
throughe	throughe	p-acp	through	through	0
,	,	,	,	,	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
experte	experte	j	expert	expert	0
Chyrur	Chyrur	n1	Chyrur	chyrur	0
∣	∣	sy	∣	∣	0
gians	gians	n2	gians	gian	0
,	,	,	,	,	0
operatinge	operatinge	vvg	operatinge	operatinge	0
on	on	p-acp	on	on	0
Mans	Mans	ng1	men	man	0
bodye	bodye	n1	body	body	0
,	,	,	,	,	0
are	are	vbr	are	be	0
offerede	offerede	vvn	offerede	offerede	0
as	as	p-acp	as	as	0
svveete	svveete	j	sweet	sweet	0
smellinge	smellinge	j-vvg	smelling	smell	0
sacrifices	sacrifices	n2	sacrifices	sacrifice	0
,	,	,	,	,	0
vp	vp	a-acp	up	up	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
nostrells	nostrells	n2	nostrils	nostril	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
omnipotēt	omnipotēt	j	omnipotent	omnipotent	0
,	,	,	,	,	0
&	&	cc	&	and	0
Longevalle	Longevalle	np1	Longevalle	Longevalle	0
Emperioure	Emperioure	n1	Emperioure	emperioure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Caelesti	Caelesti	n1	Caelesti	caelesti	0
∣	∣	sy	∣	∣	0
alle	alle	d	all	all	0
influences	influences	n2	influences	influence	0
.	.	.	.	.	1
VVherof	VVherof	c-crq	Whereof	whereof	0
also	also	av	also	also	0
all	all	d	all	all	0
renoumnede	renoumnede	j-vvn	renoumnede	renoumnede	0
,	,	,	,	,	0
&	&	cc	&	and	0
providente	providente	j	provident	provident	0
Caesaristes	Caesaristes	np1	Caesaristes	Caesaristes	0
,	,	,	,	,	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ve	ve	zz	ve	ve	0
dilligentlye	dilligentlye	av-j	diligently	diligent	0
providede	providede	av	providede	providede	0
,	,	,	,	,	0
and	and	cc	and	and	0
furnishede	furnishede	vvd	furnishede	furnishede	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
vvhen	vvhen	c-crq	when	when	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
vvounded	vvounded	vvn	wounded	wound	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
theire	theire	po32	their	their	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
anes	anes	fw-la	anes	anes	0
,	,	,	,	,	0
and	and	cc	and	and	0
ayde	ayde	n1	aid	aid	0
(	(	(	(	(	0
next	next	ord	next	next	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
curede	curede	vvn	curede	curede	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
ther	ther	po32	their	their	0
health	health	n1	health	health	0
restauratione	restauratione	n1	restauratione	restauratione	0
.	.	.	.	.	1
I	I	pns11	I	i	0
coulde	coulde	vmd	could	can	0
not	not	xx	not	not	0
therfore	therfore	av	therefore	therefore	0
(	(	(	(	(	0
beinge	beinge	vbg	being	be	0
also	also	av	also	also	0
incitatede	incitatede	n1	incitatede	incitatede	0
,	,	,	,	,	0
