HAving	HAving	vhg	HAving	have	0
been	been	vbn	been	be	0
chosen	chosen	vvn	chosen	choose	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Suffrage	Suffrage	n1	Suffrage	suffrage	0
a	a	dt	a	a	0
fourth	fourth	ord	fourth	four	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
as	as	p-acp	as	as	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Clerks	Clerks	n2	Clerks	clerk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Con	Con	vvi	Con	con	0
∣	∣	sy	∣	∣	0
vocation	vocation	n1	vocation	vocation	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavour'd	endeavour'd	vvn	endeavoured	endeavour	0
on	on	p-acp	on	on	0
all	all	d	all	all	0
Occasions	Occasions	n2	Occasions	occasion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
great	great	j	great	great	0
Age	Age	n1	Age	age	0
and	and	cc	and	and	0
mean	mean	j	mean	mean	0
Abilities	Abilities	n2	Abilities	ability	0
permitted	permitted	vvn	permitted	permit	0
,	,	,	,	,	0
and	and	cc	and	and	0
God's	God's	npg1	God's	God	0
Blessing	Blessing	n1	Blessing	blessing	0
,	,	,	,	,	0
enabled	enabled	vvd	enabled	enable	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
Law	Law	n1	Law	law	0
established	established	vvn	established	establish	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
its	its	po31	its	its	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
:	:	:	:	:	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
unexpectedly	unexpectedly	av-j	unexpectedly	unexpected	0
invited	invited	vvn	invited	invite	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Worthy	Worthy	j-jn	Worthy	worthy	0
Dr.	Dr.	n1	Dr.	dr.	1
Charles	Charles	np1	Charles	Charles	0
Good	Good	j	Good	good	0
∣	∣	sy	∣	∣	0
all	all	av-d	all	all	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
observed	observed	vvn	observed	observe	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
me	me	pno11	me	i	0
Dr.	Dr.	n1	Dr.	dr.	1
Walker's	Walker's	ng1	Walker's	walker	0
Libel	Libel	n1	Libel	libel	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
affirms	affirms	vvz	affirms	affirm	0
,	,	,	,	,	0
That	That	cst	That	that	0
Dr.	Dr.	n1	Dr.	dr.	1
Gauden	Gauden	np1	Gauden	Gauden	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Book	Book	n1	Book	book	0
.	.	.	.	.	1
Among	Among	p-acp	Among	among	0
other	other	j-jn	other	other	0
Remarks	Remarks	n2	Remarks	remark	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
sent	sent	vvd	sent	send	0
to	to	p-acp	to	to	0
Dr.	Dr.	n1	Dr.	dr.	0
Good	Good	j	Good	good	0
∣	∣	sy	∣	∣	0
all	all	av-d	all	all	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
Dr.	Dr.	n1	Dr.	dr.	1
W.'s	W.'s	npg1	W.'s	W.'s	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
I	I	pns11	I	i	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
my	my	po11	my	my	0
own	own	d	own	own	0
Testimony	Testimony	n1	Testimony	testimony	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
words	words	n2	words	word	0
:	:	:	:	:	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
hap	hap	n1	hap	hap	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
Bp.	Bp.	np1	Bp.	Bp.	1
Gau	Gau	np1	Gau	Gau	0
∣	∣	sy	∣	∣	0
den	den	n1	den	den	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
our	our	po12	our	our	0
Diocesan	Diocesan	n1	Diocesan	diocesan	0
,	,	,	,	,	0
and	and	cc	and	and	0
