ALthough	ALthough	cs	ALthough	although	0
I	I	pns11	I	i	0
need	need	vvb	need	need	0
plead	plead	vvi	plead	plead	0
no	no	dx	no	no	0
other	other	n-jn	other	other	0
Rea	Rea	np1	Rea	Rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ensu	ensu	n1	ensu	ensu	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
Order	Order	n1	Order	order	0
and	and	cc	and	and	0
Command	Command	vvi	Command	command	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
your	your	po22	your	your	0
peculiar	peculiar	j	peculiar	peculiar	0
Interest	Interest	n1	Interest	interest	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Governors	Governors	n2	Governors	governor	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
severall	severall	j	several	several	0
stations	stations	n2	stations	station	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
placed	placed	vvn	placed	place	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
truely	truely	av-j	truly	true	0
stated	stated	vvn	stated	state	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pursuit	pursuit	n1	pursuit	pursuit	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
your	your	po22	your	your	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Peace	Peace	n1	Peace	peace	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Nations	Nations	n2	Nations	nation	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
to	to	pc-acp	to	to	0
lye	lye	vvi	lie	lie	0
;	;	;	;	;	0
I	I	pns11	I	i	0
crave	crave	vvb	crave	crave	0
leave	leave	vvb	leave	leave	0
to	to	pc-acp	to	to	0
adde	adde	vvi	add	add	0
that	that	d	that	that	0
consideration	consideration	n1	consideration	consideration	0
also	also	av	also	also	0
.	.	.	.	.	1
Being	Being	vbg	Being	be	0
fully	fully	av-j	fully	full	0
acquain	acquain	j-u	acquain	acquain	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
weaknesse	weaknesse	n1	weakness	weakness	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
composed	composed	vvn	composed	compose	0
and	and	cc	and	and	0
delivered	delivered	vvn	delivered	deliver	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
conclude	conclude	vvi	conclude	conclude	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
meerly	meerly	av-j	merely	mere	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
truths	truths	ng1	truths	truth	0
sake	sake	n1	sake	sake	0
therein	therein	av	therein	therein	0
contained	contained	vvn	contained	contain	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
its	its	po31	its	its	0
