SIr	SIr	n1	SIr	sir	0
,	,	,	,	,	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
your	your	po22	your	your	0
maiestie	maiestie	n1	majesty	majesty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
the	the	dt	the	the	0
states	states	n2	states	state	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
inioine	inioine	vvi	enjoin	enjoin	0
all	all	d	all	all	0
men	men	n2	men	man	0
without	without	p-acp	without	without	0
exception	exception	n1	exception	exception	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
they	they	pns32	they	they	0
thinke	thinke	vvb	think	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
and	and	cc	and	and	0
preseruation	preseruation	n1	preservation	preservation	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
state	state	n1	state	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
subiects	subiects	n2-jn	subjects	subject	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
that	that	cst	that	that	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
straineth	straineth	vvz	straineth	strain	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
best	best	js	best	best	0
aduice	aduice	n1	advice	advice	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
:	:	:	:	:	0
surely	surely	av-j	surely	sure	0
I	I	pns11	I	i	0
alone	alone	av-j	alone	alone	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
idle	idle	j	idle	idle	0
and	and	cc	and	and	0
negligent	negligent	j	negligent	negligent	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	pc-acp	to	to	0
forslow	forslow	vvi	forslow	forslow	0
the	the	dt	the	the	0
duetie	duetie	n1	duty	duty	0
wherby	wherby	c-crq	whereby	whereby	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
naturally	naturally	av-j	naturally	natural	0
bound	bound	vvn	bound	bind	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
thing	thing	n1	thing	thing	0
hath	hath	vhz	hath	have	0
caused	caused	vvn	caused	cause	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
gather	gather	vvi	gather	gather	0
these	these	d	these	these	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
remembrance	remembrance	n1	remembrance	remembrance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
ben	ben	vbn	been	be	0
better	better	jc	better	better	0
polished	polished	j-vvn	polished	polish	0
ere	ere	c-acp	ere	ere	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
ben	ben	vbn	been	be	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
maiestie	maiestie	n1	majesty	majesty	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
affairs	affairs	n2	affairs	affair	0
and	and	cc	and	and	0
the	the	dt	the	the	0
time	time	n1	time	time	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
permitted	permitted	vvn	permitted	permit	0
it	it	pn31	it	it	0
.	.	.	.	.	1
You	You	pn22	You	you	0
haue	haue	vhb	have	have	0
voutchsafed	voutchsafed	vvn	vouchsafed	vouchsafe	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
neer	neer	av-j	near	near	0
about	about	p-acp	about	about	0
your	your	po22	your	your	0
person	person	n1	person	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
you	you	pn22	you	you	0
seruice	seruice	n1	service	service	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
cases	cases	n2	cases	case	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
your	your	po22	your	your	0
maiestie	maiestie	n1	majesty	majesty	0
to	to	pc-acp	to	to	0
imploy	imploy	vvi	employ	employ	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
specially	specially	av-j	specially	special	0
in	in	p-acp	in	in	0
following	following	vvg	following	follow	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
good	good	j	good	good	0
hap	hap	n1	hap	hap	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
witnesse	witnesse	n1	witness	witness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vic	vic	n1	vic	vic	0
∣	∣	sy	∣	∣	0
tories	tories	n2	tories	tory	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
fortunatly	fortunatly	av-j	fortunately	fortunate	0
obtained	obtained	vvn	obtained	obtain	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
reioycing	reioycing	vvg	rejoicing	rejoice	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
christendome	christendome	np1	christendome	Christendom	0
.	.	.	.	.	1
And	And	cc	And	and	0
surely	surely	av-j	surely	sure	0
sir	sir	n1	sir	sir	0
,	,	,	,	,	0
this	this	d	this	this	0
maketh	maketh	vvz	makes	make	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
hope	hope	vvi	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
accept	accept	vvi	accept	accept	0
this	this	d	this	this	0
mine	mine	n1	mine	mine	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tempt	tempt	vvb	tempt	tempt	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
testimonie	testimonie	n1	testimony	testimony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
great	great	j	great	great	0
desire	desire	n1	desire	desire	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
alway	alway	av	always	always	0
had	had	vhd	had	have	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
haue	haue	vhi	have	have	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
spend	spend	vvi	spend	spend	0
my	my	po11	my	my	0
goods	goods	n2-j	goods	good	0
and	and	cc	and	and	0
life	life	n1	life	life	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
seruice	seruice	n1	service	service	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
christen	christen	vvb	christen	christen	0
maiestie	maiestie	n1	majesty	majesty	0
,	,	,	,	,	0
beseeching	beseeching	vvg	beseeching	beseech	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
mee	mee	pno11	me	i	0
euer	euer	av	ever	ever	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
commendable	commendable	j	commendable	commendable	0
deuotion	deuotion	n1	devotion	devotion	0
and	and	cc	and	and	0
duti	duti	fw-la	duti	duti	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
good	good	j	good	good	0
will	will	n1	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
